id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_followup_with	log_prob_followup_without	log_prob_full_with	log_prob_full_without	include_context
8255	not	Hi, Mike. Haven't seen you for a while. How's Cathy?	We are not seeing each other any more.	We are seeing each other any more.	What happened? Did you break up?	-86.03347587585449	-99.80982971191406	-28.438588976860046	-16.421682000160217	-217.79561173915863	-219.55505859851837	True
8266	not	So what did you think about the movie?	Well, I think this Star Wars episode is an excellent piece of work, but not as good as the previous ones.	Well, I think this Star Wars episode is an excellent piece of work, but as good as the previous ones.	Really? I don't agree. This Star Wars episode was incredible!	-141.98710227012634	-152.5385298728943	-49.459460377693176	-50.69682192802429	-259.1742000579834	-270.99225413799286	True
8272	not	I need some flowers for my girlfriend.__eou__No problem. Would you like some artificial carnations?	Oh, no. Carnations are not very elegant.Artificial flowers have no passion.	Oh, no. Carnations are very elegant.Artificial flowers have no passion.	How much did you want to spend?	-116.2935574054718	-119.18651413917542	-26.22677445411682	-26.489386439323425	-301.04955542087555	-304.2455461025238	True
8283	not	Hi, Is that David?__eou__Hi, Jenny. It's David here.__eou__Hey, what's new?	Not much. My girlfriend just dumped me.	Much. My girlfriend just dumped me.	Sorry to hear that. What happened?	-78.55350589752197	-84.11623764038086	-11.214919328689575	-12.200754046440125	-291.4540579319	-297.87453508377075	True
8294	not	If you wanna keep healthy, you must give up smoking. It's extremely bad for your health, you know.	I know it's not good for me, but the problem is I just can't help it.	I know it's good for me, but the problem is I just can't help it.	Well, I've got an idea, put the label cancer sticks on each pack of cigarettes, and read it before you smoke. It may give you a feeling to reduce it.	-79.37527215480804	-87.85060381889343	-124.61170184612274	-124.20074713230133	-312.0622202157974	-320.15698206424713	True
8297	not	Steve, you look pale. What happened?__eou__I didn't sleep a wink last night.__eou__Did you have something on your mind? You look so concerned. Maybe I can help you.	Well, I am under a lot of pressure. My boss is very pushy. He assigned me three projects. Now the deadlines are near, and I still have not finished all of my projects.	Well, I am under a lot of pressure. My boss is very pushy. He assigned me three projects. Now the deadlines are near, and I still have finished all of my projects.	Is there anything I can do to help you?	-173.00580406188965	-180.30035972595215	-19.629608988761902	-19.639290928840637	-413.48708975315094	-420.78751266002655	True
8303	not	What's the Mountaineering Club doing this weekend?__eou__We are going to climb a cliff on the Yangtze River.__eou__How hard is the climb?	It is a very difficult climb, because there are not many places to put your hands and feet.	It is a very difficult climb, because there are many places to put your hands and feet.	What did you do last week?	-71.57591438293457	-77.19378852844238	-33.18274784088135	-30.39544928073883	-318.64615976810455	-321.5028736591339	True
8309	not	Oh, my! It's really hot. I've never seen such scorching weather in my life.__eou__Tell me about it! It's like the whole world is broiling.__eou__Oh, look at the thermometer! The temperature has hit 98.	I hope it's not gonna break into three digits	I hope it's gonna break into three digits	But it's already awfully close.	-88.98361587524414	-114.28232192993164	-27.4076566696167	-28.79147243499756	-384.2682595252991	-410.90805673599243	True
8318	not	Do you know anyone who’s had plastic surgery?	You mean like a breast enlargement? I don't think that's really necessary. That's not the way a woman should stay attractive.	You mean like a breast enlargement? I don't think that's really necessary. That's the way a woman should stay attractive.	Why not? Why can't we go back to the way things were?	-147.72155141830444	-153.2087950706482	-49.83092772960663	-45.69081997871399	-274.51268661022186	-275.90411245822906	True
8328	not	Hi, David! What are you doing?__eou__Oh, just looking at these club notices. I'm thinking of joining one. Hey-why don't we join a club together? How about the Tennis Club?	Actually, I'm not good at tennis at all ...	Actually, I'm good at tennis at all ...	Neither am I. It's just that the best-looking girls are in that club.	-89.30655360221863	-110.78142738342285	-46.84603309631348	-48.59767258167267	-367.68202126026154	-390.9114029407501	True
8329	not	Have you ever made any plan for your future?__eou__Of course I have. I'd like to marry a handsome man and have two children if possible.	Not me. I'd like to be a bachelor forever.	Me. I'd like to be a bachelor forever.	I don't believe you can make it when you meet your Mrs. Right.	-90.97916412353516	-92.6423568725586	-62.09879493713379	-61.13438153266907	-328.8933321237564	-329.5574564933777	True
8332	not	What’s on TV tonight?	Not much, that new reality-TV show, Ally McNeal, oooo, Dark Angel.	Much, that new reality-TV show, Ally McNeal, oooo, Dark Angel.	Wait a second. I want to watch Ally McNeal.	-181.167533993721	-183.14403545856476	-62.157617807388306	-60.22269260883331	-305.9900416135788	-306.03161787986755	True
8345	not	Hey, Susie, what health club do you belong to?__eou__Total Fitness, why?__eou__Well, I’Ve been going to Athletic Express, but I don’t like it there.	Really? Why not? I hear it’s pretty good.	Really? Why? I hear it’s pretty good.	The people don’t really work out there. They just stand around and talk all the time.	-79.5619626045227	-80.65797853469849	-38.86742448806763	-39.69350612163544	-379.25727784633636	-381.17735743522644	True
8368	not	Hey, how was the show?	Not great. It's a kind of boring.	Great. It's a kind of boring.	Really? I heard it was supposed to be great.	-104.3232250213623	-108.78268432617188	-50.34414303302765	-43.15376007556915	-225.94926989078522	-223.1315084695816	True
8369	not	It's awfully quiet around here.__eou__Yeah. There's nobody in sight.	I have a feeling that we're not supposed to be in here.	I have a feeling that we're supposed to be in here.	I think you're right. Let's go.	-70.84687530994415	-75.07462501525879	-18.260597109794617	-25.518667578697205	-217.15537643432617	-228.62655198574066	True
8374	not	Harry, do you like the opera?	No, not really.	No, really.	Why is that? It is called real art.	-63.52531909942627	-70.40208911895752	-53.74459373950958	-51.324676871299744	-195.38637697696686	-199.86569106578827	True
8387	not	So did you get in touch with your brother?	No, not yet. I'm really worried.	No, yet. I'm really worried.	Well, it'd be foolish to call the police. He probably just went away overnight.	-91.92697143554688	-100.47713088989258	-84.59978938102722	-85.34700286388397	-258.04354786872864	-267.3501237630844	True
8391	not	Good afternoon, would you mind if I sit here?	Of course not.	Of course.	I’m Jack. What’s your name?	-66.21690773963928	-74.58250916004181	-42.44068944454193	-39.742477774620056	-185.85651218891144	-191.4972287416458	True
8401	not	Do you watch a lot of TV?	Not really. I could take it or leave it.	Really. I could take it or leave it.	Not me. I have to have my TV and watch whatever comes on.	-87.17204880714417	-102.89179992675781	-63.84155631065369	-66.19624781608582	-215.5365425348282	-233.582164645195	True
8404	not	Have you run into your cousin Jimmy lately?__eou__As a matter of fact, I have. I ran into him just the other day.__eou__How's he doing?	Not too well. He had to have four teeth pulled last week.	Too well. He had to have four teeth pulled last week.	He did? That's too bad!	-106.22158241271973	-113.38462829589844	-28.90772819519043	-28.359907507896423	-308.341917514801	-314.92929351329803	True
8415	not	Hey, David. Where did you get the sofa? It's so beautiful. Look at the color, I really love this yellow, so bright! It must be very expensive.	Not really. To be honest, it's very cheap. I only spent $ 100.	Really. To be honest, it's very cheap. I only spent $ 100.	Are you kidding? $ 100 for this big leather sofa?	-121.21572399139404	-124.14435386657715	-50.56989097595215	-50.00362503528595	-347.70858335494995	-350.0261484384537	True
8423	not	Well, what a nice day!__eou__Yeah, the air is really fresh.	But it was not at all so fine yesterday.	But it was at all so fine yesterday.	Because it rained last night.	-91.13493347167969	-94.73945617675781	-24.73395848274231	-21.124138712882996	-263.05224573612213	-263.04694867134094	True
8432	not	Well, my particular interest is collecting stamps, especially the rare ones. What about you?	I’m afraid that’s not my cup of tea. I just find skin-diving attracting.	I’m afraid that’s my cup of tea. I just find skin-diving attracting.	So have you ever been to the stamp display of the town?	-138.24332106113434	-148.3560049533844	-72.97771310806274	-73.37617719173431	-318.7577188014984	-329.25775241851807	True
8437	not	I’ll sing you a song.__eou__Yes, sing a song. But don’t sing a sad song.__eou__Most of my songs are sad, sorry.	Well, please sing one that’s not sad.	Well, please sing one that’s sad.	OK, I’ll sing San Francisco then.	-75.79591345787048	-88.10247337818146	-61.786256194114685	-54.75134611129761	-342.54110074043274	-347.86516892910004	True
8456	not	Hi, Mel, would you like to come and have a cup of coffee this afternoon?__eou__I’d love to, but you know I’Ve got another appointment. I’m really sorry.__eou__I see. Then what about tomorrow, at Starbucks?	I’m afraid not, George. You gotta know something, I’m not available any more. but I know Becky has a crush on ya.	I’m afraid, George. You gotta know something, I’m available any more. but I know Becky has a crush on ya.	Are you kidding me? Becky? She’s a real bitch.	-169.5871229171753	-188.26381301879883	-59.469300389289856	-59.524293065071106	-480.9143319129944	-499.6846857070923	True
8463	not	Well, you know what, don’t do it, ‘ cause the minute you do, they lose all respect for you.	Well, it’s not like that. We just e-mail, it’s really nothing. On top of which I am definitely thinking about stopping because it’s getting ...	Well, it’s like that. We just e-mail, it’s really nothing. On top of which I am definitely thinking about stopping because it’s getting ...	Out of hand.	-189.88568949699402	-196.63798546791077	-11.142428159713745	-9.9261155128479	-332.1248618364334	-337.6608451604843	True
8483	not	You're late.__eou__I know I'm late. I'm sorry. I tried to call you to tell you, but your phone seems to be disconnected.__eou__My phone?	Yes. An automatic message says your phone is not in service.	Yes. An automatic message says your phone is in service.	Really? I had no idea. Let me check.Yes, it's dead. There's no dial tone.	-89.20762634277344	-103.68017578125	-84.88900697231293	-81.1055920124054	-365.2659353017807	-375.8719551563263	True
8496	not	what did you do over the weekend?__eou__I went a global warming rally in London. It was fantastic to be around so many people who care about the environment.__eou__do you think there's anything we can do to reverse the damage that's been done already?	It might not be possible to fix the problems that we've created for ourselves, but there are lots of things we can do to prevent more damages from happening.	It might be possible to fix the problems that we've created for ourselves, but there are lots of things we can do to prevent more damages from happening.	like what?	-128.76862835884094	-132.79586005210876	-21.12048351764679	-18.31494152545929	-400.20457458496094	-401.42626428604126	True
8501	not	I would love to be famous and have thousands of adoring fans.	Really? I’m not sure that I would like all the attention. There have been numerous cases of paparazzi interfering with star’s private live in recent years.	Really? I’m sure that I would like all the attention. There have been numerous cases of paparazzi interfering with star’s private live in recent years.	I love being photographed! If I were famous, I’d do interviews for all the top magazines, like cosmo and elle.	-177.61063063144684	-190.92769837379456	-105.53752744197845	-106.56618762016296	-365.3487660884857	-379.7354850769043	True
8520	not	Those are the headlines for today, and now for the international weather report with Mike Sanderson.	Thank you, Bob! This past week has been the beginning of Armageddon for many, a series of unprecedented meteorological events occurred around the world. In Switzerland, a major avalanche was reported in the Alps. Fortunately, no one was injured. Due to to the extreme cold this winter, a blizzard has struck the US Midwest, causing classes in schools and universities to be temporarily canceled. Moving to to Latin American, Ecuador has suffered a six month drought that has not only affected farming, but has also forced the closure of the hydroelectric power plant that provides electricity for the entire country. In Chile, a major earthquake that registered seven point five on the Richter scale struck the southern region. Losses are reported to be in the billions. Authorities have not yet released an official statement.	Thank you, Bob! This past week has been the beginning of Armageddon for many, a series of unprecedented meteorological events occurred around the world. In Switzerland, a major avalanche was reported in the Alps. Fortunately, no one was injured. Due to to the extreme cold this winter, a blizzard has struck the US Midwest, causing classes in schools and universities to be temporarily canceled. Moving to to Latin American, Ecuador has suffered a six month drought that has only affected farming, but has also forced the closure of the hydroelectric power plant that provides electricity for the entire country. In Chile, a major earthquake that registered seven point five on the Richter scale struck the southern region. Losses are reported to be in the billions. Authorities have yet released an official statement.	Not a great week for the world! Any good news?	-501.9162405729294	-523.6291576623917	-50.13028907775879	-49.577637672424316	-680.6506589651108	-701.8109246492386	True
8526	not	Hey. Why did you take that money? You are such a cheater! I should send you to jail!	I am not cheating. When you pass go, you collect $ 200, Everyone knows that!	I am cheating. When you pass go, you collect $ 200, Everyone knows that!	Well you can’t just take the money. You have to ask the bank for money. And I’m the banker.	-130.10066604614258	-142.8033790588379	-78.36854588985443	-84.14573359489441	-341.1415880918503	-359.67884862422943	True
8535	not	Hi. What's up?__eou__Nothing much. What's new with you?	Not too much. I've been pretty busy.	Too much. I've been pretty busy.	Me too. Seems like all I do is eat and sleep.	-73.20448315143585	-79.51117527484894	-57.25624680519104	-57.52170395851135	-255.21104550361633	-261.7585709095001	True
8540	not	Hey there, you look a little lost. Are you new here?__eou__Yeah how’d you know?__eou__You can always spot the newbies. I can give you a few pointers if you want. Were you trying to use this machine here?	Yeah! I just started my training today and I’m not really sure where to begin.	Yeah! I just started my training today and I’m really sure where to begin.	It’s ok, I know how it is. This machine here will work out your upper body, mainly your triceps and biceps. Are you looking to develop strength or muscle tone and definition?	-89.98955535888672	-105.68707275390625	-128.94410753250122	-129.29471337795258	-490.9210196733475	-506.95744705200195	True
8554	not	Hey, you’re early! Where’s everyone?	Well ... I told them not to come. I made a reservation just for the two of us. I thought we could have an quiet evening all to ourselves.	Well ... I told them to come. I made a reservation just for the two of us. I thought we could have an quiet evening all to ourselves.	Oh ... why?	-149.37525165081024	-149.84677016735077	-32.60742676258087	-30.207767844200134	-274.826483130455	-272.8691439628601	True
8558	not	I am kind of nervous.__eou__Nervous? Why?	I don't know. I never went to a church before. I was not raised as a Christian, so I don't know what to do.	I don't know. I never went to a church before. I was raised as a Christian, so I don't know what to do.	Don't worry. You don't have to do anything.All you have to do is listen. You will enjoy it.	-126.32158744335175	-133.34063982963562	-72.35813415050507	-73.48422408103943	-314.906002163887	-323.03801691532135	True
8561	not	So it looks like we start selling in the U. S. next year.__eou__Did Mr. Lin put you in charge of marketing?	He's still not sure whether he wants to put me in charge, or whether he wants to hire an American.But even if he hires an American, I'll probably be transferred to our American office.	He's still sure whether he wants to put me in charge, or whether he wants to hire an American.But even if he hires an American, I'll probably be transferred to our American office.	Where will it be?	-159.6112356185913	-166.0451602935791	-29.166616439819336	-28.902716994285583	-378.2159848213196	-384.42309844493866	True
8565	not	Did you read this? It says that the number one new years resolution make is to spend more time with friends and family.__eou__Why would that be funny?	Well, think about it. We are a society that is always on the go, not because we have to, but because we want to.	Well, think about it. We are a society that is always on the go, because we have to, but because we want to.	Why?	-116.0987389087677	-127.00240874290466	-22.308449149131775	-23.646617650985718	-317.06238877773285	-329.2247391939163	True
8566	not	Man, I’m freaking out! You gotta help me!__eou__Whoa, whoa, take it easy, relax. Geez, you’re sweating like a pig! What’s going on?	I can’t go through with this! I just can’t! I’m not ready for marriage! What was I thinking? I’m only thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	I can’t go through with this! I just can’t! I’m ready for marriage! What was I thinking? I’m only thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	What are you talking about? It wasn’t more than a month ago that you were rambling on about how you are tired of living the life of a bachelor and how you envy your friends that have a family!	-198.22397434711456	-209.303276181221	-148.571031332016	-144.5698198080063	-537.2002509832382	-544.2777519226074	True
8574	not	What’s the Mountaineering Club doing this weekend?__eou__We are going to climb a cliff on the Colorado River.__eou__How hard is the climb?	It is a very difficult climb because there are not many places to put your hands and feet.	It is a very difficult climb because there are many places to put your hands and feet.	What did you do last week?	-73.42294311523438	-77.75221252441406	-33.54572284221649	-32.29306149482727	-323.0222702026367	-326.095658659935	True
8580	not	Thank god you showed up when you did! He’s insane! Do you think we should call the police?__eou__Don’t worry about it, I’ll call my friend and have him take care of it. I can’t believe he was stalking you all these years. What a nut job!	I know! Well ... he said I’m not pregnant. I’m sorry if I got you all worked up over nothing. I want you to know that I didn’t do it on purpose ...	I know! Well ... he said I’m pregnant. I’m sorry if I got you all worked up over nothing. I want you to know that I didn’t do it on purpose ...	Don’t apologize! From the moment I met you, not a day has gone by when I haven’t thought of you.And now that I’m with you again, I’m ... I’m just scared, Veronica. The closer I get to you, the worse it gets. The thought of not being with you, I mean, I just can’t handle it! We were made for each other, Veronica. You are my everything, my soul mate. What can I do?	-174.1320127248764	-174.9135798215866	-234.5134402513504	-237.94817864894867	-656.2148180007935	-660.5166383981705	True
8582	not	We’Ve been over this a thousand times. The data is irrefutable! Look, we’Ve done extensive research, built studies, and read the literature, and there is conclusive evidence to support my theory!	Horowitz, I beg to differ. Even in your most recent study, the investigative approach was flawed! You know as well as I do that the collection of data was not systematic, and there is a large margin of error. To draw a definitive conclusion based on that data would be misleading	Horowitz, I beg to differ. Even in your most recent study, the investigative approach was flawed! You know as well as I do that the collection of data was systematic, and there is a large margin of error. To draw a definitive conclusion based on that data would be misleading	That is preposterous!	-229.61580228805542	-228.0771198272705	-32.97174632549286	-33.535616993904114	-456.5069179534912	-455.59124863147736	True
8595	not	This place serves good breakfasts, don't you think?	Yes. But I'm not used to eating American-style breakfast.	Yes. But I'm used to eating American-style breakfast.	What are you planning to do today?	-98.84493815898895	-99.13661563396454	-26.36331582069397	-23.041796684265137	-213.63709032535553	-210.60724866390228	True
8622	not	It’s so relaxing, taking a walk in the country. The air is so fresh and clean.	Would you like to live in the country? I’m not sure I’d like it.	Would you like to live in the country? I’m sure I’d like it.	I can see a lot of advantage and disadvantage. The problem is that, for me, each advantage has its own disadvantage.	-95.7202900648117	-103.56553542613983	-95.03704190254211	-104.58882176876068	-295.18753027915955	-312.5635803937912	True
8624	not	What’s your city like?__eou__It’s quite an interesting place to live. The best thing to do in my city is go shopping. There are several indoor and outdoor markets, department stores and shopping malls.__eou__Is the traffic bad in the city centre?	Not really. Cars are not permitted in several parts of city centre, especially in the main shopping areas. The public transport system is pretty good.	Really. Cars are permitted in several parts of city centre, especially in the main shopping areas. The public transport system is pretty good.	What about restaurants and entertainment?	-126.8371912240982	-130.59621810913086	-36.38533806800842	-31.655716061592102	-430.82356584072113	-429.9343967437744	True
8625	not	Is your city a historical place?	Not rally. 200 years ago, it was just a small insignificant village.	Rally. 200 years ago, it was just a small insignificant village.	How did it grow into such a large place?	-126.6778439283371	-131.77753722667694	-46.45741510391235	-39.145968437194824	-248.8885428905487	-246.74230313301086	True
8627	not	I haven't met you at the gym for a long time.__eou__yeah, I quit my job, and started working from home. Recently I've got a project to deal with and don't have much time to work out.__eou__why? You have a decent salary, lots of promotion opportunities and a regular life of going to the office at 9 o' clock and coming back home at 5 in the evening.	It's not about pay raise or promotion. You know, I hate getting up early in the morning and coming back home late at night.	It's about pay raise or promotion. You know, I hate getting up early in the morning and coming back home late at night.	then SOHO is your ideal work style.	-121.51369428634644	-121.42696118354797	-57.058109283447266	-55.7077659368515	-561.5499120950699	-560.1059503555298	True
8655	not	Hi Paul. How are you, friend.	Not good. My cousin is driving me up the wall.	Good. My cousin is driving me up the wall.	How so?	-92.5070858001709	-97.76656913757324	-30.58778941631317	-22.6805282831192	-212.56149995326996	-209.84748089313507	True
8657	not	You look like a basket case.	I'm not surprised.	I'm surprised.	What's the problem?	-69.35857963562012	-71.05511283874512	-18.581401228904724	-23.401358127593994	-160.59151351451874	-167.1299705505371	True
8661	not	what's wrong, Jerry? You look so upset.__eou__to be honest, I was just dumped.__eou__oh, I'm sorry to hear that. You can go on a holiday to cheer you up.	No, thanks. I'm not in the mood for traveling.	No, thanks. I'm in the mood for traveling.	come on. A trip will do you good. Are you doing anything this weekend?	-57.49675989151001	-81.68368911743164	-63.435479044914246	-58.197601318359375	-367.5086170434952	-386.42677569389343	True
8664	not	hey, Mary, what's up?	Not much. Last night I met this great guy at the bar and we had such a wonderful time that we decided to meet again tonight.	Much. Last night I met this great guy at the bar and we had such a wonderful time that we decided to meet again tonight.	oh, that's exciting. What's this guy like? Is he hot?	-127.73053336143494	-133.77151322364807	-52.31772720813751	-52.59916961193085	-260.0764136314392	-266.483317732811	True
8672	not	what are you looking for?__eou__I want to buy a new camcorder for my trip this summer.__eou__do you know what camcorder options are available?	Not really. I thought I'd just have a look today.	Really. I thought I'd just have a look today.	would you like to look at the new digital camcorders that have just come in?	-80.93998217582703	-94.09562695026398	-61.42641055583954	-61.34386360645294	-351.50035750865936	-364.5910893678665	True
8673	not	what's up?	Not much. I'm just trying to hook up to the internet. I'm having a few problems though.	Much. I'm just trying to hook up to the internet. I'm having a few problems though.	what's wrong?	-107.34099054336548	-119.24666357040405	-32.730348229408264	-31.600342869758606	-200.32781183719635	-211.10347950458527	True
8676	not	do you like playing games?	I like playing computer games, but I'm not really into board games.	I like playing computer games, but I'm really into board games.	how about individual games like the Rubik's cube or solitaire?	-92.15495347976685	-120.32844483852386	-68.55421853065491	-67.55791974067688	-227.12385439872742	-254.3123562335968	True
8677	not	how did your interview go?	Pretty well. I don't know if I'll get the promotion or not, but I feel good about it.	Pretty well. I don't know if I'll get the promotion or, but I feel good about it.	if you get the promotion, what will your new title be?	-118.01521980762482	-132.4724999666214	-49.3503737449646	-49.762986183166504	-241.80108428001404	-256.7427589893341	True
8679	not	do you mind if I sit here?	No, of course not. Go ahead.	No, of course. Go ahead.	don't I know you?	-67.29110443592072	-79.29004991054535	-28.932581901550293	-28.622484922409058	-171.8650130033493	-183.58732879161835	True
8688	not	if you can choose, will you marry a foreigner or a Chinese?__eou__why? Did tom pop the question?	Not yet. But I wonder if I can get my parents’consent.	Yet. But I wonder if I can get my parents’consent.	let me guess, your parents want you to marry a Chinese man, right?	-103.28105926513672	-107.11936950683594	-51.49840950965881	-51.26887238025665	-349.3420321941376	-352.85593378543854	True
8698	not	our company is going to do some cutbacks soon.__eou__really? Where did you hear that?__eou__I met with the supervisor just this morning. I don't know, but I am a little worried. Who do you think will get sacked?	I'm not sure ... well, first, it couldn't be George. He is such a kiss-ass. He'd wash the boss's dog if he asked.	I'm sure ... well, first, it couldn't be George. He is such a kiss-ass. He'd wash the boss's dog if he asked.	no, it's not going to be George. I don't think it's Andy either. He is involved with the boss's sister in-law. And you know how whipped our boss is.	-175.2594177722931	-179.3266146183014	-128.38411378860474	-126.98636496067047	-567.9022549390793	-570.6547251939774	True
8699	not	The band is pretty good. How do you like the music?__eou__it's very nice. I haven't heard live music in a while. This is fun.__eou__well, then, may I invite you for the next dance?	Of course. But I'm afraid I'm not much of a dancer ...	Of course. But I'm afraid I'm much of a dancer ...	don't worry. I'm not much of a dancer myself.	-95.31504321098328	-105.28872680664062	-27.355851769447327	-27.742881298065186	-406.562287569046	-416.9271399974823	True
8702	not	what's your opinion about childless couples? Will you choose to have no kids?__eou__to be honest, I wouldn't.__eou__why? Do you have to make a choice now?	Not really. But it has puzzled me for a long time.	Really. But it has puzzled me for a long time.	what's the puzzle?	-89.82180655002594	-93.86922895908356	-26.239271998405457	-26.41457712650299	-367.1689176559448	-371.3499391078949	True
8710	not	what's your apartment like?__eou__it's furnished two bedroom flat in a three-story building on campus.__eou__what is it like living in on-campus housing?	It's not as bad as I thought it would be. The freshmen that live nearby are really loud, especially on the weekends. But, the rent is much cheaper than private housing, so it's worth it.	It's as bad as I thought it would be. The freshmen that live nearby are really loud, especially on the weekends. But, the rent is much cheaper than private housing, so it's worth it.	did you have to pay a deposit?	-117.29323387145996	-138.35053539276123	-35.33917260169983	-37.836182713508606	-393.23596727848053	-416.7765945196152	True
8711	not	you haven't spent much time with Sophia lately. Are you speaking to each other at the moment?	No, we're not. We've been drifting apart for a while.	No, we're. We've been drifting apart for a while.	but you two used to do everything together. I thought you really enjoyed each other's company.	-75.21680855751038	-96.49577903747559	-68.83078074455261	-67.98011064529419	-268.10826337337494	-288.51768934726715	True
8719	not	you don't look too well. Maybe you should take the day off from work.__eou__I couldn't do that. I have an important meeting to go to today.__eou__do you feel ok?	Not really. After a 12 - hour flight, I've got jetlag, and on top of that, I think I've also got the flu.	Really. After a 12 - hour flight, I've got jetlag, and on top of that, I think I've also got the flu.	why don't you call your secretary and tell her to reschedule the meeting? You should really get some seat or you'll end up feeling even worse than you do now.	-124.10624146461487	-142.07226479053497	-109.37011110782623	-109.71226465702057	-455.470138669014	-473.85908126831055	True
8730	not	Can you play baseball with me today?__eou__No, I can't. I'm sorry. I have to help my mother. We're going to move tomorrow.__eou__Where's the new house? Is it far from here?	No, it's not far. It's near our old house.	No, it's far. It's near our old house.	Can I help you pack?	-66.46132683753967	-86.4658432006836	-23.31564497947693	-20.980225205421448	-350.35846400260925	-368.1619418859482	True
8741	not	What did you think of the movie?	I didn't like it. Not a bit. I couldn't stand the music. Besides the story was so boring that it put me to sleep.	I didn't like it. A bit. I couldn't stand the music. Besides the story was so boring that it put me to sleep.	I noticed that, it was not exciting as I expected, but the music was great. I'm always found Jazz. And that movie had a lot of Jazz.	-148.55328822135925	-155.95746231079102	-139.05475056171417	-137.74930202960968	-340.63210237026215	-346.73497903347015	True
8749	not	Which of the two do you think is better? I mean, what's the difference between them?	Well ... this one costs more, but it has a much better sound.This part of it is made of wood, not plastic. And there's a tone control, too.	Well ... this one costs more, but it has a much better sound.This part of it is made of wood, plastic. And there's a tone control, too.	I only want it for the kitchen. I like to listen to the news at breakfast time.	-190.80358290672302	-207.49329662322998	-81.71906185150146	-80.91734826564789	-359.72659718990326	-375.6026027202606	True
8751	not	Hi, Fanny.__eou__Hi, Andy.__eou__Are you feeling OK? You sound a little tired this morning.	I did not sleep much last night. I really feel bad. It was a crazy night.	I did sleep much last night. I really feel bad. It was a crazy night.	What happened?	-102.44394099712372	-102.9412157535553	-14.440922856330872	-11.286439299583435	-321.73499751091003	-319.164873957634	True
8752	not	I don't know why people are just mad about David Peckham. Is there really anything so fascinating with him?__eou__He appeals to the fans thanks to two things__eou__you mean he plays well? Yeah, he often scores by free kicks in crucial games. But a football match is by no means merely a show of taking free kicks.	Certainly not. What really counts is to play as a team, passing the ball amongst each other, dodging defenders. Free kicks are a result of all the teammates' collective efforts. However, a few free k	Certainly. What really counts is to play as a team, passing the ball amongst each other, dodging defenders. Free kicks are a result of all the teammates' collective efforts. However, a few free k	In the case, maybe facial charm should be his leading card. After all, the majority of his fans are girls.	-193.00337290763855	-193.65407538414001	-102.9058426618576	-102.28973925113678	-704.6386818885803	-704.648731470108	True
8757	not	hey, Jimmy, you've been sitting in front of the TV all day. Anything interesting on TV?	Not really. Quite boring right now, actually. Mostly infomercials and public service announcements.	Really. Quite boring right now, actually. Mostly infomercials and public service announcements.	why don't you turn off the TV and get outside? You need to get some fresh air.	-127.59964752197266	-131.74698448181152	-46.78950381278992	-45.67093122005463	-297.53762090206146	-300.55200147628784	True
8759	not	I heard that ben is forming his own band.__eou__it will be a rock and roll band probably. He’s a very good guitarist.__eou__can you play a musical instrument? If you can, he might ask you to join the band.	I can play drums, but I haven’t played for a while. I’m not sure I’d be good enough to play in a band.	I can play drums, but I haven’t played for a while. I’m sure I’d be good enough to play in a band.	I wish I could play a musical instrument. I love music.	-80.54520201683044	-95.43345713615417	-34.87773084640503	-35.265899419784546	-392.0339387655258	-407.3036605119705	True
8763	not	are you good at making decisions?	Not really. Sometimes, I even let other people make key decision for me.	Really. Sometimes, I even let other people make key decision for me.	what kinds of decisions do you leave to other people?	-124.13068962097168	-128.3624529838562	-43.22560715675354	-38.23546922206879	-238.48121666908264	-237.7011340856552	True
8764	not	I find it really hard to express myself in class. I have lots of ideas, but they never seem to come out of my mouth.__eou__let me give you a little advice. You know what the topics are going to be, so prepares what you would like to say in advance.__eou__I often do, but I’m worried about the responses from other people.	You have to be realistic. Not everyone is going to agree with you, but people will respect your opinion and they will respect the fact that you have contributed something to the discussion.	You have to be realistic. Everyone is going to agree with you, but people will respect your opinion and they will respect the fact that you have contributed something to the discussion.	I’m worried that what I say will not make sense.	-120.69494426250458	-135.77180314064026	-43.855353355407715	-42.0624144077301	-490.5661517381668	-503.7543431520462	True
8773	not	I went shopping without my umbrella yesterday morning.__eou__Yesterday morning was beautiful i thought the sunning was going to continue.__eou__So did i. that's why i didn't take my umbrella. i got cold in the rain in the afternoon.it was raining cats and dogs.	I know. i could not believe it when i got hit by that storm.it was pouring with rain all afternoon.	I know. i could believe it when i got hit by that storm.it was pouring with rain all afternoon.	We really have some miserable weather sometime. i wish i would live somewhere which were sunning all year round.	-122.9991455078125	-126.2343521118164	-102.35708749294281	-101.8377240896225	-544.3631919622421	-547.0481132268906	True
