id	Context	WWord	WoWord	WPrompt	WPreaddEnc	WBaseline	WoPrompt	WPreaddDisc	WoBaseline
10119	Hello. I'm leaving. Here is my key.	Just one second, sir, and I'll give you your receipt. Here you go.	one second, sir, and I'll give you your receipt. Here you go.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hello. I'm leaving. Here is my key.
Speaker 2: Just one second, sir, and I'll give you your receipt. Here you go.
Speaker 1:"	" Thank you. Have a nice day.
Speaker 2: You too.://>://>://>://>://>://>://>://>://>://>://> //> //> //"	" Thank you. Have a good day.
Speaker 2: You too. Have a good day.
Speaker 1: Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hello. I'm leaving. Here is my key.
Speaker 2: one second, sir, and I'll give you your receipt. Here you go.
Speaker 1:"	" one second, sir, and I'll give you your receipt. Here you go.
Speaker 2: one second, sir, and I'll give you your receipt. Here you go.
Speaker 1: one second, sir, and I'll give you your receipt. Here you go.
Speaker 2: one"	" Thank you. Have a good day.
Speaker 2: You too. Bye.
Speaker 1: Bye.
Speaker 2: Bye.
Speaker 1: Bye.
Speaker 2: Bye.
Speaker 1: Bye.
Speaker 2: Bye.
Speaker 1: Bye.
Speaker 2: Bye"
10127	Why am I being charged $ 10 for a movie that I never ordered?__eou__Sir, according to your file, you spent Monday evening watching' Titanic.'__eou__Well, the file is wrong. I was at a great concert that night.	Well, this wouldn't be the first time that a file was wrong. Just a moment, please.	Well, this wouldn't be the first time that a file was wrong. a moment, please.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Why am I being charged $ 10 for a movie that I never ordered?
Speaker 2: Sir, according to your file, you spent Monday evening watching' Titanic.'
Speaker 1: Well, the file is wrong. I was at a great concert that night.
Speaker 2: Well, this wouldn't be the first time that a file was wrong. Just a moment, please.
Speaker 1:"	" I'm not paying for a movie that I didn't watch.
Speaker 2: Sir, I'm sorry, but the file is correct. You did watch the movie.
Speaker 1: I'm not paying for it. I want to speak to a manager.
Speaker 2: I'm sorry, sir,"	" I'm not going to pay for a movie that I didn't watch.
Speaker 2: Sir, I'm sorry, but you will have to pay for the movie. It's in your file.
Speaker 1: I'm not paying for a movie that I didn't watch.
Speaker 2: Sir,"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Why am I being charged $ 10 for a movie that I never ordered?
Speaker 2: Sir, according to your file, you spent Monday evening watching' Titanic.'
Speaker 1: Well, the file is wrong. I was at a great concert that night.
Speaker 2: Well, this wouldn't be the first time that a file was wrong. a moment, please.
Speaker 1:"	" a moment, please.
Speaker 2: a moment, please.
Speaker 1: a moment, please.
Speaker 2: a moment, please.
Speaker 1: a moment, please.
Speaker 2: a moment, please.
Speaker 1: a moment, please.
Speaker 2: a"	" I'm not going to pay for something I didn't do.
Speaker 2: Sir, I'm sorry, but you will have to pay for the movie. It's the law.
Speaker 1: I'm not paying for something I didn't do.
Speaker 2: Sir, I'm sorry, but"
10130	I should tell you that I'm checking out in about 30 minutes.__eou__I'm ready when you are, sir.__eou__Very good! Now, it's still morning here in New York.	You are so right, sir. The clock just struck nine.	You are so right, sir. The clock struck nine.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I should tell you that I'm checking out in about 30 minutes.
Speaker 2: I'm ready when you are, sir.
Speaker 1: Very good! Now, it's still morning here in New York.
Speaker 2: You are so right, sir. The clock just struck nine.
Speaker 1:"	" I'm glad you agree. I'll be back in touch soon.
Speaker 2: I look forward to it, sir. Have a great day!
Speaker 1: Thank you, sir. You too!
://www.englishclub.com/learn-english/grammar/wh-questions.htm
"	" I'm glad you agree. I'll be back in touch soon.
Speaker 2: I look forward to it, sir. Have a great day!
Speaker 1: Thank you, sir. You too!
"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I should tell you that I'm checking out in about 30 minutes.
Speaker 2: I'm ready when you are, sir.
Speaker 1: Very good! Now, it's still morning here in New York.
Speaker 2: You are so right, sir. The clock struck nine.
Speaker 1:"	" I'm going to be in the office for a while.
Speaker 2: I'm sure you will be, sir.
Speaker 1: I'm going to be in the office for a while.
Speaker 2: I'm sure you will be, sir.
Speaker 1: I'm going to be in"	" I'm glad you agree. I'll be back in touch soon.
Speaker 2: I look forward to it, sir. Have a good day.
Speaker 1: You too. Bye.
Speaker 2: Bye."
10131	Do you know that I'm checking out in about 30 minutes?	Just say the word, sir.	say the word, sir.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Do you know that I'm checking out in about 30 minutes?
Speaker 2: Just say the word, sir.
Speaker 1:"	" I'm going to need a receipt.
Speaker 2: Of course, sir. I'll print one out for you.
Speaker 1: I'm going to need a receipt.
Speaker 2: Of course, sir. I'll print one out for you.
Speaker 1: I'm going to need a"	" I'm going to need a receipt.
Speaker 2: Of course, sir. I'll print one out for you.
Speaker 1: Thank you.
Speaker 2: You're welcome, sir. Have a great day.
Speaker 1: You too.
Speaker 2: Bye.
Speaker 1:"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Do you know that I'm checking out in about 30 minutes?
Speaker 2: say the word, sir.
Speaker 1:"	" say the word, ma'am.
Speaker 2: say the word, sir.
Speaker 1: say the word, ma'am.
Speaker 2: say the charge amount.
Speaker 1: $1,000.
Speaker 2: say the word, sir.
Speaker 1: say the word,"	" I'm going to be late for my meeting.
Speaker 2: I'll be there in 30 minutes.
Speaker 1: I'm going to be late for my meeting.
Speaker 2: I'll be there in 30 minutes.
Speaker 1: I'm going to be late for my meeting.
"
10134	I need to get a taxi.__eou__We have a variety of transportation services. Would you prefer a private vehicle to a taxi?	No, that won't be necessary. I just need a taxi.	No, that won't be necessary. I need a taxi.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I need to get a taxi.
Speaker 2: We have a variety of transportation services. Would you prefer a private vehicle to a taxi?
Speaker 2: No, that won't be necessary. I just need a taxi.
Speaker 1:"	" I just need a taxi.
Speaker 2: I just need a taxi.
Speaker 1: I just need a taxi.
Speaker 2: I just need a taxi.
Speaker 1: I just need a taxi.
Speaker 2: I just need a taxi.
Speaker 1: I just need a"	" I need to get a taxi.
Speaker 2: We have a variety of transportation services. Would you prefer a private vehicle to a taxi?
Speaker 2: No, that won't be necessary. I just need a taxi.
Speaker 1: I need to get a taxi.
Speaker 2: We have"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I need to get a taxi.
Speaker 2: We have a variety of transportation services. Would you prefer a private vehicle to a taxi?
Speaker 2: No, that won't be necessary. I need a taxi.
Speaker 1:"	" I need a taxi.
Speaker 2: We have a variety of transportation services. Would you prefer a private vehicle to a taxi?
Speaker 2: No, that won't be necessary. I need a taxi.
Speaker 1: I need a taxi.
Speaker 2: We have a variety of transportation services"	" I need to get a taxi.
Speaker 2: We have a variety of transportation services. Would you prefer a private vehicle to a taxi?
Speaker 2: No, that won't be necessary. I need a taxi.
Speaker 1: I need to get a taxi.
Speaker 2: We have a"
10135	I need a taxi, please.__eou__We have various transportation services. Would you prefer a private vehicle?	No, thanks. A taxi is just fine.	No, thanks. A taxi is fine.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I need a taxi, please.
Speaker 2: We have various transportation services. Would you prefer a private vehicle?
Speaker 2: No, thanks. A taxi is just fine.
Speaker 1:"	" I'm sorry, I didn't catch that. Could you repeat it?
Speaker 2: I said, ""No, thanks. A taxi is just fine.""
Speaker 1: I'm sorry, I didn't catch that. Could you repeat it?
Speaker 2: I said, ""No, thanks."	" I'm sorry, I didn't catch that. Could you repeat it?
Speaker 2: I said, ""No, thanks. A taxi is just fine.""
Speaker 1: I'm sorry, I didn't catch that. Could you repeat it?
Speaker 2: I said, ""No, thanks."	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I need a taxi, please.
Speaker 2: We have various transportation services. Would you prefer a private vehicle?
Speaker 2: No, thanks. A taxi is fine.
Speaker 1:"	" Great. I'll be waiting outside.
Speaker 2: Okay. I'll send you a confirmation email with the details.
Speaker 1: Thank you. I'll be waiting outside.
Speaker 2: No problem. Have a great day!
Speaker 1: You too. Bye!
Speaker 2: Bye"	" Great. I'll be waiting outside.
Speaker 2: I'll send a taxi to your location.
Speaker 1: Thank you. I'll be waiting outside.
Speaker 2: You're welcome. Have a nice day.
Speaker 1: Thank you. I'll be waiting outside.
Speaker 2:"
10137	Can you get me a taxi?__eou__We offer various types of transportation. Perhaps you'd like to upgrade to a private vehicle?	Thanks, but no thanks. A taxi will do just fine.	Thanks, but no thanks. A taxi will do fine.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Can you get me a taxi?
Speaker 2: We offer various types of transportation. Perhaps you'd like to upgrade to a private vehicle?
Speaker 2: Thanks, but no thanks. A taxi will do just fine.
Speaker 1:"	" I'm sorry, but I'm not sure I understand. Can you please clarify?
Speaker 2: I'm not sure I understand. Can you please clarify?
Speaker 1: I'm sorry, but I'm not sure I understand. Can you please clarify?
Speaker 2: I'm sorry, but I"	" I'm sorry, but I'm not sure I understand. Can you please clarify?
Speaker 2: I'm not sure I understand. Can you please clarify?
Speaker 1: I'm sorry, but I'm not sure I understand. Can you please clarify?
Speaker 2: I'm sorry, but I"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Can you get me a taxi?
Speaker 2: We offer various types of transportation. Perhaps you'd like to upgrade to a private vehicle?
Speaker 2: Thanks, but no thanks. A taxi will do fine.
Speaker 1:"	" I'm sorry, but I don't have any cash on me. Can you take a credit card?
Speaker 2: Sure, we accept all major credit cards.
Speaker 1: Great, I'll take a taxi to the airport.
Speaker 2: No problem. We'll have a taxi waiting for you"	" I'm sorry, but I'm not sure I understand. Can you please repeat that?
Speaker 2: I'm sorry, but I'm not sure I understand. Can you please repeat that?
Speaker 1: I'm sorry, but I'm not sure I understand. Can you please repeat that?
Speaker "
10145	Can I see your ticket please?__eou__Here you are.__eou__Ok, Mr. Smith. Do you have any bags to check?	Just this one.	this one.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Can I see your ticket please?
Speaker 2: Here you are.
Speaker 1: Ok, Mr. Smith. Do you have any bags to check?
Speaker 2: Just this one.
Speaker 1:"	" Great. I'll take it from here. Have a nice flight.
Speaker 2: Thank you. You too.
Speaker 1: Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to "	" Ok, thank you. Have a nice flight.
Speaker 2: Thank you.
Speaker 1: You're welcome.
Speaker 2: Bye.
Speaker 1: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Can I see your ticket please?
Speaker 2: Here you are.
Speaker 1: Ok, Mr. Smith. Do you have any bags to check?
Speaker 2: this one.
Speaker 1:"	" what about this one?
Speaker 2: yes.
Speaker 1: and this one?
Speaker 2: no.
Speaker 1: ok, thank you. Have a nice flight.
Speaker 2: thank you.
Speaker 1: you're welcome.
Speaker 2: bye.
Speaker 1:"	" Ok, thank you. Have a nice flight.
Speaker 2: Thank you.
Speaker 1: You're welcome.
Speaker 2: Bye.
Speaker 1: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to"
10155	Hello. Excuse me. Do you know if there's a Commercial Bank around here?__eou__Yes, go straight along Beijing Road and turn right.__eou__Straight on, and turn right. Is it far?	No, it's just a couple of minutes.	No, it's a couple of minutes.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hello. Excuse me. Do you know if there's a Commercial Bank around here?
Speaker 2: Yes, go straight along Beijing Road and turn right.
Speaker 1: Straight on, and turn right. Is it far?
Speaker 2: No, it's just a couple of minutes.
Speaker 1:"	" Just a couple of minutes. Thank you very much.
Speaker 2: You're welcome. Have a nice day.
Speaker 1: Thank you. Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your"	" Thank you very much. I'll be back soon.
Speaker 2: You're welcome. Have a nice day.
Speaker 1: Thank you. Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hello. Excuse me. Do you know if there's a Commercial Bank around here?
Speaker 2: Yes, go straight along Beijing Road and turn right.
Speaker 1: Straight on, and turn right. Is it far?
Speaker 2: No, it's a couple of minutes.
Speaker 1:"	" A couple of minutes. Thank you very much.
Speaker 2: You're welcome.
Speaker 1: Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond"	" A couple of minutes. Thank you very much.
Speaker 2: You're welcome.
Speaker 1: Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond"
10172	Hello, is this housekeeper?__eou__Yes ma'am, may I help you?	This is room eleven-seven and we have just checked in.	This is room eleven-seven and we have checked in.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hello, is this housekeeper?
Speaker 2: Yes ma'am, may I help you?
Speaker 2: This is room eleven-seven and we have just checked in.
Speaker 1:"	" I'm sorry, I'm not sure what you mean. Can you please repeat that?
Speaker 2: Yes, I'm sorry. This is room eleven-seven and we have just checked in.
Speaker 1: I'm sorry, I'm not sure what you mean. Can you please repeat that?
Speaker "	" Okay, I'll send someone up right away.
Speaker 2: Thank you.
Speaker 1: You're welcome.
Speaker 2: Have a nice day.
Speaker 1: You too.
Speaker 2: Bye.
Speaker 1: Bye.

System: You are participating in a two-person conversation."	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hello, is this housekeeper?
Speaker 2: Yes ma'am, may I help you?
Speaker 2: This is room eleven-seven and we have checked in.
Speaker 1:"	" Thank you, I will let the front desk know.
Speaker 2: Thank you, have a nice day.
Speaker 1: You too.
Speaker 2: Bye.
Speaker 1: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1"	" Okay, I'll send someone up to clean your room.
Speaker 2: Thank you.
Speaker 1: You're welcome.
Speaker 2: I'll be back in a few minutes.
Speaker 1: Okay, thank you.
Speaker 2: You're welcome.
Speaker 1: Have a nice"
10175	Honey, I have something important to say.__eou__Something important?	Yes. I have just booked two tickets.	Yes. I have booked two tickets.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Honey, I have something important to say.
Speaker 2: Something important?
Speaker 2: Yes. I have just booked two tickets.
Speaker 1:"	" Two tickets?
Speaker 1: To where?
Speaker 2: To Paris.
Speaker 1: Paris?
Speaker 1: When are we going?
Speaker 2: Next week.
Speaker 1: Next week?
Speaker 1: I can't go next week.
Speaker 2: Why not?
"	" Two tickets?
Speaker 2: Yes, to Paris.
Speaker 1: Paris?
Speaker 2: Yes, we are going to Paris.
Speaker 1: Paris?
Speaker 2: Yes, we are going to Paris.
Speaker 1: Paris?
Speaker 2: Yes, we are going to"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Honey, I have something important to say.
Speaker 2: Something important?
Speaker 2: Yes. I have booked two tickets.
Speaker 1:"	" Two tickets?
Speaker 2: Yes. We are going to Goa.
Speaker 1: Goa?
Speaker 2: Yes. We are going to Goa.
Speaker 1: Goa?
Speaker 2: Yes. We are going to Goa.
Speaker 1: Goa?
Speaker 2: Yes. We"	" Two tickets?
Speaker 2: Yes. We are going to Paris.
Speaker 1: Paris?
Speaker 2: Yes. We are going to Paris for our honeymoon.
Speaker 1: Honeymoon?
Speaker 2: Yes. We are going to Paris for our honeymoon.
Speaker 1: H"
10179	I have a reservation for a single with a bath.__eou__We're sorry, but single rooms have been occupied.__eou__What's the room rate? It's little expensive for me.Do you have any other room?	Then, how about this room with just a shower?	Then, how about this room with a shower?	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I have a reservation for a single with a bath.
Speaker 2: We're sorry, but single rooms have been occupied.
Speaker 1: What's the room rate? It's little expensive for me.Do you have any other room?
Speaker 2: Then, how about this room with just a shower?
Speaker 1:"	" I don't mind. I just need a place to sleep.
Speaker 2: Okay, I'll book it for you.
Speaker 1: Thank you. I'll be there in 30 minutes.
Speaker 2: Okay, see you then.
Speaker 1: Bye.
Speaker 2: Bye.

"	" I don't mind. I'll take it.
Speaker 2: Thank you for your reservation. Your room number is 101. Please check in at the front desk.
Speaker 1: Thank you. I'll be there soon.
Speaker 2: Have a nice stay.
Speaker 1: Thank you."	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I have a reservation for a single with a bath.
Speaker 2: We're sorry, but single rooms have been occupied.
Speaker 1: What's the room rate? It's little expensive for me.Do you have any other room?
Speaker 2: Then, how about this room with a shower?
Speaker 1:"	" I'm sorry, but I don't have enough money.
Speaker 2: I'm sorry, but we don't have any other rooms.
Speaker 1: I'm sorry, but I don't have enough money.
Speaker 2: I'm sorry, but we don't have any other rooms.
Speaker "	" I don't mind. I'll take it.
Speaker 2: Thank you for your reservation. Your room number is 101. Please check in at the front desk.
Speaker 1: Thank you. I'll be there soon.
Speaker 2: Have a nice stay.
Speaker 1: Thank you."
10191	Can I help you, ma'am.__eou__Yes, will you keep our bags until 6 p. m.?__eou__Are you all our guests?	Yes, we checked out just now.	Yes, we checked out now.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Can I help you, ma'am.
Speaker 2: Yes, will you keep our bags until 6 p. m.?
Speaker 1: Are you all our guests?
Speaker 2: Yes, we checked out just now.
Speaker 1:"	" Sure, I'll keep them safe for you.
Speaker 2: Thank you so much.
Speaker 1: You're welcome.
Speaker 2: We'll be back at 6 p. m.
Speaker 1: Okay, see you then.
Speaker 2: Thank you.
Speaker 1: You"	" I'll keep them safe for you.
Speaker 2: Thank you.
Speaker 1: You're welcome.
Speaker 2: I'll be back at 6 p. m.
Speaker 1: I'll be here.
Speaker 2: Thank you.
Speaker 1: You're welcome.
Speaker "	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Can I help you, ma'am.
Speaker 2: Yes, will you keep our bags until 6 p. m.?
Speaker 1: Are you all our guests?
Speaker 2: Yes, we checked out now.
Speaker 1:"	 Okay, I will keep your bags until 6 p. m.://www.google.com/url?q=https://www.google.com/url?q=https://www.google.com/url?q=https://www.google.com/url?q=https://www.google.com/url?q=https://www.google.com/url?q=https://www.google.com/url?q	" I'll keep them safe for you.
Speaker 2: Thank you.
Speaker 1: You're welcome.
Speaker 2: I'll be back at 6 p. m.
Speaker 1: I'll be here.
Speaker 2: Thank you.
Speaker 1: You're welcome.
Speaker "
10200	Hello, Beijing Hotel.__eou__Hello! Do you have any rooms available tomorrow night?__eou__Sure.How many rooms do you need?	Just one.	one.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hello, Beijing Hotel.
Speaker 2: Hello! Do you have any rooms available tomorrow night?
Speaker 1: Sure.How many rooms do you need?
Speaker 2: Just one.
Speaker 1:"	" We have a single room available for tomorrow night. It's 500 yuan per night.
Speaker 2: That sounds great. I'll take it.
Speaker 1: Great! Your room is ready. Your room number is 101. Please come to the front desk to check in.
Speaker 2: Thank"	" We have one room available for tomorrow night. It's a standard room with a queen bed. The rate is 500 RMB per night.
Speaker 2: That sounds great. I'll take it. Can I book it for tomorrow night?
Speaker 1: Yes, you can. Please provide your name and"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hello, Beijing Hotel.
Speaker 2: Hello! Do you have any rooms available tomorrow night?
Speaker 1: Sure.How many rooms do you need?
Speaker 2: one.
Speaker 1:"	" one room is available. The price is 1000 yuan per night. Do you want to book it?
Speaker 2: yes.
Speaker 1: Please tell me your name and contact information.
Speaker 2: my name is John. My phone number is 123456789.
Speaker 1: Thank"	" Sure, we have one room available. It's 500 yuan per night.
Speaker 2: Okay, I'll take it. Can you send me the confirmation email?
Speaker 1: Yes, of course. Here's the confirmation email. Thank you for choosing Beijing Hotel. We look forward to seeing you soon"
10211	Do you have any direct flights to Toronto?	Sorry, we don't. But I think you can fly on Northwest Airlines to Berlin and then have a connecting flight on Canada Airline to Toronto. And it is the most economical flight, just 1,900 dollars.	Sorry, we don't. But I think you can fly on Northwest Airlines to Berlin and then have a connecting flight on Canada Airline to Toronto. And it is the most economical flight, 1,900 dollars.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Do you have any direct flights to Toronto?
Speaker 2: Sorry, we don't. But I think you can fly on Northwest Airlines to Berlin and then have a connecting flight on Canada Airline to Toronto. And it is the most economical flight, just 1,900 dollars.
Speaker 1:"	" That sounds good. I'll book it right away. Thank you very much.
Speaker 2: You're welcome. Have a nice trip.
Speaker 1: Thank you. Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker"	" That's a lot of money. I think I'll just drive there.
Speaker 2: That's a good idea. It's only 1,000 miles from here to Toronto. You can drive there in 2 days.
Speaker 1: I think I'll just drive there. It's only 1"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Do you have any direct flights to Toronto?
Speaker 2: Sorry, we don't. But I think you can fly on Northwest Airlines to Berlin and then have a connecting flight on Canada Airline to Toronto. And it is the most economical flight, 1,900 dollars.
Speaker 1:"	" That's too expensive. I'll try to find another way.
Speaker 2: I'm sorry. I don't know any other way. But I can help you to find a hotel in Toronto. It's a very nice city. You can go to the CN Tower. It's the tallest building in the world"	" That's a lot of money. I think I'll just drive there.
Speaker 2: That's a good idea. It's only 1,000 miles from here to Toronto. You can drive there in 2 days.
Speaker 1: I think I'll just drive there. It's only 1"
10234	Excuse me, can you help me? I would like to change rooms if possible, I couldn’t sleep at all last night, because the people in the room next to mine were making a lot of noise, also if at all possible, I’d like a room that doesn’t overlook the street, between the noisy neighbors and the highway outside, I didn’t sleep a wink.__eou__I am so sorry to hear that sir, let me check and see what is available, what room are you in now?	I’m on the 6th floor, room 698, I’v had many problems with that room, just this morning, I called someone up to fix the light fixture in the bathroom, it didn’t work, and it still doesn’t work.	I’m on the 6th floor, room 698, I’v had many problems with that room, this morning, I called someone up to fix the light fixture in the bathroom, it didn’t work, and it still doesn’t work.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Excuse me, can you help me? I would like to change rooms if possible, I couldn’t sleep at all last night, because the people in the room next to mine were making a lot of noise, also if at all possible, I’d like a room that doesn’t overlook the street, between the noisy neighbors and the highway outside, I didn’t sleep a wink.
Speaker 2: I am so sorry to hear that sir, let me check and see what is available, what room are you in now?
Speaker 2: I’m on the 6th floor, room 698, I’v had many problems with that room, just this morning, I called someone up to fix the light fixture in the bathroom, it didn’t work, and it still doesn’t work.
Speaker 1:"	" I’m on the 6th floor, room 698, I’v had many problems with that room, just this morning, I called someone up to fix the light fixture in the bathroom, it didn’t work, and it still doesn’t work.
Speaker 2: I’m sorry to hear that, I"	" I’m on the 6th floor, room 698, I’v had many problems with that room, just this morning, I called someone up to fix the light fixture in the bathroom, it didn’t work, and it still doesn’t work.
Speaker 2: I’m sorry to hear that, I"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Excuse me, can you help me? I would like to change rooms if possible, I couldn’t sleep at all last night, because the people in the room next to mine were making a lot of noise, also if at all possible, I’d like a room that doesn’t overlook the street, between the noisy neighbors and the highway outside, I didn’t sleep a wink.
Speaker 2: I am so sorry to hear that sir, let me check and see what is available, what room are you in now?
Speaker 2: I’m on the 6th floor, room 698, I’v had many problems with that room, this morning, I called someone up to fix the light fixture in the bathroom, it didn’t work, and it still doesn’t work.
Speaker 1:"	" I’m on the 6th floor, room 698, I’v had many problems with that room this morning, I called someone up to fix the light fixture in the bathroom, it didn’t work, and it still doesn’t work.
Speaker 2: I’m sorry to hear that, I will check"	" I’m on the 6th floor, room 698, I’v had many problems with that room, this morning, I called someone up to fix the light fixture in the bathroom, it didn’t work, and it still doesn’t work.
Speaker 2: I’m sorry to hear that, I will"
