pool_row_index	pool_rank	source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	followup	particle	selection_score_per_token	selection_score_raw	fold_id	prompt_with	prompt_without	next_speaker
210	211	just	discourse_particle	27	6768	just	h	Kathy! How are you? It's been ages! What are you doing these days?	I just opened my own restaurant. I'm also head chef.	I opened my own restaurant. I'm also head chef.	You're kidding! You've always hated cooking!	0.02267206632	P	I just opened my own restaurant. I'm also head chef.	nucleus	chat	0.9	1.0	20260416	968832381	50	50	200	25	25	Congratulations! That's a huge accomplishment! How's the restaurant doing? Is it a lot more work than you expected? What kind of cuisine are you serving? I'm curious!	congratulations! that's a huge accomplishment! how's the restaurant doing? is it a lot more work than you expected? what kind of cuisine are you serving? i'm curious!	Congratulations! That's a huge accomplishment! How's the restaurant doing? Is it a lot more work than you expected? What kind of cuisine are you serving? I'm curious!	-24.20417547225952	-26.473689079284668	-0.590345743225842	-0.6456997336410895	41	41	-24.20417547225952	-26.473689079284668	-0.590345743225842	-0.6456997336410895	2.2695136070251465	0.0553539904152474	True	True	You're kidding! You've always hated cooking!	just	0.0553539904152474	2.2695136070251465	0	"Speaker 1: Kathy! How are you? It's been ages! What are you doing these days?
Speaker 2: I just opened my own restaurant. I'm also head chef.
Speaker 1: "	"Speaker 1: Kathy! How are you? It's been ages! What are you doing these days?
Speaker 2: I opened my own restaurant. I'm also head chef.
Speaker 1: "	Speaker 1
211	212	just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	chat	0.9	1.0	20260416	353299243	50	50	200	38	38	You're welcome! Feel free to explore and see if anything catches your attention. I'm here if you have any questions or need assistance. Have a great day!	you're welcome! feel free to explore and see if anything catches your attention. i'm here if you have any questions or need assistance. have a great day!	You're welcome! Feel free to explore and see if anything catches your attention. I'm here if you have any questions or need assistance. Have a great day!	-8.51594090461731	-10.619231104850767	-0.224103708016245	-0.2794534501276518	38	38	-8.51594090461731	-10.619231104850767	-0.224103708016245	-0.2794534501276518	2.1032902002334595	0.0553497421114068	True	True	Ok.	just	0.0553497421114068	2.1032902002334595	0	"Speaker 1: Is there something I can help you with?
Speaker 2: No, I'm just browsing. Thanks anyway.
Speaker 1: "	"Speaker 1: Is there something I can help you with?
Speaker 2: No, I'm browsing. Thanks anyway.
Speaker 1: "	Speaker 1
212	213	just	discourse_particle	10	5138	just	h	Do you mind if I ask your friend out?	Of course, but we aren't going out, we're just friends.	Of course, but we aren't going out, we're friends.	Okay, that's good.	0.1151122086	P	Of course, but we aren't going out, we're just friends.	nucleus	chat	0.9	1.0	20260416	1538830971	50	50	200	49	49	No worries then! Since you're just friends, I'll keep that in mind. Would you like to give me any advice on how to approach your friend or is there something specific you'd like me to know about them?	no worries then! since you're just friends, i'll keep that in mind. would you like to give me any advice on how to approach your friend or is there something specific you'd like me to know about them?	No worries then! Since you're just friends, I'll keep that in mind. Would you like to give me any advice on how to approach your friend or is there something specific you'd like me to know about them?	-32.15283644199371	-34.90731728076935	-0.6430567288398743	-0.6981463456153869	50	50	-32.15283644199371	-34.90731728076935	-0.6430567288398743	-0.6981463456153869	2.7544808387756348	0.0550896167755126	True	True	Okay, that's good.	just	0.0550896167755126	2.7544808387756348	1	"Speaker 1: Do you mind if I ask your friend out?
Speaker 2: Of course, but we aren't going out, we're just friends.
Speaker 1: "	"Speaker 1: Do you mind if I ask your friend out?
Speaker 2: Of course, but we aren't going out, we're friends.
Speaker 1: "	Speaker 1
213	214	just	discourse_particle	10	5138	just	h	Do you mind if I ask your friend out?	Of course, but we aren't going out, we're just friends.	Of course, but we aren't going out, we're friends.	Okay, that's good.	0.1151122086	P	Of course, but we aren't going out, we're just friends.	nucleus	chat	0.9	1.0	20260416	1538830971	50	50	200	38	38	I apologize for the assumption. In that case, no need to mind. Go ahead and ask your friend out if you're interested.	i apologize for the assumption. in that case, no need to mind. go ahead and ask your friend out if you're interested.	I apologize for the assumption. In that case, no need to mind. Go ahead and ask your friend out if you're interested.	-21.295437693595886	-23.05739343166352	-0.6654824279248714	-0.7205435447394848	32	32	-21.295437693595886	-23.05739343166352	-0.6654824279248714	-0.7205435447394848	1.761955738067627	0.0550611168146133	True	True	Okay, that's good.	just	0.0550611168146133	1.761955738067627	1	"Speaker 1: Do you mind if I ask your friend out?
Speaker 2: Of course, but we aren't going out, we're just friends.
Speaker 1: "	"Speaker 1: Do you mind if I ask your friend out?
Speaker 2: Of course, but we aren't going out, we're friends.
Speaker 1: "	Speaker 1
214	215	just	discourse_particle	29	1461	just	h	Operator. May I help you?__eou__Yes. How do I get an outside line, please?	Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	Dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	No, thanks a lot. I'll try it myself.	0.01967432211	P	Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	nucleus	chat	0.9	1.0	20260416	1233783357	50	50	200	9	9	Thank you! I think I can manage that. Just to confirm, though, is this a payphone?	thank you! i think i can manage that. just to confirm, though, is this a payphone?	Thank you! I think I can manage that. Just to confirm, though, is this a payphone?	-15.733240723609924	-17.218109965324402	-0.5827126193929602	-0.6377077764934964	27	27	-15.733240723609924	-17.218109965324402	-0.5827126193929602	-0.6377077764934964	1.4848692417144775	0.0549951571005362	True	True	No, thanks a lot. I'll try it myself.	just	0.0549951571005362	1.4848692417144775	1	"Speaker 1: Operator. May I help you?
Speaker 2: Yes. How do I get an outside line, please?
Speaker 1: Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.
Speaker 2: "	"Speaker 1: Operator. May I help you?
Speaker 2: Yes. How do I get an outside line, please?
Speaker 1: Dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.
Speaker 2: "	Speaker 2
215	216	just	discourse_particle	27	6768	just	h	Kathy! How are you? It's been ages! What are you doing these days?	I just opened my own restaurant. I'm also head chef.	I opened my own restaurant. I'm also head chef.	You're kidding! You've always hated cooking!	0.02267206632	P	I just opened my own restaurant. I'm also head chef.	nucleus	chat	0.9	1.0	20260416	968832381	50	50	200	9	9	Congratulations! That's amazing news! Opening a restaurant can be a daunting task, but being head chef too means you're responsible for creating a delicious menu and making sure everything runs smoothly. What kind of cuisine does your restaurant serve? Is it a new concept or something you're passionate about?	congratulations! that's amazing news! opening a restaurant can be a daunting task, but being head chef too means you're responsible for creating a delicious menu and making sure everything runs smoothly. what kind of cuisine does your restaurant serve? is it a new concept or something you're passionate about?	Congratulations! That's amazing news! Opening a restaurant can be a daunting task, but being head chef too means you're responsible for creating a delicious menu and making sure everything runs smoothly. What kind of cuisine does your restaurant serve? Is it a new concept or something you're passionate about?	-31.422529935836792	-34.87209153175354	-0.4987703164418538	-0.5535252624087863	63	63	-31.422529935836792	-34.87209153175354	-0.4987703164418538	-0.5535252624087863	3.449561595916748	0.0547549459669324	True	True	You're kidding! You've always hated cooking!	just	0.0547549459669324	3.449561595916748	0	"Speaker 1: Kathy! How are you? It's been ages! What are you doing these days?
Speaker 2: I just opened my own restaurant. I'm also head chef.
Speaker 1: "	"Speaker 1: Kathy! How are you? It's been ages! What are you doing these days?
Speaker 2: I opened my own restaurant. I'm also head chef.
Speaker 1: "	Speaker 1
216	217	just	discourse_particle	29	1461	just	h	Operator. May I help you?__eou__Yes. How do I get an outside line, please?	Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	Dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	No, thanks a lot. I'll try it myself.	0.01967432211	P	Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	nucleus	chat	0.9	1.0	20260416	1233783357	50	50	200	37	37	Excellent! Thank you for the quick assistance. I think I'll just dial 0 and connect myself. But before I do, can you tell me the current time? And is the restaurant down the street open for lunch yet?	excellent! thank you for the quick assistance. i think i'll just dial 0 and connect myself. but before i do, can you tell me the current time? and is the restaurant down the street open for lunch yet?	Excellent! Thank you for the quick assistance. I think I'll just dial 0 and connect myself. But before I do, can you tell me the current time? And is the restaurant down the street open for lunch yet?	-29.3756822347641	-32.15313518047333	-0.5759937693091	-0.6304536309896731	51	51	-29.3756822347641	-32.15313518047333	-0.5759937693091	-0.6304536309896731	2.7774529457092285	0.0544598616805731	True	True	No, thanks a lot. I'll try it myself.	just	0.0544598616805731	2.7774529457092285	1	"Speaker 1: Operator. May I help you?
Speaker 2: Yes. How do I get an outside line, please?
Speaker 1: Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.
Speaker 2: "	"Speaker 1: Operator. May I help you?
Speaker 2: Yes. How do I get an outside line, please?
Speaker 1: Dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.
Speaker 2: "	Speaker 2
217	218	just	discourse_particle	29	1461	just	h	Operator. May I help you?__eou__Yes. How do I get an outside line, please?	Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	Dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	No, thanks a lot. I'll try it myself.	0.01967432211	P	Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	nucleus	chat	0.9	1.0	20260416	1233783357	50	50	200	35	35	Thank you. I think I'll just dial 0 and take care of it myself. And by the way, can you tell me the time? I'm trying to keep track of my schedule.	thank you. i think i'll just dial 0 and take care of it myself. and by the way, can you tell me the time? i'm trying to keep track of my schedule.	Thank you. I think I'll just dial 0 and take care of it myself. And by the way, can you tell me the time? I'm trying to keep track of my schedule.	-17.906328082084656	-20.356069564819336	-0.3979184018241035	-0.4523571014404297	45	45	-17.906328082084656	-20.356069564819336	-0.3979184018241035	-0.4523571014404297	2.44974148273468	0.0544386996163261	True	True	No, thanks a lot. I'll try it myself.	just	0.0544386996163261	2.44974148273468	1	"Speaker 1: Operator. May I help you?
Speaker 2: Yes. How do I get an outside line, please?
Speaker 1: Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.
Speaker 2: "	"Speaker 1: Operator. May I help you?
Speaker 2: Yes. How do I get an outside line, please?
Speaker 1: Dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.
Speaker 2: "	Speaker 2
218	219	just	discourse_particle	23	2141	just	h	I am sorry for damaging your car, sir.	Don't worry about it. Just leave it to the insurance companies.	Don't worry about it. Leave it to the insurance companies.	The car park in this community is over crowded, isn't it?	0.02786302372	P	Don't worry about it. Just leave it to the insurance companies.	nucleus	chat	0.9	1.0	20260416	801067615	50	50	200	8	8	That's good. I'm just glad no one was hurt. It was just a minor accident, and I'm sure it'll all get sorted out.	that's good. i'm just glad no one was hurt. it was just a minor accident, and i'm sure it'll all get sorted out.	That's good. I'm just glad no one was hurt. It was just a minor accident, and I'm sure it'll all get sorted out.	-26.648966073989868	-28.60611855983734	-0.7402490576108297	-0.7946144044399261	36	36	-26.648966073989868	-28.60611855983734	-0.7402490576108297	-0.7946144044399261	1.9571524858474727	0.0543653468290964	True	True	The car park in this community is over crowded, isn't it?	just	0.0543653468290964	1.9571524858474727	1	"Speaker 1: I am sorry for damaging your car, sir.
Speaker 2: Don't worry about it. Just leave it to the insurance companies.
Speaker 1: "	"Speaker 1: I am sorry for damaging your car, sir.
Speaker 2: Don't worry about it. Leave it to the insurance companies.
Speaker 1: "	Speaker 1
219	220	just	discourse_particle	28	12662	just	h	Is everything all right?__eou__Not at all.__eou__What's the problem?	Someone just robbed me.	Someone robbed me.	What do you mean?	0.02180614444	P	Someone just robbed me.	nucleus	chat	0.9	1.0	20260416	1931887884	50	50	200	7	7	Oh no, that's terrible! I'm so sorry to hear that. Are you okay? Were you hurt during the robbery? Did they take anything valuable?	oh no, that's terrible! i'm so sorry to hear that. are you okay? were you hurt during the robbery? did they take anything valuable?	Oh no, that's terrible! I'm so sorry to hear that. Are you okay? Were you hurt during the robbery? Did they take anything valuable?	-11.846063137054443	-13.850960493087769	-0.320163868569039	-0.3743502835969667	37	37	-11.846063137054443	-13.850960493087769	-0.320163868569039	-0.3743502835969667	2.004897356033325	0.0541864150279277	True	True	What do you mean?	just	0.0541864150279277	2.004897356033325	1	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone just robbed me.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: What's the problem?
Speaker 2: Someone robbed me.
Speaker 1: "	Speaker 1
220	221	just	discourse_particle	2	2485	just	h	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	0.2148120636	P	Well, we just got in some mangoes.	nucleus	chat	0.9	1.0	20260416	1930045820	50	50	200	48	45	Mangoes! I love mangoes! How many types do you have, and are they ripe?	mangoes! i love mangoes! how many types do you have, and are they ripe?	Mangoes! I love mangoes! How many types do you have, and are they ripe?	-10.167734026908876	-11.575605273246763	-0.391066693342649	-0.4452155874325679	26	26	-10.167734026908876	-11.575605273246763	-0.391066693342649	-0.4452155874325679	1.4078712463378906	0.0541488940899188	True	True	Mangoes. What are they?	just	0.0541488940899188	1.4078712463378906	1	"Speaker 1: I'm looking for some fresh produce that's on sale.
Speaker 2: Well, we just got in some mangoes.
Speaker 1: "	"Speaker 1: I'm looking for some fresh produce that's on sale.
Speaker 2: Well, we got in some mangoes.
Speaker 1: "	Speaker 1
221	222	just	discourse_particle	35	2438	just	h	OK, so are you ready to learn how to bake a cake?	Almost, let me just put my apron on.	Almost, let me put my apron on.	OK, so the first thing we are going to do is pre-heat the oven, that way we have it at the desired temperature once we finish preparing everything. Set it to three hundred and seventy five degrees Fahrenheit.	0.0110856564	P	Almost, let me just put my apron on.	nucleus	chat	0.9	1.0	20260416	1507299598	50	50	200	36	36	Ha ha, good one! Unfortunately, since we are having a text-based conversation, you don't actually need an apron. But I'm excited to help you with your baking adventure! What kind of cake would you like to learn how to bake?	ha ha, good one! unfortunately, since we are having a text-based conversation, you don't actually need an apron. but i'm excited to help you with your baking adventure! what kind of cake would you like to learn how to bake?	Ha ha, good one! Unfortunately, since we are having a text-based conversation, you don't actually need an apron. But I'm excited to help you with your baking adventure! What kind of cake would you like to learn how to bake?	-26.36501538753509	-29.39627790451049	-0.4708038462059838	-0.524933534009116	56	56	-26.36501538753509	-29.39627790451049	-0.4708038462059838	-0.524933534009116	3.031262516975403	0.0541296878031321	True	True	OK, so the first thing we are going to do is pre-heat the oven, that way we have it at the desired temperature once we finish preparing everything. Set it to three hundred and seventy five degrees Fahrenheit.	just	0.0541296878031321	3.031262516975403	0	"Speaker 1: OK, so are you ready to learn how to bake a cake?
Speaker 2: Almost, let me just put my apron on.
Speaker 1: "	"Speaker 1: OK, so are you ready to learn how to bake a cake?
Speaker 2: Almost, let me put my apron on.
Speaker 1: "	Speaker 1
222	223	just	discourse_particle	35	2438	just	h	OK, so are you ready to learn how to bake a cake?	Almost, let me just put my apron on.	Almost, let me put my apron on.	OK, so the first thing we are going to do is pre-heat the oven, that way we have it at the desired temperature once we finish preparing everything. Set it to three hundred and seventy five degrees Fahrenheit.	0.0110856564	P	Almost, let me just put my apron on.	nucleus	chat	0.9	1.0	20260416	1507299598	50	50	200	4	4	Ha ha, nice touch! Unfortunately, since we're in a text-based environment, we won't need an apron. But I'll still guide you through the process of baking a cake. What type of cake would you like to make? Do you have a favorite flavor or recipe in mind?	ha ha, nice touch! unfortunately, since we're in a text-based environment, we won't need an apron. but i'll still guide you through the process of baking a cake. what type of cake would you like to make? do you have a favorite flavor or recipe in mind?	Ha ha, nice touch! Unfortunately, since we're in a text-based environment, we won't need an apron. But I'll still guide you through the process of baking a cake. What type of cake would you like to make? Do you have a favorite flavor or recipe in mind?	-29.01313579082489	-32.519763231277466	-0.4463559352434598	-0.500304049711961	65	65	-29.01313579082489	-32.519763231277466	-0.4463559352434598	-0.500304049711961	3.506627440452576	0.0539481144685011	True	True	OK, so the first thing we are going to do is pre-heat the oven, that way we have it at the desired temperature once we finish preparing everything. Set it to three hundred and seventy five degrees Fahrenheit.	just	0.0539481144685011	3.506627440452576	0	"Speaker 1: OK, so are you ready to learn how to bake a cake?
Speaker 2: Almost, let me just put my apron on.
Speaker 1: "	"Speaker 1: OK, so are you ready to learn how to bake a cake?
Speaker 2: Almost, let me put my apron on.
Speaker 1: "	Speaker 1
223	224	just	discourse_particle	15	8890	just	h	Wow! What’s the hold up?	It’s probably just people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	It’s probably people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	Really? Then, I guess I won’t have a hard time finding a room or getting a cab?	0.02979903111	P	It’s probably just people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	nucleus	chat	0.9	1.0	20260416	630435001	50	50	200	31	31	It can be tough to get out of the city during peak summer months, especially when everyone's looking to escape the heat and congestion. But I'm sure you'll get going soon enough.	it can be tough to get out of the city during peak summer months, especially when everyone's looking to escape the heat and congestion. but i'm sure you'll get going soon enough.	It can be tough to get out of the city during peak summer months, especially when everyone's looking to escape the heat and congestion. But I'm sure you'll get going soon enough.	-27.53630030155182	-29.85575580596924	-0.6403790767802748	-0.6943199024644009	43	43	-27.53630030155182	-29.85575580596924	-0.6403790767802748	-0.6943199024644009	2.3194555044174194	0.053940825684126	True	True	Really? Then, I guess I won’t have a hard time finding a room or getting a cab?	just	0.053940825684126	2.3194555044174194	1	"Speaker 1: Wow! What’s the hold up?
Speaker 2: It’s probably just people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.
Speaker 1: "	"Speaker 1: Wow! What’s the hold up?
Speaker 2: It’s probably people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.
Speaker 1: "	Speaker 1
224	225	just	discourse_particle	34	3966	just	h	Daniel, would you like to have a look at my dorm?__eou__Of course, I'd like to.	It is a small room, just for 4 people.	It is a small room, for 4 people.	What is in it?	0.01921202135	P	It is a small room, just for 4 people.	nucleus	chat	0.9	1.0	20260416	388198187	50	50	200	33	33	It sounds cozy! I'd love to take a look. What's the decor like? Are there any fun or interesting items on display?	it sounds cozy! i'd love to take a look. what's the decor like? are there any fun or interesting items on display?	It sounds cozy! I'd love to take a look. What's the decor like? Are there any fun or interesting items on display?	-16.23238468170166	-18.009018182754517	-0.4918904449000503	-0.5457278237198339	33	33	-16.23238468170166	-18.009018182754517	-0.4918904449000503	-0.5457278237198339	1.7766335010528564	0.0538373788197835	True	True	What is in it?	just	0.0538373788197835	1.7766335010528564	0	"Speaker 1: Daniel, would you like to have a look at my dorm?
Speaker 2: Of course, I'd like to.
Speaker 1: It is a small room, just for 4 people.
Speaker 2: "	"Speaker 1: Daniel, would you like to have a look at my dorm?
Speaker 2: Of course, I'd like to.
Speaker 1: It is a small room, for 4 people.
Speaker 2: "	Speaker 2
225	226	just	discourse_particle	12	7769	just	h	What's up? You look depressed.	I just had a quarrel with him.	I had a quarrel with him.	Would you rather I taught him a lesson for you?	0.06309096508	P	I just had a quarrel with him.	nucleus	chat	0.9	1.0	20260416	109191225	50	50	200	10	10	Sorry to hear that. It can be really tough to deal with a disagreement, especially if it's with someone you care about. Can you tell me a bit more about what happened? What was the quarrel about and how are you feeling right now?	sorry to hear that. it can be really tough to deal with a disagreement, especially if it's with someone you care about. can you tell me a bit more about what happened? what was the quarrel about and how are you feeling right now?	Sorry to hear that. It can be really tough to deal with a disagreement, especially if it's with someone you care about. Can you tell me a bit more about what happened? What was the quarrel about and how are you feeling right now?	-12.728209376335144	-15.741220593452454	-0.2272894531488418	-0.2810932248830795	56	56	-12.728209376335144	-15.741220593452454	-0.2272894531488418	-0.2810932248830795	3.0130112171173096	0.0538037717342376	True	True	Would you rather I taught him a lesson for you?	just	0.0538037717342376	3.0130112171173096	1	"Speaker 1: What's up? You look depressed.
Speaker 2: I just had a quarrel with him.
Speaker 1: "	"Speaker 1: What's up? You look depressed.
Speaker 2: I had a quarrel with him.
Speaker 1: "	Speaker 1
226	227	just	discourse_particle	36	3236	just	h	Can I help you?__eou__I'd like the double cheese burger meal, please.__eou__What kind of drink would you like with that?	Just coke will be fine.	Coke will be fine.	Would you like a super size meal? Only 2 RIB more, you'll get large coke and fries instead of medium. And today we are offering free toys all the meal boxes.	0.01050724578	P	Just coke will be fine.	nucleus	chat	0.9	1.0	20260416	128170482	50	50	200	18	16	So, to recap, you'd like to order the double cheese burger meal with a side of...? And would you like any customization on the burger, such as no pickles or extra sauce?	so, to recap, you'd like to order the double cheese burger meal with a side of...? and would you like any customization on the burger, such as no pickles or extra sauce?	So, to recap, you'd like to order the double cheese burger meal with a side of...? And would you like any customization on the burger, such as no pickles or extra sauce?	-16.689167618751526	-19.098310112953182	-0.3708703915278117	-0.4244068913989597	45	45	-16.689167618751526	-19.098310112953182	-0.3708703915278117	-0.4244068913989597	2.40914249420166	0.053536499871148	True	True	Would you like a super size meal? Only 2 RIB more, you'll get large coke and fries instead of medium. And today we are offering free toys all the meal boxes.	just	0.053536499871148	2.40914249420166	0	"Speaker 1: Can I help you?
Speaker 2: I'd like the double cheese burger meal, please.
Speaker 1: What kind of drink would you like with that?
Speaker 2: Just coke will be fine.
Speaker 1: "	"Speaker 1: Can I help you?
Speaker 2: I'd like the double cheese burger meal, please.
Speaker 1: What kind of drink would you like with that?
Speaker 2: Coke will be fine.
Speaker 1: "	Speaker 1
227	228	just	discourse_particle	11	498	just	h	I'm hungry. Do we have anything to eat?	Just a few cookies.	A few cookies.	That's fine with me.	0.1138695549	P	Just a few cookies.	nucleus	chat	0.9	1.0	20260416	120856176	50	50	200	27	26	Cookies sound good! Can I have one?	cookies sound good! can i have one?	Cookies sound good! Can I have one?	-3.1328389644622803	-3.8783522844314575	-0.2237742117473057	-0.2770251631736755	14	14	-3.1328389644622803	-3.8783522844314575	-0.2237742117473057	-0.2770251631736755	0.7455133199691772	0.0532509514263697	True	True	That's fine with me.	just	0.0532509514263697	0.7455133199691772	0	"Speaker 1: I'm hungry. Do we have anything to eat?
Speaker 2: Just a few cookies.
Speaker 1: "	"Speaker 1: I'm hungry. Do we have anything to eat?
Speaker 2: A few cookies.
Speaker 1: "	Speaker 1
228	229	just	discourse_particle	34	3966	just	h	Daniel, would you like to have a look at my dorm?__eou__Of course, I'd like to.	It is a small room, just for 4 people.	It is a small room, for 4 people.	What is in it?	0.01921202135	P	It is a small room, just for 4 people.	nucleus	chat	0.9	1.0	20260416	388198187	50	50	200	25	25	That sounds cozy! I'm happy to take a virtual tour with you. Can you tell me a bit more about your dorm? What's the layout like? Is it decorated with any fun items or mementos?	that sounds cozy! i'm happy to take a virtual tour with you. can you tell me a bit more about your dorm? what's the layout like? is it decorated with any fun items or mementos?	That sounds cozy! I'm happy to take a virtual tour with you. Can you tell me a bit more about your dorm? What's the layout like? Is it decorated with any fun items or mementos?	-20.31517744064331	-22.91940832138061	-0.4145954579723124	-0.4677430269669513	49	49	-20.31517744064331	-22.91940832138061	-0.4145954579723124	-0.4677430269669513	2.6042308807373047	0.0531475689946389	True	True	What is in it?	just	0.0531475689946389	2.6042308807373047	0	"Speaker 1: Daniel, would you like to have a look at my dorm?
Speaker 2: Of course, I'd like to.
Speaker 1: It is a small room, just for 4 people.
Speaker 2: "	"Speaker 1: Daniel, would you like to have a look at my dorm?
Speaker 2: Of course, I'd like to.
Speaker 1: It is a small room, for 4 people.
Speaker 2: "	Speaker 2
229	230	just	discourse_particle	15	8890	just	h	Wow! What’s the hold up?	It’s probably just people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	It’s probably people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	Really? Then, I guess I won’t have a hard time finding a room or getting a cab?	0.02979903111	P	It’s probably just people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	nucleus	chat	0.9	1.0	20260416	630435001	50	50	200	37	37	Summer Fridays are always a busy time to leave the city, aren't they? The roads can get congested, and everyone's trying to get to their weekend getaway spots. I'm sure it'll clear up once you're on the highway, though.	summer fridays are always a busy time to leave the city, aren't they? the roads can get congested, and everyone's trying to get to their weekend getaway spots. i'm sure it'll clear up once you're on the highway, though.	Summer Fridays are always a busy time to leave the city, aren't they? The roads can get congested, and everyone's trying to get to their weekend getaway spots. I'm sure it'll clear up once you're on the highway, though.	-34.83621394634247	-37.81155848503113	-0.6220752490418298	-0.675206401518413	56	56	-34.83621394634247	-37.81155848503113	-0.6220752490418298	-0.675206401518413	2.97534453868866	0.0531311524765832	True	True	Really? Then, I guess I won’t have a hard time finding a room or getting a cab?	just	0.0531311524765832	2.97534453868866	1	"Speaker 1: Wow! What’s the hold up?
Speaker 2: It’s probably just people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.
Speaker 1: "	"Speaker 1: Wow! What’s the hold up?
Speaker 2: It’s probably people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.
Speaker 1: "	Speaker 1
230	231	just	discourse_particle	29	1461	just	h	Operator. May I help you?__eou__Yes. How do I get an outside line, please?	Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	Dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	No, thanks a lot. I'll try it myself.	0.01967432211	P	Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	nucleus	chat	0.9	1.0	20260416	1233783357	50	50	200	44	44	Thank you! I think I'll just dial 0 and take care of it myself.	thank you! i think i'll just dial 0 and take care of it myself.	Thank you! I think I'll just dial 0 and take care of it myself.	-6.355865120887756	-7.575716853141785	-0.2763419617777285	-0.3293789936148602	23	23	-6.355865120887756	-7.575716853141785	-0.2763419617777285	-0.3293789936148602	1.2198517322540283	0.0530370318371317	True	True	No, thanks a lot. I'll try it myself.	just	0.0530370318371317	1.2198517322540283	1	"Speaker 1: Operator. May I help you?
Speaker 2: Yes. How do I get an outside line, please?
Speaker 1: Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.
Speaker 2: "	"Speaker 1: Operator. May I help you?
Speaker 2: Yes. How do I get an outside line, please?
Speaker 1: Dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.
Speaker 2: "	Speaker 2
