id	word	context	w_word	wo_word	followup	log_prob_with_particle	log_prob_without_particle	prob_with_particle	prob_without_particle	log_prob_diff	prob_ratio	include_context
6422	not	[NO CONTEXT]	My pronunciation is not very good. It's L-I-N, Lin.	My pronunciation is very good. It's L-I-N, Lin.	I got it. Mary Lin.	-31.7861328125	-32.3798828125	1.5684039178376664e-14	8.661549064711319e-15	0.59375	1.8107660721193872	False
6438	not	[NO CONTEXT]	I've not known.Perhaps, I've got a bad memory.	I've known.Perhaps, I've got a bad memory.	I did a B. A. in economics.Remember?	-49.89801025390625	-48.79534912109375	2.1358438018786135e-22	6.433527092377001e-22	-1.1026611328125	0.33198644712468	False
6440	not	[NO CONTEXT]	You're not looking happy.What' s the matter?	You're looking happy.What' s the matter?	Oh, nothing special. I'm just a bit tired.	-27.8466796875	-29.24169921875	8.0601044978041e-13	1.997521156661857e-13	1.39501953125	4.0350533814989396	False
6442	not	[NO CONTEXT]	I'm not sure, but as far as I know, most factory tours are free. They are sponsored by the company providing the tour.	I'm sure, but as far as I know, most factory tours are free. They are sponsored by the company providing the tour.	Really? What do the companies do that for?	-45.84423828125	-44.46728515625	1.2305528976026445e-20	4.876446135458573e-20	-1.376953125	0.252346250408634	False
6444	not	[NO CONTEXT]	I don't know. I am not really worried about that. I don't wanna lose before even starting. Besides I think the other two American guys have also fallen for her.	I don't know. I am really worried about that. I don't wanna lose before even starting. Besides I think the other two American guys have also fallen for her.	Sounds like you've got some competition. You made a move already?	-57.82080078125	-57.2650146484375	7.740077005593156e-26	1.3493360766611174e-25	-0.5557861328125	0.5736211414983948	False
6446	not	[NO CONTEXT]	Not bad. We had a get-together with friends from college. I haven't seen many of them since graduation. How about you?	bad. We had a get-together with friends from college. I haven't seen many of them since graduation. How about you?	Great. I hung out with Jo all day shopping, and the went out for dinner together.	-80.57821655273438	-79.01931762695312	1.0123371849265435e-35	4.812230162145964e-35	-1.55889892578125	0.2103675740387077	False
6447	not	[NO CONTEXT]	Not much. Last night I met this great guy at the bar and we had such a wonderful time that we decided to meet again tonight.	much. Last night I met this great guy at the bar and we had such a wonderful time that we decided to meet again tonight.	Oh, that's exciting. What's this guy like? Is he hot?	-40.21575164794922	-41.15654373168945	3.4238992251649322e-18	1.3364113737517612e-18	0.9407920837402344	2.5620099412599897	False
6451	not	[NO CONTEXT]	Oh come on, it's not that bad.	Oh come on, it's that bad.	No, it's so much worse. And tonight they invited me out to dinner. I really have no idea how I'm going to pull it off.	-84.53705596923828	-83.44771575927734	1.93207097477474e-37	5.742718368004461e-37	-1.0893402099609375	0.3364383991977158	False
6453	not	[NO CONTEXT]	I am not good at picking gifts. Maybe you can ask if there's anything she needs to make it easier?	I am good at picking gifts. Maybe you can ask if there's anything she needs to make it easier?	I don't think so. That way it would lose all the charm. I want it to be a surprise. I want to show her that I care about her and I hope our friendship will last.	-95.02633666992188	-95.96249389648438	5.3775734231025064e-42	2.1087176401879377e-42	0.9361572265625	2.5501628670509127	False
6460	not	[NO CONTEXT]	I'm not sure.Let me have a look ... It could be a coffee grinder.	I'm sure.Let me have a look ... It could be a coffee grinder.	A coffee grinder?	-14.831298828125	-14.84033203125	3.6211687137427114e-07	3.588605258780963e-07	0.009033203125	1.009074125631976	False
6461	not	[NO CONTEXT]	It’s harmful not only for yourself but for others.	It’s harmful only for yourself but for others.	What in your opinion can be done to stop smoking?	-32.349609375	-33.883056640625	8.927773359094741e-15	1.9265286457298707e-15	1.533447265625	4.634124376444156	False
6472	not	[NO CONTEXT]	Oh, there is a supermarket not far from here. But there is also a tea house around the corner, where you can get tea, taste tea and get a tea set as well.	Oh, there is a supermarket far from here. But there is also a tea house around the corner, where you can get tea, taste tea and get a tea set as well.	Oh yeah, I saw the tea house the other day. I think I might go and have a look sometime. It's a nice neighborhood here.	-63.027587890625	-63.32472229003906	4.240981435978446e-28	3.1508123667478583e-28	0.2971343994140625	1.3459961883911915	False
6475	not	[NO CONTEXT]	I’Ve tried it, not a chance.	I’Ve tried it, a chance.	It seems you have to take time.	-37.453125	-36.87890625	5.4239350765224994e-17	9.631513040854687e-17	-0.57421875	0.5631446537543375	False
6479	not	[NO CONTEXT]	Not yet. But I am still looking through the classifieds. Wish me luck.	yet. But I am still looking through the classifieds. Wish me luck.	Well, maybe I can help. Remember my neighbor?	-39.939697265625	-40.31201171875	4.512423669942892e-18	3.109680398462897e-18	0.372314453125	1.451089209094724	False
6482	not	[NO CONTEXT]	He has lost his job, and his wife died from cancer not long before.	He has lost his job, and his wife died from cancer long before.	Poor guy! It will take him a long time to get back on his feet.	-39.997413635253906	-39.88575744628906	4.259356270445493e-18	4.76250708256162e-18	-0.11165618896484375	0.8943516926287705	False
6487	not	[NO CONTEXT]	Not necessarily. This is only what she says, not what she does.	necessarily. This is only what she says, what she does.	I see.	-14.30908203125	-13.1103515625	6.104423178900927e-07	2.0241684929479668e-06	-1.19873046875	0.30157683019809	False
6505	not	[NO CONTEXT]	Well. Yes, but those people always start talking to me. I never talk to them first. Perhaps I'm not as shy as I think. Anyway, you're certainly not shy!	Well. Yes, but those people always start talking to me. I never talk to them first. Perhaps I'm as shy as I think. Anyway, you're certainly shy!	You're right. I love going out and making new friends.	-33.552490234375	-35.259307861328125	2.6812581961687862e-15	4.864936322133214e-16	1.706817626953125	5.511394227238493	False
6520	not	[NO CONTEXT]	I’m not sure, but probably about 75 years. How about in your country?	I’m sure, but probably about 75 years. How about in your country?	About 70, I think. This newspaper article talks about the problems of an aging population. It’s a problem that will soon affect most of the world.	-86.49688720703125	-87.13388061523438	2.7219439886572505e-38	1.4395821797577054e-38	0.636993408203125	1.8907874985750226	False
6523	not	[NO CONTEXT]	You are not English, are you?	You are English, are you?	No, I am from France.	-17.9066162109375	-18.426025390625	1.6720736003050086e-08	9.946696105401627e-09	0.5194091796875	1.6810341671110036	False
6533	not	[NO CONTEXT]	Not much, just a house party with some friends.	much, just a house party with some friends.	Sounds fun. Anyone I know?	-33.6513671875	-32.719970703125	2.4288289009282915e-15	6.164491748570853e-15	-0.931396484375	0.3940031068240752	False
6535	not	[NO CONTEXT]	Why not? It sounds great.	Why? It sounds great.	OK, here's to your health.	-30.87890625	-30.22265625	3.885629685581551e-14	7.489747249627093e-14	-0.65625	0.5187931656538893	False
6540	not	[NO CONTEXT]	No, she’s not as clever as me.	No, she’s as clever as me.	Big head!	-24.734375	-24.68359375	1.8113293494883847e-11	1.905686427238081e-11	-0.05078125	0.9504865667294234	False
6542	not	[NO CONTEXT]	Me too, but I think we shouldn't drink too much of it, as it's not very healthy.	Me too, but I think we shouldn't drink too much of it, as it's very healthy.	I totally disagree. The other day I read in a book that a number of recent studies suggest that it can be a highly beneficial drink. Researchers have found strong evidence that coffee reduces the risk of several serious aimed 3' including diabetes, heart disease and cirrhosis of the liver.	-167.09627723693848	-165.82167053222656	2.6977944036177667e-73	9.650804274047053e-73	-1.274606704711914	0.27954088871874405	False
6549	not	[NO CONTEXT]	Well, not everyone wants to drink beer. Make sure there are some soft drinks and juice. Nothing's as refreshing as iced drinks on a hot day.	Well, everyone wants to drink beer. Make sure there are some soft drinks and juice. Nothing's as refreshing as iced drinks on a hot day.	I don't think we need too much in the way of soft drinks, Two super bottles of Cola should cover everyone. What about wine?	-94.28791809082031	-93.375244140625	1.1253236936229487e-41	2.803152487202476e-41	-0.9126739501953125	0.4014493320504347	False
6550	not	[NO CONTEXT]	Not very much. Classical music sends me to sleep	very much. Classical music sends me to sleep	I don't believe you.	-17.798583984375	-18.0234375	1.8628298561755035e-08	1.48771776439153e-08	0.224853515625	1.2521392839167937	False
6553	not	[NO CONTEXT]	Oh, not too bad. I'm just glad the weekend's finally here.	Oh, too bad. I'm just glad the weekend's finally here.	I know what you mean. What can I get for you?	-30.769287109375	-30.7479248046875	4.335791566570925e-14	4.429410464582952e-14	-0.0213623046875	0.9788642532091816	False
6555	not	[NO CONTEXT]	Oh! Good evening. I'm sorry, but she is not in. She's gone out to the theatre	Oh! Good evening. I'm sorry, but she is in. She's gone out to the theatre	Oh! I've just come back from Canada and I've brought a parcel from her parents	-54.245849609375	-53.75341796875	2.762656239368664e-24	4.520507485555545e-24	-0.492431640625	0.6111385166811971	False
6558	not	[NO CONTEXT]	No, not now. I have found a part-time job. So perhaps I can help my family to come over the difficulties.	No, now. I have found a part-time job. So perhaps I can help my family to come over the difficulties.	Oh, that's so great, bless you! if you need me, I'll always be there.	-62.154296875	-62.4666748046875	1.015621393830034e-27	7.431351940274266e-28	0.3123779296875	1.3666711010225023	False
6560	not	[NO CONTEXT]	Maybe it is for the best. They are not suitable for each other because they have nothing in common and are completely different people.	Maybe it is for the best. They are suitable for each other because they have nothing in common and are completely different people.	How so?	-17.2109375	-17.529296875	3.3526237356113765e-08	2.438501884435476e-08	0.318359375	1.374870266457688	False
6565	not	[NO CONTEXT]	Well. It’s not all my fault, Anna ...	Well. It’s all my fault, Anna ...	I don't want to argue with you anymore. This is going to be tough, but Let’s try and be friends.	-68.918701171875	-68.31689453125	1.1721640056738224e-30	2.1396842225107745e-30	-0.601806640625	0.5478210258046243	False
6566	not	[NO CONTEXT]	Not yet. And I’m really hungry now.	yet. And I’m really hungry now.	I’m starving, too. There is a new Chinese restaurant close by. Do you want to go there for lunch?	-57.42930603027344	-57.287261962890625	1.1449045768958212e-25	1.3196484323045912e-25	-0.1420440673828125	0.8675830235302875	False
6568	not	[NO CONTEXT]	I’m rather disappointed at not being able to see my best friend off.	I’m rather disappointed at being able to see my best friend off.	Oh, cheer up. He’ll understand you.	-40.23402404785156	-39.016845703125	3.361904490483027e-18	1.1355315618999291e-17	-1.2171783447265625	0.2960643810602687	False
6569	not	[NO CONTEXT]	Why not go to see the doctor?	Why go to see the doctor?	I’Ve done that. The doctor advised me to cut out smoking and drinking.	-61.04827880859375	-63.9464111328125	3.06951234052004e-27	1.6921018781107783e-28	2.89813232421875	18.140233636210677	False
6577	not	[NO CONTEXT]	Ha! It's not like you've ever been one to beat around the bush.	Ha! It's like you've ever been one to beat around the bush.	Fair enough. Give it to me straight. Did she bully you into this?	-59.677978515625	-60.5986328125	1.2083235489924524e-26	4.812249750372361e-27	0.920654296875	2.510932748033194	False
6579	not	[NO CONTEXT]	I’m your wife, not a housewife. I have my own work.	I’m your wife, a housewife. I have my own work.	Hum ...	-24.25	-24.265625	2.9400777392844726e-11	2.894496058844479e-11	0.015625	1.0157477085866857	False
6584	not	[NO CONTEXT]	Yes, he does. He often has had one to many. But I advised him not to drink too much, he just boasted that he had hollow legs and nobody had ever drunk him under the table.	Yes, he does. He often has had one to many. But I advised him to drink too much, he just boasted that he had hollow legs and nobody had ever drunk him under the table.	That's a problem. He has sort of Dutch courage and that will egg him on in doing anything.	-91.71658325195312	-91.21481323242188	1.4722921437096062e-40	2.431699723049024e-40	-0.50177001953125	0.6054580381592305	False
6602	not	[NO CONTEXT]	I am not certain about that.	I am certain about that.	They may have some difficulty in doing it.	-36.8212890625	-37.5185546875	1.020275231197481e-16	5.080409626100826e-17	0.697265625	2.0082538737738242	False
6603	not	[NO CONTEXT]	Willing to help, maybe, but not as helpful as you think.	Willing to help, maybe, but as helpful as you think.	Really?	-13.0458984375	-14.0263671875	2.1589286871011097e-06	8.098901728880894e-07	0.98046875	2.665705498564471	False
6605	not	[NO CONTEXT]	But she means to help you, not to trouble you.	But she means to help you, to trouble you.	I know. But I just can't stand her butting in when I was trying to emphasize a point.	-67.77546691894531	-68.16096496582031	3.676958334519872e-30	2.500742840657849e-30	0.385498046875	1.4703464405610798	False
6609	not	[NO CONTEXT]	I don't understand why some parents keep beefing and complaining about their daughters not being able to follow suit.	I don't understand why some parents keep beefing and complaining about their daughters being able to follow suit.	Yeah. Li Na's mother has been building a fire under her since her neighbour's daughter got married with a Canadian. She's almost driving Li Na crazy.	-122.1400146484375	-121.88015747070312	9.021227156750039e-54	1.1698230031201487e-53	-0.259857177734375	0.7711617170023709	False
6610	not	[NO CONTEXT]	No, not that one. But I saw the movie. Could I borrow it when you finished.	No, that one. But I saw the movie. Could I borrow it when you finished.	Sure. I didn’t know you liked mysteries.	-36.79833984375	-36.4462890625	1.0439604902484665e-16	1.4844917019399352e-16	-0.35205078125	0.7032444094394181	False
6611	not	[NO CONTEXT]	Maybe he is busy with his work. Just wait and try not to think about it too much!	Maybe he is busy with his work. Just wait and try to think about it too much!	Oh, steve. Stop it! I am a bit nervous! What if he doesn't call?	-71.505615234375	-73.93505859375	8.82075741840685e-32	7.769839245599558e-33	2.429443359375	11.352561024222577	False
6612	not	[NO CONTEXT]	No, I didn’t. I started working at a university in London but as time went by, I found I did not really like my job. I decided to explore other fields. Journalism is great fit for me as well as a challenge.	No, I didn’t. I started working at a university in London but as time went by, I found I did really like my job. I decided to explore other fields. Journalism is great fit for me as well as a challenge.	Do you like your current job?	-17.2237548828125	-17.321044921875	3.3099260943205545e-08	3.003072172195002e-08	0.0972900390625	1.102180002520974	False
6614	not	[NO CONTEXT]	Of course. But I'm afraid I'm not much of a dancer ...	Of course. But I'm afraid I'm much of a dancer ...	Don't worry. I'm not much of a dancer myself.	-22.619720458984375	-23.05181884765625	1.5009983763763182e-10	9.743663490054406e-11	0.432098388671875	1.5404866741430714	False
6616	not	[NO CONTEXT]	I know, but I keep thinking of him every day. And I get really depressed when he's not online.	I know, but I keep thinking of him every day. And I get really depressed when he's online.	I think it's just a crush. You can't be serious.	-37.0673828125	-36.330078125	7.977010908313927e-17	1.667429739862144e-16	-0.7373046875	0.4784016212265371	False
6617	not	[NO CONTEXT]	Why not?	Why?	I’m afraid I have some business to attend to.	-31.54473876953125	-32.2197265625	1.9966135738617626e-14	1.0166010302087037e-14	0.67498779296875	1.9640090011042648	False
6618	not	[NO CONTEXT]	Bo, of course not. He is still single.	Bo, of course. He is still single.	Then what's your problem?	-24.115234375	-24.4189453125	3.3642385356479495e-11	2.4830576159731936e-11	0.3037109375	1.3548773552438862	False
6623	not	[NO CONTEXT]	I'm not surprised. She's a plain Jane.	I'm surprised. She's a plain Jane.	And he's so handsome.	-26.4697265625	-25.8720703125	3.1940654892838955e-12	5.806342203102649e-12	-0.59765625	0.5500994219006123	False
6628	not	[NO CONTEXT]	Not yet.	yet.	So shall we have lunch together? I’d like to take you this time.	-56.931640625	-57.016357421875	1.8832268213417078e-25	1.7302569145016852e-25	0.084716796875	1.088408782278485	False
6639	not	[NO CONTEXT]	Poor Ann. She did not love her husband at all.	Poor Ann. She did love her husband at all.	Yeah. She married him at her mother's bidding.	-39.37353515625	-39.755615234375	7.948605604663557e-18	5.424449607917135e-18	0.382080078125	1.4653294212674308	False
6653	not	[NO CONTEXT]	I’m not in the mood.	I’m in the mood.	Why are you feeling depressed?	-22.96630859375	-23.93798828125	1.0613506935734969e-10	4.01664807121377e-11	0.9716796875	2.642379105055059	False
6655	not	[NO CONTEXT]	Believe it or not. Everybody is talking about it in the company.	Believe it or. Everybody is talking about it in the company.	Really? I’m surprised.	-24.52490234375	-25.470703125	2.233419187567882e-11	8.673895440030561e-12	0.94580078125	2.574874464430958	False
6657	not	[NO CONTEXT]	Not so good, though his nephew took him to hospital in time.	so good, though his nephew took him to hospital in time.	Poor old John! I am ever so sorry.	-40.983642578125	-41.5010986328125	1.5886571438449453e-18	9.468951036618876e-19	0.5174560546875	1.6777541014851574	False
6659	not	[NO CONTEXT]	Jack wonders whether Linda likes him or not.	Jack wonders whether Linda likes him or.	Why doesn't he ask her?	-19.0758056640625	-21.097412109375	5.1937717788016804e-09	6.878762871347618e-10	2.0216064453125	7.550444572577873	False
6661	not	[NO CONTEXT]	I am not convinced by your explanation. Could you explain it?	I am convinced by your explanation. Could you explain it?	Sorry, I really can't do that. There's little time left for us.	-52.0894775390625	-50.7633056640625	2.386862160563472e-23	8.990347257296619e-23	-1.326171875	0.26549165368737904	False
6673	not	[NO CONTEXT]	Oh, I'm not sure I agree with you. It was not a good one, but it was not the worst one. Actually, it wasn't too bad.	Oh, I'm sure I agree with you. It was a good one, but it was the worst one. Actually, it wasn't too bad.	I can't think the same.	-32.80859375	-31.35546875	5.641684239247108e-15	2.4126423361153053e-14	-1.453125	0.23383840011408472	False
6679	not	[NO CONTEXT]	I'm not sure. Medium I suppose. Maybe a little on the heavy side.	I'm sure. Medium I suppose. Maybe a little on the heavy side.	Any marks on his face?	-31.783203125	-30.91015625	1.5730055886280323e-14	3.766081428133506e-14	-0.873046875	0.41767699892979315	False
6683	not	[NO CONTEXT]	Not yet. But I wonder if I can get my parents’consent.	yet. But I wonder if I can get my parents’consent.	Let me guess, your parents want you to marry a Chinese man, right?	-44.38543701171875	-44.027679443359375	5.292363053757781e-20	7.568708282695925e-20	-0.357757568359375	0.6992425729840225	False
6684	not	[NO CONTEXT]	You can't be serious. How dare you not tell me you were going to marry her?	You can't be serious. How dare you tell me you were going to marry her?	Sorry, I didn't think it mattered.	-29.488067626953125	-30.64227294921875	1.5613308740824276e-13	4.9230012402113055e-14	1.154205322265625	3.17150209374193	False
6687	not	[NO CONTEXT]	Not particularly. I like fat girls.	particularly. I like fat girls.	And I like a girl with good skin, do you?	-45.3338623046875	-44.819091796875	2.0499995121884065e-20	3.430170824523915e-20	-0.5147705078125	0.5976377320721142	False
6690	not	[NO CONTEXT]	No. I’d better not.	No. I’d better.	Why not?	-13.47705078125	-15.400390625	1.4027853231841271e-06	2.0497237458718208e-07	1.92333984375	6.843777489573223	False
6698	not	[NO CONTEXT]	Try to keep cool. It's not an easy take.	Try to keep cool. It's an easy take.	I know. I always hope for the best and prepare for the worst.	-36.384796142578125	-36.259765625	1.578642570734569e-16	1.7888909787605076e-16	-0.125030517578125	0.8824699713273662	False
6700	not	[NO CONTEXT]	Not bad. Have you heard Wendy divorced her husband?	bad. Have you heard Wendy divorced her husband?	I've heard. She looks quite depressed.	-38.759521484375	-38.9931640625	1.4687696778765647e-17	1.1627437552082609e-17	0.233642578125	1.2631929187299664	False
6703	not	[NO CONTEXT]	Not really. But it has puzzled me for a long time.	really. But it has puzzled me for a long time.	What's the puzzle?	-27.595703125	-26.869140625	1.035949078838014e-12	2.1423010126386946e-12	-0.7265625	0.4835684027250795	False
6704	not	[NO CONTEXT]	Why not?	Why?	I've been snowed under with work since my boss was away on business.	-49.6142578125	-49.87158203125	2.8366229240489653e-22	2.193042863005757e-22	0.25732421875	1.2934644242024185	False
6710	not	[NO CONTEXT]	Goofed off? Maybe, but I'm not a clock-watcher. I finished doing what I should do and then knock off an hour earlier.	Goofed off? Maybe, but I'm a clock-watcher. I finished doing what I should do and then knock off an hour earlier.	You'll be sorry if the boss finds it out. He may probably give you the bag.	-73.31640625	-72.828125	1.4424120194286319e-32	2.3504292611860573e-32	-0.48828125	0.6136802511983586	False
6711	not	[NO CONTEXT]	Goofed off? Maybe, but I'm not a clock-watcher. I finished doing what I should do and then knock off an hour earlier.	Goofed off? Maybe, but I'm a clock-watcher. I finished doing what I should do and then knock off an hour earlier.	You'll be sorry if the boss finds it out. He may probably give you the bag.	-73.31640625	-72.828125	1.4424120194286319e-32	2.3504292611860573e-32	-0.48828125	0.6136802511983586	False
6715	not	[NO CONTEXT]	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are not well done.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are well done.	You are absolutely right. They are too brief. They don't tell you anything.	-50.90739440917969	-52.46063232421875	7.78394072350625e-23	1.6467848556533332e-23	1.5532379150390625	4.726750247176707	False
6718	not	[NO CONTEXT]	I’m not sure. I’ll try to prove my feeling.	I’m sure. I’ll try to prove my feeling.	I hope I can do something for you.	-24.38232421875	-23.423095703125	2.5756754339963565e-11	6.72169476431564e-11	-0.959228515625	0.3831883958299013	False
6725	not	[NO CONTEXT]	Of course not. I believe he’s innocent.	Of course. I believe he’s innocent.	I don’t understand.	-15.85382080078125	-16.04815673828125	1.302486135653809e-07	1.0724426666016806e-07	0.1943359375	1.2145042119417742	False
6727	not	[NO CONTEXT]	Tom is making so much noise. I have not a bit of peace and quiet all evening.	Tom is making so much noise. I have a bit of peace and quiet all evening.	You can talk with him.	-27.783203125	-27.89453125	8.588319513088768e-13	7.683498358876369e-13	0.111328125	1.1177616122175784	False
6729	not	[NO CONTEXT]	Don't worry about it. It's not new, it already has a few scratches. Did you get hurt?	Don't worry about it. It's new, it already has a few scratches. Did you get hurt?	No, thank you.	-15.922271728515625	-15.768157958984375	1.2163127211055002e-07	1.418979132050024e-07	-0.15411376953125	0.8571744951233157	False
6730	not	[NO CONTEXT]	No. Not necessarily in town. But in southern Wisconsin somewhere. A tornado has been spotted. They have two stages here.This is what is called a tornado watch. That means that the weather conditions are perfect for a tornado.	No. necessarily in town. But in southern Wisconsin somewhere. A tornado has been spotted. They have two stages here.This is what is called a tornado watch. That means that the weather conditions are perfect for a tornado.	I understand. They think a tornado might come.	-35.361572265625	-34.788330078125	4.3920198434192534e-16	7.791484525131771e-16	-0.5732421875	0.5636948683209988	False
6731	not	[NO CONTEXT]	Why not just tell him I'm sick? I'll ring him myself this afternoon.	Why just tell him I'm sick? I'll ring him myself this afternoon.	Alright. Have you been to see a doctor?	-34.37939453125	-33.73095703125	1.1727857054265533e-15	2.2430114575482864e-15	-0.6484375	0.5228621108821537	False
6732	not	[NO CONTEXT]	Fine with me. I know the laws of the road. I'm not worried.	Fine with me. I know the laws of the road. I'm worried.	I have a cell phone in my car. Now it's probably on the floor on the passenger side.Why don't you get it for me, and then I can call the police?	-104.99574661254883	-104.10932540893555	2.5172515842662375e-46	6.107935752937796e-46	-0.8864212036132812	0.4121280390114597	False
6735	not	[NO CONTEXT]	Oh, no, I'm fine.My refrigerator is piled up with food.But if it's not too much trouble for you. I'd like something to read.	Oh, no, I'm fine.My refrigerator is piled up with food.But if it's too much trouble for you. I'd like something to read.	Sure, I'll get it for you.Books or magazines?	-36.87411308288574	-36.49583053588867	9.677789308767802e-17	1.4127398176244606e-16	-0.3782825469970703	0.6850369181949669	False
6741	not	[NO CONTEXT]	Don't get me wrong, I'm not saying he's like that all the time.	Don't get me wrong, I'm saying he's like that all the time.	So, can I trust him or what?	-33.5966796875	-33.42578125	2.565354581347208e-15	3.043460361588866e-15	-0.1708984375	0.8429071768846503	False
6742	not	[NO CONTEXT]	After going through an episode like that I'm not surprised. How's her headspace?	After going through an episode like that I'm surprised. How's her headspace?	She's doing great, she's getting her confidence back, and her self-esteem, has improved drastically.She' s very happy.	-89.6539306640625	-88.7652587890625	1.158224191455275e-39	2.8166826794743196e-39	-0.888671875	0.41120151726549314	False
6743	not	[NO CONTEXT]	I did for a while, I suppose, until I left university, but after that not really.	I did for a while, I suppose, until I left university, but after that really.	Yeah, I've lost touch with most people as well, but I still see Rose occasionally.	-61.228759765625	-61.78125	2.5626394057129773e-27	1.4748370525462869e-27	0.552490234375	1.7375746027594123	False
6744	not	[NO CONTEXT]	No, not yet, but I do feel a little feverish.	No, yet, but I do feel a little feverish.	How long have you been feeling this way?	-25.650390625	-26.307647705078125	7.247310908776844e-12	3.756070799405816e-12	0.657257080078125	1.929492625624447	False
6746	not	[NO CONTEXT]	Well, I'm not working on the weekend, so we could grab some beer, ice and our fishing rods, and head out to the river.	Well, I'm working on the weekend, so we could grab some beer, ice and our fishing rods, and head out to the river.	That sounds good. I've missed you my friend.	-42.6572265625	-42.59375	2.9799013751633327e-19	3.175187757722955e-19	-0.0634765625	0.9384961150455967	False
6752	not	[NO CONTEXT]	In a cab you just pay what it says on the meter. I generally tip hotel porters 10 yuan per bag, but in first-class hotels they're instructed not to accept gratuities.	In a cab you just pay what it says on the meter. I generally tip hotel porters 10 yuan per bag, but in first-class hotels they're instructed to accept gratuities.	You'd have a revolution on your hands if you tried to introduce that sort of system here.	-59.14373779296875	-59.292341232299805	2.0615840113652968e-26	1.7769016215579066e-26	0.1486034393310547	1.1602128032039238	False
6754	not	[NO CONTEXT]	I see. I guess diapers and baby food are expensive.Bringing up children is not easy.	I see. I guess diapers and baby food are expensive.Bringing up children is easy.	My wife will be going back to work soon.	-30.64990234375	-30.2255859375	4.885584635983977e-14	7.467836741873657e-14	-0.42431640625	0.6542168508571599	False
6770	not	[NO CONTEXT]	Not bad I guess. I just got back from Hawaii.	bad I guess. I just got back from Hawaii.	How was it?	-20.0224609375	-20.6083984375	2.0153742284030355e-09	1.1217246863955217e-09	0.5859375	1.7966745787498977	False
6776	not	[NO CONTEXT]	Maybe you should communicate with him like a friend and not a boss.	Maybe you should communicate with him like a friend and a boss.	Oh, I always have difficulty in getting along with the staff.	-44.99664306640625	-43.8184814453125	2.872144012263628e-20	9.3298637802809e-20	-1.17816162109375	0.3078441529161484	False
6777	not	[NO CONTEXT]	Don't take any chances. It'd be best if you told him and promised not to be late again. He's already mad at you for last 2 times. Any more and he might fire you.	Don't take any chances. It'd be best if you told him and promised to be late again. He's already mad at you for last 2 times. Any more and he might fire you.	You said it. It won't happen again. Do you really think he'd fire me?	-49.30078125	-49.61512756347656	3.880992018662764e-22	2.834156841085126e-22	0.3143463134765625	1.3693638836080897	False
6779	not	[NO CONTEXT]	Not bad.Thank you for your help. I am always busy with this job, I feel a bit tired.	bad.Thank you for your help. I am always busy with this job, I feel a bit tired.	I had the same feeling when I first came to work here. but after a period of time, I feel better, I am sure you' ll get used to this busy job.	-89.06465148925781	-88.64729309082031	2.0879174577497984e-39	3.169346882635109e-39	-0.4173583984375	0.6587847701965109	False
6785	not	[NO CONTEXT]	No, but thanks for offering, actually could you bring some fold-up chairs for people if you have any? I am afraid not everyone's going to have a seat, do you have any?	No, but thanks for offering, actually could you bring some fold-up chairs for people if you have any? I am afraid everyone's going to have a seat, do you have any?	sure, I will be happy to bring a few, what is the address?	-51.66246032714844	-51.81459045410156	3.6582936092492836e-23	3.1420224494441604e-23	0.152130126953125	1.1643117349134326	False
6790	not	[NO CONTEXT]	You were scared, too? I dared not tell you my feeling when I heard that. I almost got fainted.	You were scared, too? I dared tell you my feeling when I heard that. I almost got fainted.	I could not and can’t make out the reason why she would set her heart on a man like Dick. He plays the field with many girls.	-112.702392578125	-112.677978515625	1.1323294585778448e-49	1.160314444330296e-49	-0.0244140625	0.9758815501356588	False
6807	not	[NO CONTEXT]	I hear that Helen does not relate very well to her husband.	I hear that Helen does relate very well to her husband.	Unbelievable! I remember her husband is her former classmate. They fell in love with each other in college.	-68.25292778015137	-70.46002960205078	2.2810252425245142e-30	2.5095621125293107e-31	2.207101821899414	9.089335669901148	False
6811	not	[NO CONTEXT]	Yeah. I could not stand living here. There is always much noise in the neighborhood.	Yeah. I could stand living here. There is always much noise in the neighborhood.	You mean noise? How could it be?	-34.7257080078125	-35.25146484375	8.295004615752567e-16	4.903242123402224e-16	0.5257568359375	1.6917387326565247	False
6813	not	[NO CONTEXT]	Why not?	Why?	He is too unpredictable. He says anything that pops into his head. And then he forgets it all.	-72.09547424316406	-70.91059112548828	4.890275946371283e-32	1.5992691718903716e-31	-1.1848831176757812	0.30578191791134623	False
6817	not	[NO CONTEXT]	I am not sure.	I am sure.	Don’t lose your reason. Go to find him and talk with him.	-62.51513671875	-59.679046630859375	7.079801602613588e-28	1.207033609226515e-26	-2.836090087890625	0.05865455235459789	False
6820	not	[NO CONTEXT]	I calmed up. And finally, I asked her to chew the cud for such an important decision. I could not have the heart to disappoint her with a blunt refusal.	I calmed up. And finally, I asked her to chew the cud for such an important decision. I could have the heart to disappoint her with a blunt refusal.	But I put my foot down and insisted on her forgetting that.	-47.710693359375	-45.8380126953125	1.9033083208429703e-21	1.2382377068168116e-20	-1.8726806640625	0.15371106132245665	False
6822	not	[NO CONTEXT]	I was not born yesterday. It must be either you or Adam.	I was born yesterday. It must be either you or Adam.	It’s me, mum, I am sorry.	-39.095703125	-40.0537109375	1.0494261132044347e-17	4.026190873863996e-18	0.9580078125	2.6064986635799623	False
