id	word	context	w_word	wo_word	followup	with-without_diff
7399	not	Do you think children watch too much Tv?	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and become couch potatoes.	Perhaps I should impose a limit on how much Tv my kids can watch. They don’t do much else in their free time. At least they always do their homework first.	0.11054277736408169
7413	not	Do you like Barry?	No, not very much. He’s too ambitious and dishonest.	No, very much. He’s too ambitious and dishonest.	I agree. I like his brother, Paul. They are not alike.	0.1443253430453213
7426	not	Hi! How are you going?__eou__Fine, thank you. How are you doing this morning?	Not bad. How about you? Haven't seen you for a long time.	Bad. How about you? Haven't seen you for a long time.	Yes. I've been to New York. I got back only yesterday.	0.13248324138579148
7430	not	What kind of jobs are becoming popular in your country?__eou__As in many countries, there’s been a big growth in anything related to computers. Young people are attracted to that field in particular. There’s also been a big growth in education.__eou__There’s been a growth in that field in my country too. A lot of people want to learn practical and professional skills.	The interesting thing is that many of the teachers are not actually trained teachers. They are usually professionals who are taking a break from their jobs to pass on skills to others.	The interesting thing is that many of the teachers are actually trained teachers. They are usually professionals who are taking a break from their jobs to pass on skills to others.	I noticed that too. What are the people learning?	0.0783017995709856
7457	not	Do you think I still fashionable in this dress?__eou__I think so. Blue is still very fashionable at the moment.	This style came out last year, though. I like the dress, but I’m not sure whether last year’s fashions will be same this year.	This style came out last year, though. I like the dress, but I’m sure whether last year’s fashions will be same this year.	I think this kind of dress will stay in fashion for a few more years. People don’t change fashions every year. It would be too expensive.	0.15342535288157322
7458	not	What’s the first thing you do when you go to the bathroom in the morning?	I look at myself in the mirror. Sometimes, it’s not a pleasant sight, especially if I have been out late the late before.	I look at myself in the mirror. Sometimes, it’s a pleasant sight, especially if I have been out late the late before.	Do you usually shower or take a bath?	0.15333502798369425
7462	not	Judy, what is everybody talking about?__eou__Haven’t you heard? Richard was fired by our manager.__eou__You’re kidding. It can’t be true.	Believe it or not. Everybody is talking about it in the company.	Believe it or. Everybody is talking about it in the company.	Really? I’m surprised.	0.17856161589454622
7476	not	Oh dear, my weight has gone up again.	I am not surprised, you eat too much.	I am surprised, you eat too much.	And I suppose sitting at the desk all day in the office doesn't help.	0.23087661570691065
7478	not	Hi Jane, you look great.__eou__You too. Have you lost some weight?__eou__Yes, I took off 4 kilos. I am glad you notice it.	Not some crazy diet fat I hope.	Some crazy diet fat I hope.	No no, I just changed my eating habits. I eat a balance meal. and I eat less than before.	0.023607263193004435
7489	not	Would you mind taking your feet off the table, Mike?	Not at all. But I've found satisfaction in it!	At all. But I've found satisfaction in it!	Do you put your feet on your own table?	0.2061102576877758
7493	not	Do you know much about computers?	Not a great deal.	A great deal.	I've just been reading an article about them. They'll be used for all sorts of things now.	0.13921805873061643
7497	not	Would you like to come to our party?	I'd like to. But I'm not myself today.	I'd like to. But I'm myself today.	what happened? You look so pale.	0.1934646559924622
7505	not	How can I lose weight, doctor? I seem to get fatter even when I just look at food?__eou__Well, Jim. It is a combination of how much you eat, the type of food you eat, and when you eat your meals.__eou__I never eat breakfast though.	That's a big mistake, you should always have a good breakfast. You will not run your car without fuel, and yet you won't expect your body to work without food.	That's a big mistake, you should always have a good breakfast. You will run your car without fuel, and yet you won't expect your body to work without food.	I never thought about it that way.	0.02985204540047004
7511	not	Say, Jim, how about going for a few beers after dinner?	You know that is tempting but is really not good for our fitness.	You know that is tempting but is really good for our fitness.	What do you mean? It will help us to relax.	0.1235273621560582
7520	not	How do you know? I thought Taiwanese people didn't have garage sales.	You're right. We're not really into used stuff.	You're right. We're really into used stuff.	Well, I've grown to like second-hand things. I wouldn't have gotten through university without them!	0.07901551925529837
7521	not	What do you think of this one?__eou__Eh, so so.__eou__And this one? Too flashy?	Nah, not too flashy.	Nah, too flashy.	Hug! And this sweater from my aunt? Isn’t it hideous?	0.08352671156227132
7530	not	Harry, do you like the opera?	No, not really.	No, really.	Why is that? It is called real art.	0.2794749877032112
7533	not	Is it true that rice is the staple food in most of Southeast Asia?	I'm not an expert, but that's the impression I have.	I'm an expert, but that's the impression I have.	Is rice your staple food, too?	0.35118834218200345
7542	not	Congratulations, Vivian. You won the grand prize, again.__eou__Isn't it just great! I just knew I'd win!__eou__You did? How? Did you wear red underwear again this year?	Not only that!	Only that!	Tell me! Tell me! What's your secret?!	0.1421164553874248
7552	not	You mean it shuts off to save energy?__eou__Yep. And it breathes, see!	It's not breathing!	It's breathing!	Yes, it is. Look at the little light! It blinks off and on.	0.10660678760748521
7554	not	Are you ready to go shopping?	Not yet. I'm not finished with my research yet.	Yet. I'm finished with my research yet.	What research?	0.5931177297059225
7558	not	... I knew it. I always knew you were a lesbian!	She's my roommate, not my date. The D-man, as in dork.	She's my roommate, my date. The D-man, as in dork.	Haha. Still got that great sense of humor, I see. Here's my card. I sell used cars. A car from us is a car you can trust!	0.14488083658081852
7566	not	Are you going to watch the Indy Five Hundred on TV this weekend?	I'm not really into racecar driving.	I'm really into racecar driving.	You were when we were in high school. That, and baseball.	0.1822577702755832
7579	not	I've never met anyone like Clyde before.__eou__He's such a buppie-a black yuppie. Black people come in all shapes and sizes. Just check out the party.__eou__Wow! There are so many different people here. I expected mostly athletes and rappers.	You'll find some of those here, too. But not if you don't shake it up! There's an African saying, “ If you can talk, you can sing! If you can walk, you can dance! ”	You'll find some of those here, too. But if you don't shake it up! There's an African saying, “ If you can talk, you can sing! If you can walk, you can dance! ”	Then I'll just shut up and sit down!	0.023384132780486233
7584	not	Let' s got out tomorrow night. We can go to a bar and try to find you a girlfriend.	I don' t think that' s a good idea. I am just not good with approaching someone and starting up a conversation.	I don' t think that' s a good idea. I am just good with approaching someone and starting up a conversation.	Maybe you just need a few pick-up lines, you know, break the ice.	0.17285676924887383
7586	not	I have made up my mind. I am getting a tattoo.__eou__Really? Are you sure?	Yeah! Why not? They are trendy and look great! I want to get a dragon on my arm or maybe a tiger on my back.	Yeah! Why? They are trendy and look great! I want to get a dragon on my arm or maybe a tiger on my back.	Yeah but, it is something that you will have forever! They use indelible ink that can only be removed with laser treatment. On top of all that, I have heard it hurts a lot!	0.06900598670973457
7604	not	Man, I’m freaking out! You gotta help me!__eou__Whoa, whoa, take it easy, relax. Geez, you’re sweating like a pig! What’s going on?	I can’t go through with this! I just can’t! I’m not ready for marriage! What was I thinking? I’m only thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	I can’t go through with this! I just can’t! I’m ready for marriage! What was I thinking? I’m only thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	What are you talking about? It wasn’t more than a month ago that you were rambling on about how you are tired of living the life of a bachelor and how you envy your friends that have a family!	0.09505547921222957
7608	not	Did you read this? It says that the number one new years resolution make is to spend more time with friends and family.__eou__Why would that be funny?	Well, think about it. We are a society that is always on the go, not because we have to, but because we want to.	Well, think about it. We are a society that is always on the go, because we have to, but because we want to.	Why?	0.13045101557975203
7616	not	So what are you doing for Thanksgiving?	Not much really. It's more of an American tradition, so back home we don't really celebrate it. In fact, I am not even sure of what exactly is being celebrated!	Much really. It's more of an American tradition, so back home we don't really celebrate it. In fact, I am even sure of what exactly is being celebrated!	Well you know, it's a time to get together with all your family and be thankful for everything!	0.40460654115869943
7624	not	Wow, that terrible movie is finally over. Next time I’m picking the film, because I don’t want to end up seeing a chick flick.__eou__Well you should have picked, in the end you always complain about everything.	Not everything, just this film. Even the title is ridiculous, and it’s so long, those are the two and a half most wasted hours of my life, so much so that I’m thinking about asking them to give me my money back.	Everything, just this film. Even the title is ridiculous, and it’s so long, those are the two and a half most wasted hours of my life, so much so that I’m thinking about asking them to give me my money back.	I’m thinking of taking you back home. I thought we could have a nice evening, but you’re always so negative.	0.09688613684868264
7645	not	I heard that ben is forming his own band.__eou__It will be a rock and roll band probably. He’s a very good guitarist.__eou__Can you play a musical instrument? If you can, he might ask you to join the band.	I can play drums, but I haven’t played for a while. I’m not sure I’d be good enough to play in a band.	I can play drums, but I haven’t played for a while. I’m sure I’d be good enough to play in a band.	I wish I could play a musical instrument. I love music.	0.0698858260136257
7660	not	What’s the area of your country?	It’s not very big. It’s a little over half a million square kilometers.	It’s very big. It’s a little over half a million square kilometers.	That sounds quite big! How many people live there?	0.03326488809382666
7665	not	There are so many environment problems in the world today. Do you think we can really solve them all or will destroy the world?__eou__I hope that world leaders can get together and agree on a plan for action, but I doubt it’ll happen before it’s too late.__eou__We need to solve the problem of air pollution before we destroy the atmosphere. There’s lots of clean, modern technology, but companies in developed countries say it’s expensive. Developing countries put more emphasis on economic development than on environment protection.	Everyone is looking at the issue in the short term, rather than the long term. It’s the same with the destruction of the rainforests. Countries and companies just want the wood. They’re not thinking about the long-term damage to the forests. We should also remember that the forests are an important natural habitat for thousands of species of animal and plant life.	Everyone is looking at the issue in the short term, rather than the long term. It’s the same with the destruction of the rainforests. Countries and companies just want the wood. They’re thinking about the long-term damage to the forests. We should also remember that the forests are an important natural habitat for thousands of species of animal and plant life.	In other parts of the world, especially in Africa, there is a problem with desertification. Climate change and over-farming are causing farmland to turn into desert. In means that people cannot grow enough food.	0.05205086410058413
7666	not	I went shopping without my umbrella yesterday morning.__eou__Yesterday morning was beautiful I thought the sunning was going to continue.__eou__So did I. that's why I didn't take my umbrella. I got cold in the rain in the afternoon. It was raining cats and dogs.	I know. I could not believe it when I got hit by that storm. It was pouring with rain all afternoon.	I know. I could believe it when I got hit by that storm. It was pouring with rain all afternoon.	We really have some movable weather sometime. I wish I would live somewhere which were sunning all year round.	0.034674122887833114
7681	not	hi, Meally, do you know that guy over there?__eou__The tall one? Sure, that's Drive, he works with Lily.__eou__He is cute. What dose he do?	I'm not sure, he is a manager I think.	I'm sure, he is a manager I think.	Really? Are you going to introduce us?	0.14120485208608535
7686	not	I'm afraid I can't go to the pictures with you tomorrow.__eou__Busy with your work again?	Not really. I'm expected to attend a meeting.	Really. I'm expected to attend a meeting.	I'm not at all convinced. Tomorrow is Saturday!	0.08425603919655211
7687	not	Do you like snakes?	Of course not. I'm afraid of them.	Of course. I'm afraid of them.	I mean, do you like snake meat?	0.09780628416273318
7692	not	What would you like to do tonight?	I'm not sure.	I'm sure.	What about going to a movie?	0.33092309101935347
7704	not	Is Water Shrinking Festival official?	No, most of the traditional festivals of the minority nationalities are not official.	No, most of the traditional festivals of the minority nationalities are official.	Don't you think these festivals are more interesting!	0.14970732602206205
7711	not	Do you drink the Robust Milk every day?	Not every day, but occasionally.	Every day, but occasionally.	It will make you as fit as a fiddle.	0.23866136807661764
7720	not	Hi, Francis.__eou__Oh, Mike. How are you doing?	Not bad. It seems you are super yogurt lover. You have so many in your cart.	Bad. It seems you are super yogurt lover. You have so many in your cart.	Well, I prefer yogurt to all the other drinks. Have you ever tried a kind of yogurt with old milk in it? It tastes great and very healthy too.	0.16226520608236727
7723	not	I am thinking about inviting you to a dinner. When would you have time? And what kind of food do you fancy?__eou__That would be great. I am really in the mood for a spicy hotpot. Any special reason for the invitation?	To thank you for helping me at work last week. If you would not have been so kind, I would not have been able to pick my parents from the airport. You really did me a big favor. Thank you so much.	To thank you for helping me at work last week. If you would have been so kind, I would have been able to pick my parents from the airport. You really did me a big favor. Thank you so much.	It was my pleasure. How about this evening? I feel very hungry now.	0.08824037757539571
7730	not	Come on in. I am so glad you are here. We have been expecting you.__eou__Am I late for the party? Looks everyone is already here. Hope I didn’t miss something interesting.__eou__No, you are just on time. We haven’t really started yet.	Great, here are some flowers for you. I hope you like them. I was not sure if the color will suit your new apartment.	Great, here are some flowers for you. I hope you like them. I was sure if the color will suit your new apartment.	Thank you, they’re beautiful. You can hang your coat over there. Try this new couch, it is so comfortable. You will love it. Want something to drink, tea, coffee, juice or Cola?	0.05889534839887811
7751	not	Would you mind if I make a suggestion?	Of course not, go ahead.	Of course, go ahead.	Maybe you should try to quit smoking. You know it is very bad for your health.	0.01014028079267848
7759	not	Everyone wants to be financial lose kill. You must invest your savings if you planed to retire rich. I’m thinking about buying stocks. It can be a good investment if I can manage well. What do you say?	I partly agree with you. Buying stocks is not difficult, but making money consistently from buying stock is very difficult. Even professionals don’t find it easy, so be careful. Anyway, people like us need help with investing. Why not do some online research? There are data, reports and discussion forums to educate people on how to invest. In addition, you need to visit an established website that offers stock charts.	I partly agree with you. Buying stocks is difficult, but making money consistently from buying stock is very difficult. Even professionals don’t find it easy, so be careful. Anyway, people like us need help with investing. Why do some online research? There are data, reports and discussion forums to educate people on how to invest. In addition, you need to visit an established website that offers stock charts.	Wow, you sound very professional.	0.21058092468533696
7762	not	I am going to celebrate my birthday with you all in a night club this year, what do you say?	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I nearly got burnt by a cigarette.	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are really possible. Once I nearly got burnt by a cigarette.	How did that happen?	0.10500076887722365
7763	not	Titanic made a hit! It was so touching.	But I see things rather differently.The heroin is not attractive and her acting is just so-so.	But I see things rather differently.The heroin is attractive and her acting is just so-so.	The heroin may not be attractive. I like the story, though.	0.11573208189171202
7777	not	How about the hiking? It was freezing yesterday, are you all ok?__eou__Can’t be better, it was wonderful. We had a lot of fun there. There was so much joy and walk and breathe the winter air. We arrived at the park at 9 o’clock in the morning and didn’t leave till 3 o’clock in the afternoon.__eou__You had been walking for 6 hours, isn’t that boring?	Of course not! We built a snowman, some snow dogs and one big snow fort. We went sliding on the nice hill. It was a real work out. At noon, we had the most special winter picnic outside. Fortunately, we got it all on a video tape. You must come with us next time. I bet you will love it.	Of course! We built a snowman, some snow dogs and one big snow fort. We went sliding on the nice hill. It was a real work out. At noon, we had the most special winter picnic outside. Fortunately, we got it all on a video tape. You must come with us next time. I bet you will love it.	Well. You know I hate walking, but I can’t wait to see your guys’video.	0.03343118040048898
7778	not	Hi, Monica, I got big news.__eou__You got a raise?	Not really, just take a wild guess.	Really, just take a wild guess.	You got promoted?	0.06488542620129767
7780	not	I feel confused by all the diet options out there. I don’t know which one actually works.	Most of them are not so practical. It will be very bad for your health if you skip lunches or supers as the recommended. I think making an exercise plan can be more effective.	Most of them are so practical. It will be very bad for your health if you skip lunches or supers as the recommended. I think making an exercise plan can be more effective.	Maybe you’re right. It is very expensive to go to a weight-loss center. I’d better join in a fitness club.	0.08851500080787833
7781	not	Have you ever played Making?	Not really, but I know it is very popular a traditional Chinese gambling game.	Really, but I know it is very popular a traditional Chinese gambling game.	Yes, some friends play it all day, all night, and sometimes a whole weekend. I tried to read about some basic rules online, but it is hard to understand. So I went to watch people play yesterday only to find I was even more confused. I think I have to work hard on those rules and more learning by doing. Practice makes the master.	0.09817727434847479
7784	not	Would you like to go skiing with me? I heard the new ski area is great. They have safe tracks, especially for the beginners and provide free training. I think it suits you best.	Sounds not bad! You know, the only thing I worried about is the safety. I’m not an active exerciser and my muscle may be not strong enough for such an intense sport.	Sounds bad! You know, the only thing I worried about is the safety. I’m an active exerciser and my muscle may be strong enough for such an intense sport.	Well, Then you can go to the three-day-long training camp first. There’re some professional teachers and they can guide you to do certain necessary exercise.	0.1724397528884758
7791	not	Let's have seafood tonight and then go see the new movie at Mall Cinema.Betsy told me it's a beautiful love story and I shouldn't miss it.	Oh, Goodness, please not again.That' s what we did last week.	Oh, Goodness, please again.That' s what we did last week.	No, we didn't. Last week we went to see that movie about a man's struggle against mental illness.	0.10280395908322859
7800	not	Did you hear peter just retired?__eou__Are you sure? He is quite young, isn't he?	He is not young as he looks. I think he's almost sixty.	He is young as he looks. I think he's almost sixty.	Really? He looks so young.	0.13200797215419646
7803	not	Do you watch a lot of TV?	Not really. I could take it or leave it.	Really. I could take it or leave it.	Not me. I have to have my TV and watch whatever comes on.	0.26782980011281166
7815	not	How do you think TaiWan's economy is doing?	Not too good actually, people are not spending as much as before!	Too good actually, people are spending as much as before!	Do you know why that is?	0.39110866812772516
7819	not	What are you doing over the weekend, Sara?__eou__I'm planing to go balling tonight. Tomorrow I was hoping to see a movie. What about you?	I want to go camping, you know, just get a way for the weekend. I'm not sure I'll be able to, though.	I want to go camping, you know, just get a way for the weekend. I'm sure I'll be able to, though.	Why not?	0.17675353914131353
7843	not	I went to visit a customer in IVS Company the other day. Their offices were very impressive, especially their company Logo which is all over the place. There are Logo models in metal, copper, clove, paper. They are even printed on the wall paper and the balls of the table-lights. It is really decorated identity.__eou__It is just too much. Don’t you feel it is an exaggerating style to decorate offices in that way?	Not at all! I like the design so much. The designer must have thought really hard to come out with such a brilliant concept.	At all! I like the design so much. The designer must have thought really hard to come out with such a brilliant concept.	Wow, I doubt that.	0.09405526105326034
7847	not	You are married to a foreigner, huh? So what’s it like?	Well, the first year of our marriage, we had great difficulty getting along. The things that are important to me are not important to him. We had a lot of conflicts.	Well, the first year of our marriage, we had great difficulty getting along. The things that are important to me are important to him. We had a lot of conflicts.	Yeah, I know what you mean. The first year of any marriage is difficult for all couples, not to mention two people from different cultures.	0.04510266070836244
7851	not	Even if our company didn't have a dress code, I still think people would wear formal clothing to work.__eou__I wouldn't be so sure ... People want to wear what they feel most comfortable in.	Maybe that's true for some positions, but I think the marketing and sales staff would definitely not agree. They dress for success! You can't go out on a sales call if you are dressed in jeans. It's just not respectful to you client.	Maybe that's true for some positions, but I think the marketing and sales staff would definitely agree. They dress for success! You can't go out on a sales call if you are dressed in jeans. It's just respectful to you client.	I think what you wear is so overrated. I would rather have a down-to-earth, honest and solid sales person than a painted, patent leather, designer suite salesman.	0.04156392277846166
7860	not	The company is selecting three employees to attend the marketing seminar next month. Did you put your name in for it?__eou__No, I don't really care too much for seminars ... I find them to be either boring ot useless. I mean, how much can you really learn in one afternoon?	It's not just about the things that you learn, you know ... seminars are a really great opportunity to mingle and network with professionals in our industry from all over the nation. You can learn a few things, but more importantly, you rub shoulders with the business leaders and make contacts that could lead to potential sales or partnerships in the future. The social mixers are always more important than the seminars anyway.	It's just about the things that you learn, you know ... seminars are a really great opportunity to mingle and network with professionals in our industry from all over the nation. You can learn a few things, but more importantly, you rub shoulders with the business leaders and make contacts that could lead to potential sales or partnerships in the future. The social mixers are always more important than the seminars anyway.	I'm still not too jazzed about going ... I feel kind of awkward in those cocktail party situations.	0.08912544589538074
7863	not	Management is going through a big turnover these days. With Bill's retirement, and department realignment, we have lost about 1/3 of our managerial staff. They've been dropping like flies ...__eou__Isn't that a good thing? Having fewer bosses means having less stress, don't you think?__eou__Actually, I don't think so. Supervisors are really important to make sure everything goes smoothly in the workplace. They are necessary for divvying up work and disciplining employees. If there is no one to keep an eye on us, no one would get any work done. You know what they say, when the cat's away, the mice play.	You're right, we do need leadership. But what we don't need is too many people to lead us. You know what they say about too many chiefs and not enough Indians ...	You're right, we do need leadership. But what we don't need is too many people to lead us. You know what they say about too many chiefs and enough Indians ...	Alright ... I get your point.	0.07986826690061077
7864	not	At their last meeting, the stockholders voted unanimously to block the merger of our company with Blycore. All the executive committee was in favor of the merger ... I don't understand how the stockholders could have so much power to throw a wrench in the plans ...__eou__If they all unite on a certain issue, it's the stockholders who have the final say. You'd think it might be our CEO or the workers, but in fact, the stockholders control the money so they have the most power.__eou__Is it really that simple? It doesn't seem very efficient to run things that way ...	It might not be the most efficient, but if you think about it, it makes pretty good sense. The stockholders are our investors. They own the capital in our company, so they should have say about what is done with the company.	It might be the most efficient, but if you think about it, it makes pretty good sense. The stockholders are our investors. They own the capital in our company, so they should have say about what is done with the company.	I guess I'd buy that ...	0.05571626772797078
7865	not	Where's Bill? The ambassador is already here. The meeting is set to start at 9 am.	He's late again. Traffic is probably holding him up. You know, he commutes from the suburbs. It's not easy commuting every day. We should cut him some slack.	He's late again. Traffic is probably holding him up. You know, he commutes from the suburbs. It's easy commuting every day. We should cut him some slack.	Even though the traffic is bumper-to-bumper out there, I don't think it's heavy traffic that makes Bill late. He takes the train, remember?	0.15122848366145103
7871	not	Is that girl your girlfriend?	No, it's not.	No, it's.	She doesn't look like our classmate.	0.2958184146519862
7873	not	How are you getting along with your wife now?	What can you expect? Not that good.	What can you expect? That good.	What are you going to do then?	0.13772307973802445
7891	not	Lili, let’s take a vacation!__eou__George, how can we? Vacations cost money. And this month we don’t have much money left after paying the rent.	Well, Lili, we can visit different places in the state in our van 10. We are not going to take a plane or stay at a hotel this time. Trust me, it won’t cost much.	Well, Lili, we can visit different places in the state in our van 10. We are going to take a plane or stay at a hotel this time. Trust me, it won’t cost much.	Where will we sleep, then?	0.13302591494554905
7915	not	Hey, Frank. I heard you got a new job.	Yeah, Judy. I will be working for the Post Office. It’s not a bad job.	Yeah, Judy. I will be working for the Post Office. It’s a bad job.	Is it true that you have a heavy work schedule?	0.12470266329319113
7925	not	I wonder if we can change to Channel 26.__eou__Why? I'd like to see what's on that channel.	A lecture on how to make stir-fried ginger beef, not the boxing you like.	A lecture on how to make stir-fried ginger beef, the boxing you like.	I prefer boxing to beef.	0.08471714385918228
7940	not	It will do you good to go out for entertainment at weekends.What kind of movie do you like best?	It's hard to say, I like interesting and significant ones. I don't care whether they're blockbusters or not.	It's hard to say, I like interesting and significant ones. I don't care whether they're blockbusters or.	Shall we go downtown for a movie this Friday evening?	0.15335248986168493
7954	not	Are you getting overtime?	Yes, but it's not so appetizing.	Yes, but it's so appetizing.	Have you thought about another job?	0.09760920716691945
7980	not	Daddy, I want to buy a ten-speed-sportsman.__eou__How much is it? Is three hundred dollars enough?	No, I'm not asking for money. I'm asking for your advice.	No, I'm asking for money. I'm asking for your advice.	Oh, you've already grown up, son.	0.18613871994552111
7982	not	I want to go to china for sight-seeing.What do you think of it, Mum?	Why not? China is a wonderful country.	Why? China is a wonderful country.	Will you go with me, too?	0.18266610389060167
7997	not	I heard through the grapevine that Michael probably become the new sales manager.__eou__How did you get wind of the rumor?	I am not a rumor monger.	I am a rumor monger.	Let’s stop gossiping and get back to work.	0.01424908233901201
8003	not	Did you see the information on sales for last year? The sales review was made at our last board meeting. There's a great news for our shareholders.__eou__Yeah, I went over the figures this morning. We're finally started making money again!__eou__We've never sold this much before, our growth this year has been phenomenal. We have captured 8 % of the market, up from last year by 120 %. Our strategy is working!	Not only our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black.	Only our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black.	The company's performance has improved since Wallace became president. He's made our little business into a real lucrative operation. Products are selling like hotcakes.	0.06902954809587492
8009	not	We're in big trouble, Jason. Nick is beating us by a long shot.	Impossible! Well, I'm not giving up yet. It's not over till the fat lady sings!	Impossible! Well, I'm giving up yet. It's over till the fat lady sings!	OK, comeback kid. Here's you last question.How many times did Robin Williams win the Oscar for Best Actor?	0.4720524970615272
8011	not	I can't believe it! I lost.	It looks like you have to buy tickets for us, Jason. And we're not going to see an action movie!	It looks like you have to buy tickets for us, Jason. And we're going to see an action movie!	That's not fair, you got all the easy questions.	-0.05276618087500795
8016	not	I'll tell you something that's good about action movies. The special effects are great!	But they are so silly! They're not art!	But they are so silly! They're art!	That's just your personal prejudice. Do you know who was the director of the movie Titanic?	0.1341314676791261
8019	not	How's your new job going?__eou__Really well, thanks.__eou__How are you finding your new boss?	She's not bad. She's a bit bossy, but I'm sure I'll get used to her.	She's bad. She's a bit bossy, but I'm sure I'll get used to her.	Would you rather have her or your old boss back?	0.18626057854496736
8021	not	OK. I'll take your bet, as long as the winner gets to pick the movie. What about you, Nick?__eou__Sure. Do you want to go first, Sally?	Why not! I rolled a five. The category is Best Pictures.	Why! I rolled a five. The category is Best Pictures.	OK, here's your question What movie won the 1996 Oscar for Best Picture?	0.08157637440057197
8022	not	How did your interview go?	Pretty well. I don't know if I'll get the promotion or not, but I feel good about it.	Pretty well. I don't know if I'll get the promotion or, but I feel good about it.	If you get the promotion, what will your new title be?	0.19815681082314351
8024	not	Jack! Do you want to see a picture of my new puppy?	Sure. I thought people only showed off pictures of their new babies, not new pets!	Sure. I thought people only showed off pictures of their new babies, new pets!	Well, this is my new baby. He’s just as much trouble. That’s for sure! But, he’s a lot of fun!	0.13353492353604812
8028	not	How are you, Kim? I haven’t seen you around for a few days.	Oh, I was out sick most of last week. I’m still not completely over it. You’d better not get too close!	Oh, I was out sick most of last week. I’m still completely over it. You’d better get too close!	I’m sorry to hear about that. Why don’t you join me for a hot cup of tea? It’ll be good for you!	0.31845769234235277
8033	not	I think you're being a little naive.__eou__If I want, I can protect myself by paying through an escrow account, which holds the money until I receive the item.__eou__That proves my point! Protect yourself or you'll get burned.	EBay also offers free insurance. You can get a refund of up to $ 200 if you're not satisfied with your purchase.	EBay also offers free insurance. You can get a refund of up to $ 200 if you're satisfied with your purchase.	$ 200? If they get a hold of your credit card number, you're going to be out a lot more than $ 200! I had a friend who ...	0.06836153856685812
8034	not	Who got ripped off?__eou__Big time! A hacker broke into the company's files and got all her personal information. You really think it's completely safe?	Well, maybe not 100 percent. I did hear about some tricks people use.	Well, maybe 100 percent. I did hear about some tricks people use.	Now we're getting to the truth.	0.16508127303563747
8035	not	I'm the coolest high-tech stud around ...__eou__Why? Do you have a robot girlfriend?	Not yet ... I got an MP3 player and a set of stereo headphones.	Yet ... I got an MP3 player and a set of stereo headphones.	So you can download MP3 music from the Net and record it onto the MP3 chip?	0.1343181715596975
8039	not	I have something really cool to tell you about! Do you know anything about online auctions?	Not really.	Really.	They're awesome! I was browsing through the eBay auction today, and I found the cutest fat little copper Buddha! It's over a hundred years old.	0.19640930111591626
8041	not	Yeah. Just pull on this strip. Then peel off the back.__eou__You might make a few enemies this way.	If they don't think this is fun, they're not meant to be our friends.	If they don't think this is fun, they're meant to be our friends.	You mean your friends. I think it's cruel.	0.1006457663294098
8045	not	What are you hiding in your coat pocket?__eou__It's a camera.__eou__You want to take pictures of the inside of your pocket?	Not even funny, Billy. This is my new snapshot sticker camera.	Even funny, Billy. This is my new snapshot sticker camera.	What's that supposed to mean?	0.13308451176768
8050	not	What's the matter with you, Paul?	I'm not feeling well. I think I'm having a cold.	I'm feeling well. I think I'm having a cold.	Looks like it.You need to drink a lot of water and take a good rest.	0.18953382699198285
8062	not	You look very professional in the suit.	The company regulates that men should wear a suit and tie in business meeting. Company policy is not negotiable.	The company regulates that men should wear a suit and tie in business meeting. Company policy is negotiable.	I appreciate it. It is related to company image.	0.13940739666256396
8063	not	I met a girl in elevator this morning. She works in a company upstairs. She said she envied the casual way we dress for work. She complained about the dress rule in her company. It requires everyone to wear formal clothes from Monday to Friday.__eou__Well, I was wondering where those people with professional attire come from. Now, I know the answer.__eou__You know, in a sense, a suits and ties are compulsory for male employees even in July, and no jewelry allowed for most of the female employees. Even the reasonable male leaf is returning the rule, isn’t that strict?	To some extent, it is. Anyway, whether they like it or not, they do give people a very good impression.	To some extent, it is. Anyway, whether they like it or, they do give people a very good impression.	But it is unjust to judge a book by its cover. If they’re not happy or comfortable with their clothes, they can be less productive.	0.07890422938693886
8067	not	I am thinking about inviting you to a dinner. When would you have time? And what kind of food do you fancy?__eou__That would be great. I am really in the mood for a spicy hotpot. Any special reason for the invitation?	To thank you for helping me at work last week. If you would not have been so kind, I would not have been able to pick my parents from the airport. You really did me a big favor. Thank you so much.	To thank you for helping me at work last week. If you would have been so kind, I would have been able to pick my parents from the airport. You really did me a big favor. Thank you so much.	It was my pleasure. How about this evening? I feel very hungry now.	0.08824037757539571
