id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode
6389	not	It's a lovely day, isn't it?__eou__Yes, the weather sure is nice today.__eou__I love it when the weather is like this.Why don't we sit down outside and have our lunch?	That sounds like a good idea.The sky is clear, the sun is shining and there's a nice cool breeze, so it is not too hot.	That sounds like a good idea.The sky is clear, the sun is shining and there's a nice cool breeze, so it is too hot.	I really miss the change of seasons like we have in Colorado; but I must admit, this sure is a nice spring day.	-95.25306582450867	-100.39326739311218	-2.44238630319253	-2.641928089292426	39	38	-103.23716688156128	-104.06451559066772	-2.9496333394731793	-2.973271874019078	35	35	-496.1590027809143	-496.35968255996704	-3.2218117063695733	-3.2441809317644905	154	153	True	True
6391	not	Good morning, Mei! How are you?__eou__Hi Tom! I'm fine, and you?	Not bad thanks.	Bad thanks.	Good. See you!	-32.72222852706909	-48.74432325363159	-2.5170945020822377	-4.062026937802632	13	12	-35.58582890033722	-47.701003193855286	-2.5418449214526584	-3.407214513846806	14	14	-330.221226811409	-350.93357479572296	-4.0768052692766545	-4.386669684946537	81	80	True	True
6400	not	I'm thirsty. Pull over to that store, I'll buy some drinks.	I'm afraid I can't. Parking is not allowed here.	I'm afraid I can't. Parking is allowed here.	Oh, that's too bad, Where can you park around here?	-60.5386358499527	-75.18640196323395	-2.75175617499785	-3.5803048553920926	22	21	-45.83827233314514	-44.32318115234375	-1.9929683623106584	-1.927094832710598	23	23	-402.07988607883453	-414.88498389720917	-4.370433544335158	-4.559175647222078	92	91	True	True
6402	not	I am looking for a comfortable convenient way to see the country.__eou__Have you heard of motor coaching? It's one of the fastest-growing segments for the travel industry.	No, I've not heard of it. Tell me about it.	No, I've heard of it. Tell me about it.	It's almost like going on an ocean cruise except that you go by land. Everything is planned for you from the moment you step on board a luxury coach.	-33.565659165382385	-40.28118932247162	-1.459376485451408	-1.8309631510214373	23	22	-106.76042675971985	-106.19579684734344	-2.603912847798045	-2.590141386520572	41	41	-470.2976540327072	-477.00504875183105	-3.5628610153992972	-3.641259914136115	132	131	True	True
6408	not	It sounds that you have a high opinion of him.__eou__He is an all-right guy. I have no bone to pick with him.__eou__Birds of feather flock together.	But he is not a fine wether friend who could sell you down the river.	But he is a fine wether friend who could sell you down the river.	You cannot judge a person that way. I have a hunch that he is a sly dog.	-84.61318612098694	-83.74140191078186	-3.2543533123456516	-3.3496560764312746	26	25	-88.1714780330658	-90.01472318172455	-3.040395794243648	-3.103955971783605	29	29	-501.34313452243805	-497.4759463071823	-3.94758373639715	-3.9482217960887485	127	126	True	True
6409	not	I told you that she is no fool.	I know she is quite an article, but I was not sure of her ability to cope with a boss.	I know she is quite an article, but I was sure of her ability to cope with a boss.	She cannot get in Dutch with him. He is her boss, you know.	-117.77968895435333	-120.88380539417267	-3.79934480497914	-4.029460179805755	31	30	-69.3470607995987	-65.39268612861633	-2.7738824319839477	-2.615707445144653	25	25	-449.0476783514023	-452.1110280752182	-4.677579982827107	-4.75906345342335	96	95	True	True
6410	not	Has the chief accepted our plan?	Not yet. I guess we should send Jim along to talk to the chief since he is such an apple polisher. I am sure he can help.	Yet. I guess we should send Jim along to talk to the chief since he is such an apple polisher. I am sure he can help.	Let’s have a try.	-132.14332389831543	-141.03221583366394	-3.303583097457886	-3.6162106624016395	40	39	-48.68327879905701	-48.714808344841	-3.245551919937134	-3.2476538896560667	15	15	-437.2622797489166	-446.9204246997833	-4.701744943536738	-4.857830703258514	93	92	True	True
6418	not	Can you speak Japanese?	Yes, I can, but not very well.	Yes, I can, but very well.	Where did you learn it?	-15.659851312637329	-30.58957314491272	-0.8242027006651226	-1.699420730272929	19	18	-12.056844592094421	-12.020393133163452	-0.8037896394729614	-0.8013595422108968	15	15	-278.18541836738586	-289.8299255371094	-3.9740774052483694	-4.200433703436368	70	69	True	True
6447	not	Hey, Mary, what's up?	Not much. Last night I met this great guy at the bar and we had such a wonderful time that we decided to meet again tonight.	Much. Last night I met this great guy at the bar and we had such a wonderful time that we decided to meet again tonight.	Oh, that's exciting. What's this guy like? Is he hot?	-90.07844769954681	-94.82353007793427	-2.4345526405282922	-2.6339869466092853	37	36	-36.09740459918976	-35.59633791446686	-1.4438961839675903	-1.4238535165786743	25	25	-359.1652615070343	-362.59801638126373	-3.5560916980894484	-3.6259801638126374	101	100	True	True
6460	not	What's this, I wonder?	I'm not sure.Let me have a look ... It could be a coffee grinder.	I'm sure.Let me have a look ... It could be a coffee grinder.	A coffee grinder?	-97.83481967449188	-104.9770485162735	-3.6235118397959956	-4.037578789087442	27	26	-17.86441147327423	-18.753756403923035	-1.3741854979441717	-1.4425966464556181	13	13	-356.05562341213226	-362.8914042711258	-4.5648156847709265	-4.7128753801444905	78	77	True	True
6461	not	What do you think of smoking?	It’s harmful not only for yourself but for others.	It’s harmful only for yourself but for others.	What in your opinion can be done to stop smoking?	-63.05851185321808	-68.94211781024933	-3.152925592660904	-3.628532516328912	20	19	-37.26335382461548	-39.3868088722229	-1.863167691230774	-1.969340443611145	20	20	-343.20285761356354	-349.23703396320343	-4.400036636071327	-4.535545895626019	78	77	True	True
6475	not	I feel very miserable. I took the death of my wife very hard, you know.__eou__Cheer up! Let bygones be bygones.	I’Ve tried it, not a chance.	I’Ve tried it, a chance.	It seems you have to take time.	-64.86054980754852	-69.15461719036102	-3.4137131477657117	-3.841923177242279	19	18	-57.67053544521332	-49.450143456459045	-3.3923844379537247	-2.9088319680270027	17	17	-446.3578745126724	-442.768909573555	-4.419384896165074	-4.42768909573555	101	100	True	True
6482	not	How is Jim recently?	He has lost his job, and his wife died from cancer not long before.	He has lost his job, and his wife died from cancer long before.	Poor guy! It will take him a long time to get back on his feet.	-73.87994599342346	-77.79114103317261	-2.9551978397369383	-3.2412975430488586	25	24	-52.15162205696106	-50.74673068523407	-2.005831617575425	-1.9517973340474641	26	26	-376.85841405391693	-379.949178814888	-4.331705908665712	-4.418013707149861	87	86	True	True
6487	not	Lily thinks that the job takes a back seat to the family after she is married.__eou__She must be a good wife.	Not necessarily. This is only what she says, not what she does.	Necessarily. This is only what she says, what she does.	I see.	-39.52031767368317	-67.46978056430817	-1.646679903070132	-2.9334687201873115	24	23	-26.848249197006226	-27.96609938144684	-2.237354099750519	-2.3305082817872367	12	12	-374.35717821121216	-393.7466162443161	-3.9406018759074963	-4.18879378983315	95	94	True	True
6505	not	What kind of person do you consider yourself to be?__eou__I think I'm polite, careful, relaxed and shy.__eou__Oh, I don't think you're shy! You are always chatting with new people when we go to a party.	Well. Yes, but those people always start talking to me. I never talk to them first. Perhaps I'm not as shy as I think. Anyway, you're certainly not shy!	Well. Yes, but those people always start talking to me. I never talk to them first. Perhaps I'm as shy as I think. Anyway, you're certainly shy!	You're right. I love going out and making new friends.	-137.48098075389862	-158.73912680149078	-2.9251272500829493	-3.52753615114424	47	45	-54.63610005378723	-63.31931531429291	-2.483459093353965	-2.878150696104223	22	22	-541.2238144874573	-570.5974454879761	-3.4917665450803694	-3.7293950685488633	155	153	True	True
6549	not	Tonight is a party night! What drinks do you think we need?	Well, not everyone wants to drink beer. Make sure there are some soft drinks and juice. Nothing's as refreshing as iced drinks on a hot day.	Well, everyone wants to drink beer. Make sure there are some soft drinks and juice. Nothing's as refreshing as iced drinks on a hot day.	I don't think we need too much in the way of soft drinks, Two super bottles of Cola should cover everyone. What about wine?	-140.40538227558136	-141.8003215789795	-3.4245215189166185	-3.5450080394744874	41	40	-107.7281197309494	-104.6318051815033	-2.8349505192355107	-2.7534685574079814	38	38	-513.7090986967087	-511.0168787240982	-4.142815312070232	-4.15460877011462	124	123	True	True
6553	not	How are you tonight, sir?	Oh, not too bad. I'm just glad the weekend's finally here.	Oh, too bad. I'm just glad the weekend's finally here.	I know what you mean. What can I get for you?	-38.46234130859375	-50.35588073730469	-1.53849365234375	-2.0981616973876953	25	24	-34.402241945266724	-32.77773451805115	-1.5637382702393965	-1.4898970235477795	22	22	-320.4466254711151	-332.3223190307617	-3.7699602996601778	-3.9562180836995444	85	84	True	True
6555	not	Good evening. I've come to see Miss Morrison	Oh! Good evening. I'm sorry, but she is not in. She's gone out to the theatre	Oh! Good evening. I'm sorry, but she is in. She's gone out to the theatre	Oh! I've just come back from Canada and I've brought a parcel from her parents	-96.91825246810913	-115.79972219467163	-3.126395240906746	-3.8599907398223876	31	30	-88.83706545829773	-88.25782525539398	-3.2902616836406566	-3.2688083427923695	27	27	-427.1429520845413	-443.3226395845413	-4.229138139450904	-4.433226395845413	101	100	True	True
6566	not	Hello?__eou__Hi, Kathy. Have you had lunch?	Not yet. And I’m really hungry now.	Yet. And I’m really hungry now.	I’m starving, too. There is a new Chinese restaurant close by. Do you want to go there for lunch?	-52.361411452293396	-60.32563900947571	-2.7558637606470207	-3.351424389415317	19	18	-68.83389127254486	-70.95254111289978	-2.08587549310742	-2.1500770034212056	33	33	-388.8631649017334	-401.75526332855225	-3.9679914785891164	-4.141806838438683	98	97	True	True
6568	not	What happened, John?__eou__Nothing.__eou__Why do you look unhappy?	I’m rather disappointed at not being able to see my best friend off.	I’m rather disappointed at being able to see my best friend off.	Oh, cheer up. He’ll understand you.	-85.89981603622437	-83.83524084091187	-3.5791590015093484	-3.645010471343994	24	23	-63.589558482170105	-62.63302397727966	-3.346818867482637	-3.296474946172614	19	19	-419.68313336372375	-411.13283812999725	-4.417717193302355	-4.373753597127631	95	94	True	True
6577	not	Okay, can I ask you something direct?	Ha! It's not like you've ever been one to beat around the bush.	Ha! It's like you've ever been one to beat around the bush.	Fair enough. Give it to me straight. Did she bully you into this?	-45.80662739276886	-56.38940513134003	-1.7617933612603407	-2.2555762052536013	26	25	-73.70919013023376	-73.54388654232025	-2.9483676052093504	-2.94175546169281	25	25	-365.7614361047745	-375.90572226047516	-4.019356440711808	-4.176730247338613	91	90	True	True
6584	not	Does Tom drink a lot?	Yes, he does. He often has had one to many. But I advised him not to drink too much, he just boasted that he had hollow legs and nobody had ever drunk him under the table.	Yes, he does. He often has had one to many. But I advised him to drink too much, he just boasted that he had hollow legs and nobody had ever drunk him under the table.	That's a problem. He has sort of Dutch courage and that will egg him on in doing anything.	-159.45072853565216	-163.32499718666077	-3.1890145707130433	-3.3331632078910363	50	49	-113.45389437675476	-111.80359768867493	-3.7817964792251586	-3.7267865896224976	30	30	-515.5429713726044	-516.9813623428345	-4.406350182671832	-4.456735882265814	117	116	True	True
6602	not	It's said that the government will clamp down on the new policy.__eou__Are you sure of that?	I am not certain about that.	I am certain about that.	They may have some difficulty in doing it.	-46.4480322599411	-39.4752539396286	-2.903002016246319	-2.63168359597524	16	15	-57.66231369972229	-56.98114025592804	-3.203461872206794	-3.1656189031071134	18	18	-370.8957506418228	-367.2938982248306	-4.167367984739582	-4.173794298009439	89	88	True	True
6603	not	Your husband is very helpful, isn't he?	Willing to help, maybe, but not as helpful as you think.	Willing to help, maybe, but as helpful as you think.	Really?	-54.233171701431274	-68.03090119361877	-2.2597154875596366	-2.957865269287773	24	23	-21.574448823928833	-21.904718041419983	-1.9613135294480757	-1.991338003765453	11	11	-324.64881110191345	-335.6820333003998	-4.271694882919914	-4.4757604440053305	76	75	True	True
6605	not	Why are you so rude to your wife?__eou__I didn't like her butting in where I didn't want her. She's a chatter box.	But she means to help you, not to trouble you.	But she means to help you, to trouble you.	I know. But I just can't stand her butting in when I was trying to emphasize a point.	-66.18934440612793	-63.577646136283875	-3.151873543148949	-3.178882306814194	21	20	-70.81390607357025	-70.20690214633942	-2.2843195507603307	-2.264738778914175	31	31	-450.6833447217941	-448.6367394924164	-3.851994399331574	-3.867558099072555	117	116	True	True
6610	not	Hi, what’re you reading?__eou__Oh, it’s Death on the Nile. Have you read it?	No, not that one. But I saw the movie. Could I borrow it when you finished.	No, that one. But I saw the movie. Could I borrow it when you finished.	Sure. I didn’t know you liked mysteries.	-74.7754807472229	-86.24289119243622	-2.578464853352514	-3.080103256872722	29	28	-46.803112268447876	-46.961851477622986	-2.463321698339362	-2.4716763935591044	19	19	-371.9171772003174	-381.4096736907959	-3.5761267038492055	-3.7030065406873387	104	103	True	True
6614	not	The band is pretty good. How do you like the music?__eou__It's very nice. I haven't heard live music in a while. This is fun.__eou__Well, then, may I invite you for the next dance?	Of course. But I'm afraid I'm not much of a dancer ...	Of course. But I'm afraid I'm much of a dancer ...	Don't worry. I'm not much of a dancer myself.	-52.93182456493378	-68.55206382274628	-2.205492690205574	-2.980524514032447	24	23	-40.89880669116974	-35.08564233779907	-1.8590366677804426	-1.5948019244454124	22	22	-442.7360129356384	-452.7444895505905	-3.4056616379664493	-3.5096472058185313	130	129	True	True
6623	not	I wonder how Sarah and Mat are.__eou__Don't you know they've already broken up?	I'm not surprised. She's a plain Jane.	I'm surprised. She's a plain Jane.	And he's so handsome.	-58.64533472061157	-63.011072635650635	-2.9322667360305785	-3.3163722439816126	20	19	-36.38971674442291	-30.790299654006958	-2.425981116294861	-2.052686643600464	15	15	-380.9270683526993	-383.65969347953796	-4.328716685826128	-4.409881534247563	88	87	True	True
6628	not	Hello?__eou__Hi, Shelley. Have you had lunch?	Not yet.	Yet.	So shall we have lunch together? I’d like to take you this time.	-26.06197679042816	-37.07271122932434	-2.171831399202347	-3.370246475393122	12	11	-92.91096842288971	-91.26436138153076	-3.7164387369155882	-3.6505744552612303	25	25	-382.5029648542404	-391.06270945072174	-4.608469456075186	-4.769057432325875	83	82	True	True
6639	not	I heard that Ann had divorced.__eou__I suspect it's unavoidable.	Poor Ann. She did not love her husband at all.	Poor Ann. She did love her husband at all.	Yeah. She married him at her mother's bidding.	-43.92960548400879	-51.634653091430664	-2.09188597542899	-2.581732654571533	21	20	-60.751522064208984	-63.449668407440186	-3.037576103210449	-3.1724834203720094	20	20	-383.3517949581146	-392.5239199399948	-4.30732353885522	-4.460499090227214	89	88	True	True
6653	not	David, why didn’t you clean the room?	I’m not in the mood.	I’m in the mood.	Why are you feeling depressed?	-28.07643473148346	-41.09704518318176	-1.7547771707177162	-2.7398030122121173	16	15	-31.566458702087402	-32.134459018707275	-2.10443058013916	-2.1422972679138184	15	15	-331.84441900253296	-344.24036407470703	-4.6089502639240685	-4.848455832038127	72	71	True	True
6655	not	Judy, what is everybody talking about?__eou__Haven’t you heard? Richard was fired by our manager.__eou__You’re kidding. It can’t be true.	Believe it or not. Everybody is talking about it in the company.	Believe it or. Everybody is talking about it in the company.	Really? I’m surprised.	-46.87297248840332	-61.05029296875	-2.037955325582753	-2.7750133167613638	23	22	-43.76643204689026	-43.76690685749054	-2.9177621364593507	-2.917793790499369	15	15	-418.86319601535797	-435.2160977125168	-3.9146093085547475	-4.105812242570913	107	106	True	True
6657	not	John got a heart attack last night.__eou__Oh really? Is he all right?	Not so good, though his nephew took him to hospital in time.	So good, though his nephew took him to hospital in time.	Poor old John! I am ever so sorry.	-54.967487812042236	-68.29833054542542	-2.389890774436619	-3.10446957024661	23	22	-57.47599005699158	-62.92556571960449	-3.0250521082627144	-3.3118718799791838	19	19	-377.409344792366	-389.57806169986725	-4.058164997767377	-4.234544148911601	93	92	True	True
6679	not	You say he was around average height.__eou__Yes, that's right, around five nine five ten.__eou__Weight?	I'm not sure. Medium I suppose. Maybe a little on the heavy side.	I'm sure. Medium I suppose. Maybe a little on the heavy side.	Any marks on his face?	-51.48514199256897	-69.0555067062378	-1.9801977689449604	-2.7622202682495116	26	25	-33.0190349817276	-31.944146156311035	-2.20126899878184	-2.129609743754069	15	15	-412.55700147151947	-427.84702813625336	-4.044676485014897	-4.236109189467855	102	101	True	True
6683	not	If you can choose, will you marry a foreigner or a Chinese?__eou__Why? Did tom pop the question?	Not yet. But I wonder if I can get my parents’consent.	Yet. But I wonder if I can get my parents’consent.	Let me guess, your parents want you to marry a Chinese man, right?	-83.11082422733307	-82.50986731052399	-3.3244329690933228	-3.4379111379384995	25	24	-29.97731125354767	-29.568856596946716	-1.1990924501419067	-1.1827542638778688	25	25	-435.292830824852	-434.01082813739777	-4.0304891743041855	-4.056175963900913	108	107	True	True
6687	not	I love slim girls, don’t you?	Not particularly. I like fat girls.	Particularly. I like fat girls.	And I like a girl with good skin, do you?	-47.139431953430176	-64.30781161785126	-2.772907761966481	-4.019238226115704	17	16	-53.50100123882294	-50.660889863967896	-2.5476667256582353	-2.412423326855614	21	21	-349.3190222978592	-361.88013994693756	-4.4784490038187075	-4.699742077232956	78	77	True	True
6698	not	I decided to go for this kind of life.	Try to keep cool. It's not an easy take.	Try to keep cool. It's an easy take.	I know. I always hope for the best and prepare for the worst.	-60.79934644699097	-64.70444178581238	-2.8952069736662365	-3.2352220892906187	21	20	-39.059444546699524	-41.86441612243652	-1.6274768561124802	-1.7443506717681885	24	24	-373.2812306880951	-377.8989722728729	-4.340479426605757	-4.445870262033799	86	85	True	True
6703	not	What's your opinion about childless couples? Will you choose to have no kids?__eou__To be honest, I wouldn't.__eou__Why? Do you have to make a choice now?	Not really. But it has puzzled me for a long time.	Really. But it has puzzled me for a long time.	What's the puzzle?	-57.89338207244873	-68.75072288513184	-2.631517366929488	-3.2738439469110396	22	21	-15.865217566490173	-16.114607453346252	-1.1332298261778695	-1.1510433895247323	14	14	-408.3875344991684	-420.8360923528671	-3.6791669774699853	-3.8257826577533374	111	110	True	True
6710	not	I didn't expect to see you at this hour. You must have goofed off again.	Goofed off? Maybe, but I'm not a clock-watcher. I finished doing what I should do and then knock off an hour earlier.	Goofed off? Maybe, but I'm a clock-watcher. I finished doing what I should do and then knock off an hour earlier.	You'll be sorry if the boss finds it out. He may probably give you the bag.	-105.7221919298172	-111.50889694690704	-2.64305479824543	-2.8592024858181295	40	39	-92.71094763278961	-92.85194492340088	-3.311105272599629	-3.31614089012146	28	28	-478.70866322517395	-482.5931236743927	-4.05685307817944	-4.124727552772587	118	117	True	True
6711	not	I didn't expect to see you at this hour. You must have goofed off again.	Goofed off? Maybe, but I'm not a clock-watcher. I finished doing what I should do and then knock off an hour earlier.	Goofed off? Maybe, but I'm a clock-watcher. I finished doing what I should do and then knock off an hour earlier.	You'll be sorry if the boss finds it out. He may probably give you the bag.	-105.7221919298172	-111.50889694690704	-2.64305479824543	-2.8592024858181295	40	39	-92.71094763278961	-92.85194492340088	-3.311105272599629	-3.31614089012146	28	28	-478.70866322517395	-482.5931236743927	-4.05685307817944	-4.124727552772587	118	117	True	True
6715	not	What do you think of the new television channel? Aren't the programs awful?__eou__I quite agree with you. They are terrible. They are complete waste of time, but my wife disagrees with me.__eou__Actually, what bothers me is the violence. There are far too many detective and police shows.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are not well done.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are well done.	You are absolutely right. They are too brief. They don't tell you anything.	-74.03357362747192	-75.21394991874695	-2.1774580478668213	-2.2792106035983926	34	33	-85.23651266098022	-85.65565073490143	-3.278327410037701	-3.2944481051885166	26	26	-558.5090136528015	-562.9286041259766	-3.534867175017731	-3.5855325103565385	158	157	True	True
6718	not	I had to announce his innocence in court today, but it left a nasty taste in my mouth.__eou__You mean you suspect him.	I’m not sure. I’ll try to prove my feeling.	I’m sure. I’ll try to prove my feeling.	I hope I can do something for you.	-70.44155991077423	-80.31363785266876	-3.2018890868533743	-3.824458945365179	22	21	-56.028313755989075	-52.27591168880463	-3.112684097554949	-2.9042173160447016	18	18	-447.3548871278763	-457.52018678188324	-4.429256308196795	-4.575201867818833	101	100	True	True
6725	not	He is so kind. I couldn’t believe he murdered his wife.	Of course not. I believe he’s innocent.	Of course. I believe he’s innocent.	I don’t understand.	-49.28264629840851	-57.03948223590851	-2.5938234893899215	-3.1688601242171393	19	18	-35.94448637962341	-36.43108832836151	-2.567463312830244	-2.602220594882965	14	14	-366.27596867084503	-374.48590672016144	-4.695845752190321	-4.863453334028071	78	77	True	True
6727	not	I cannot stay here any more minutes.__eou__What is wrong with you?	Tom is making so much noise. I have not a bit of peace and quiet all evening.	Tom is making so much noise. I have a bit of peace and quiet all evening.	You can talk with him.	-69.36255598068237	-86.69017553329468	-2.4772341421672275	-3.210747241973877	28	27	-37.28804075717926	-35.788002371788025	-2.4858693838119508	-2.3858668247858685	15	15	-387.0342057943344	-399.74500119686127	-4.206893541242765	-4.392802210954519	92	91	True	True
6743	not	Do you still see the people we went to school with?	I did for a while, I suppose, until I left university, but after that not really.	I did for a while, I suppose, until I left university, but after that really.	Yeah, I've lost touch with most people as well, but I still see Rose occasionally.	-100.26301729679108	-112.21675264835358	-3.4573454240272783	-4.007741166012628	29	28	-59.02164173126221	-56.66039848327637	-2.1079157761165073	-2.0235856601170132	28	28	-416.60119783878326	-420.5959938764572	-4.166011978387832	-4.248444382590477	100	99	True	True
6744	not	Do you feel all right? You look Pale.__eou__All my joints seem to hurt and I have a terrible headache.__eou__Have you taken your temperature?	No, not yet, but I do feel a little feverish.	No, yet, but I do feel a little feverish.	How long have you been feeling this way?	-21.54263162612915	-35.21952962875366	-0.9366361576577892	-1.6008877103978938	23	22	-11.503976702690125	-11.300567030906677	-0.639109816816118	-0.6278092794948154	18	18	-352.7820818424225	-364.55108976364136	-3.236532860939656	-3.3754730533670494	109	108	True	True
6754	not	My wife and I didn't used to spend this much money.__eou__What's changed?__eou__My wife has been pregnant for 7 months.	I see. I guess diapers and baby food are expensive.Bringing up children is not easy.	I see. I guess diapers and baby food are expensive.Bringing up children is easy.	My wife will be going back to work soon.	-60.15323805809021	-66.50532412528992	-2.0742495882100074	-2.3751901473317827	29	28	-44.021443247795105	-33.581809639930725	-2.3169180656734265	-1.767463665259512	19	19	-388.03176259994507	-393.47562289237976	-3.4037873912275884	-3.4820851583396437	114	113	True	True
6779	not	You'v been work here for nearly a month, how do you feel about the job?	Not bad.Thank you for your help. I am always busy with this job, I feel a bit tired.	Bad.thank you for your help. I am always busy with this job, I feel a bit tired.	I had the same feeling when I first came to work here. but after a period of time, I feel better, I am sure you' ll get used to this busy job.	-97.1463189125061	-98.00621271133423	-3.0358224660158157	-3.161490732623685	32	31	-119.1092084646225	-112.65448486804962	-2.5893306187961413	-2.449010540609774	46	46	-482.3841382265091	-482.67851972579956	-3.7686260798946023	-3.800618265557477	128	127	True	True
6790	not	When she told me that she would marry no man but Dick, my heart was almost in my mouth.	You were scared, too? I dared not tell you my feeling when I heard that. I almost got fainted.	You were scared, too? I dared tell you my feeling when I heard that. I almost got fainted.	I could not and can’t make out the reason why she would set her heart on a man like Dick. He plays the field with many girls.	-96.80790174007416	-103.89896619319916	-2.933572780002247	-3.2468426935374737	33	32	-106.18227016925812	-107.5576719045639	-2.7226223120322595	-2.7578890231939464	39	39	-519.8163955211639	-525.2773711681366	-4.192067705815838	-4.270547733074281	124	123	True	True
6811	not	Mary, I heard you moved again.	Yeah. I could not stand living here. There is always much noise in the neighborhood.	Yeah. I could stand living here. There is always much noise in the neighborhood.	You mean noise? How could it be?	-84.98218643665314	-84.51416885852814	-3.1474883865427086	-3.250544956097236	27	26	-51.79568374156952	-49.942662596702576	-2.877537985642751	-2.7745923664834766	18	18	-374.7991408109665	-373.29770839214325	-4.461894533463886	-4.497562751712569	84	83	True	True
6817	not	We quarreled yesterday, and he picked up and left.__eou__Terrible! Does he want to divorce?	I am not sure.	I am sure.	Don’t lose your reason. Go to find him and talk with him.	-30.001394271850586	-37.288801193237305	-2.1429567337036133	-2.868369322556716	14	13	-79.10546541213989	-78.50753962993622	-3.2960610588391623	-3.2711474845806756	24	24	-377.28142178058624	-383.32740318775177	-3.9713833871640656	-4.07795109774204	95	94	True	True
6820	not	What did you say when she told you the news?	I calmed up. And finally, I asked her to chew the cud for such an important decision. I could not have the heart to disappoint her with a blunt refusal.	I calmed up. And finally, I asked her to chew the cud for such an important decision. I could have the heart to disappoint her with a blunt refusal.	But I put my foot down and insisted on her forgetting that.	-144.59269297122955	-148.1132389307022	-3.2861975675279442	-3.4444939286209815	44	43	-66.36494624614716	-65.98773443698883	-3.0165884657339617	-2.9994424744085832	22	22	-458.44870460033417	-460.02230727672577	-4.244895412966057	-4.2992738997824835	108	107	True	True
6822	not	Who broke the glass, Peter?__eou__That cat.	I was not born yesterday. It must be either you or Adam.	I was born yesterday. It must be either you or Adam.	It’s me, mum, I am sorry.	-67.84176301956177	-72.685950756073	-2.949641870415729	-3.3039068525487725	23	22	-54.954548358917236	-52.728203535079956	-2.892344650469328	-2.7751686071094714	19	19	-401.0416331291199	-401.3366732597351	-4.609673944012872	-4.666705503020176	87	86	True	True
6827	not	In my opinions, someone else has caused the fire of this house.__eou__Who do you think that has the motive?	I’m not sure now. In any case, let’s first make some careful investigations.	I’m sure now. In any case, let’s first make some careful investigations.	OK, murder will out!	-85.09955179691315	-87.1696811914444	-3.151835251737524	-3.3526800458247843	27	26	-51.46370458602905	-50.32849645614624	-3.4309136390686037	-3.355233097076416	15	15	-452.45193469524384	-450.9519792795181	-4.524519346952438	-4.555070497772911	100	99	True	True
6829	not	Are you really dating with Frank?	Yeah. But in my heart of hearts, I find he’s not very much to my liking.	Yeah. But in my heart of hearts, I find he’s very much to my liking.	Then why not keep away from him?	-103.21584224700928	-104.55541133880615	-3.559166974034803	-3.7341218335287913	29	28	-42.3348582983017	-41.201170444488525	-2.490285782253041	-2.4235982614405014	17	17	-408.25960087776184	-410.259064912796	-4.860233343782879	-4.942880300154169	84	83	True	True
6853	not	I can look anybody in the face because I’Ve done nothing to make me feel guilty or something.	There are not so many people like you.	There are so many people like you.	You are flattering me.	-46.73909938335419	-52.420727610588074	-2.596616632408566	-3.0835722123875335	18	17	-28.64468276500702	-32.09379506111145	-2.0460487689290727	-2.2924139329365323	14	14	-413.7862321138382	-408.61863815784454	-4.926026572783788	-4.923116122383669	84	83	True	True
6857	not	Like a cat on hot bricks, as you might say. I don’t believe you are listening at all.__eou__Sorry, I just worried about him. You know, he should be here an hour ago.__eou__Don’t worry him, he has been grown up and I think he can take himself very well.	But he still does not come back.	But he still does come back.	Maybe he is on the way home now.	-42.331010818481445	-37.997026443481445	-2.490059459910673	-2.3748141527175903	17	16	-39.22874689102173	-41.12966775894165	-2.179374827278985	-2.284981542163425	18	18	-499.20483803749084	-509.4333384037018	-3.697813615092525	-3.8017413313709087	135	134	True	True
6879	not	Have you finished your work?	Not because I’m keeping an eye on the baby.	Because I’m keeping an eye on the baby.	Where is the baby’s mother?	-59.96044445037842	-54.055564403533936	-2.998022222518921	-2.8450297054491545	20	19	-21.38972246646881	-19.717817664146423	-1.3368576541543007	-1.2323636040091515	16	16	-323.45745837688446	-319.05463111400604	-4.430924087354581	-4.431314321027862	73	72	True	True
6889	not	How can I lose weight, doctor? I seem to get fatter even when I just look at food?__eou__Well, Jim. It is a combination of how much you eat, the type of food you eat, and when you eat your meals.__eou__I never eat breakfast though.	That's a big mistake, you should always have a good breakfast. You will not run your car without fuel, and as well you won't expect your body to work without food.	That's a big mistake, you should always have a good breakfast. You will run your car without fuel, and as well you won't expect your body to work without food.	I never thought about it that way.	-114.49086141586304	-119.13390588760376	-2.488931769910066	-2.647420130835639	46	45	-26.56127381324768	-26.005813121795654	-1.5624278713675106	-1.5297537130468033	17	17	-521.7189118862152	-526.1063921451569	-3.30201842965959	-3.350996128313101	158	157	True	True
