id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
7458	just	What’s the first thing you do when you go to the bathroom in the morning?__eou__I look at myself in the mirror. Sometimes, it’s not a pleasant sight, especially if I have been out late the late before.__eou__Do you usually shower or take a bath?	I usually don’t have time for a bath in the mornings, so I just take a shower. Sometimes I need a cold shower to wake me up and sometimes I need a hot one, especially if it’s winter and I need to warm up.	I usually don’t have time for a bath in the mornings, so I take a shower. Sometimes I need a cold shower to wake me up and sometimes I need a hot one, especially if it’s winter and I need to warm up.	Do you shave every morning?	-66.32237577438354	-65.800940990448	-1.2281921439700656	-1.2415271884990189	54	53	-11.387969017028809	-11.424681663513184	-1.138796901702881	-1.1424681663513183	10	10	-202.5060214996338	-201.98726081848145	-1.55773862692026	-1.565792719523112	130	129	True
7493	just	Do you know much about computers?__eou__Not a great deal.	I've just been reading an article about them. They'll be used for all sorts of things now.	I've been reading an article about them. They'll be used for all sorts of things now.	For accounting system and things like that, you mean?	-44.38690185546875	-44.695404052734375	-1.77547607421875	-1.8623085021972656	25	24	-35.09000301361084	-34.95731067657471	-2.3393335342407227	-2.3304873784383138	15	15	-126.46590852737427	-126.60745000839233	-2.1077651421229047	-2.1458889831930903	60	59	True
7504	just	I work so hard that I do not have the energy to exercise.	That is just an excuse. You can always find some time to exercise.	That is an excuse. You can always find some time to exercise.	But I work hard all the time for long hours. Often I have no time for lunch. Yet, I am still getting fatter.	-20.919349670410156	-21.293678283691406	-1.1010184037057977	-1.1829821268717449	19	18	-70.7756404876709	-70.60709571838379	-2.2117387652397156	-2.2064717411994934	32	32	-144.90413856506348	-145.1330852508545	-2.1000599792038184	-2.1343100772184482	69	68	True
7517	just	So, how'd everyone do?__eou__Well, there's this clock I was ... MY vintage clock! How do you have my clock??	Your vintage clock?! I just paid sixty-five dollars for it.	Your vintage clock?! I paid sixty-five dollars for it.	Sixty-five? What the ...? How did you bargain him down, Wei? You've never even been to a flea market before!	-37.61423683166504	-34.13370704650879	-2.212602166568532	-2.1333566904067993	17	16	-78.01169347763062	-78.71696090698242	-2.4378654211759567	-2.4599050283432007	32	32	-247.4163269996643	-244.67036151885986	-2.9107803176431095	-2.912742399034046	85	84	True
7524	just	Here's Copellini's, my cousin's store.__eou__Sounds like an Italian name with an “ i ” at the end.	Admit it. You just think of Mussolini.	Admit it. You think of Mussolini.	No, I'm an art lover, so I think more of Bellini and Botticelli!	-36.333106994628906	-32.826820373535156	-2.4222071329752604	-2.3447728838239397	15	14	-48.33281970024109	-48.78159546852112	-2.0138674875100455	-2.0325664778550467	24	24	-196.9097559452057	-193.86610007286072	-2.697393917057612	-2.6925847232341766	73	72	True
7536	just	Hey, Mary, nice to see you again. I heard you're going back home to the U. S ..	Yes. I'm leaving tomorrow. I came here just because I want to say good-bye to you.	Yes. I'm leaving tomorrow. I came here because I want to say good-bye to you.	You're so thoughtful. Wish you a good trip home. And we'll miss you.	-42.25756072998047	-39.11978340148926	-1.625290797306941	-1.5647913360595702	26	25	-39.82331085205078	-40.88824939727783	-1.8101504932750354	-1.858556790785356	22	22	-162.74629974365234	-160.6308126449585	-2.169950663248698	-2.170686657364304	75	74	True
7542	just	Congratulations, Vivian. You won the grand prize, again.	Isn't it just great! I just knew I'd win!	Isn't it great! I knew I'd win!	You did? How? Did you wear red underwear again this year?	-37.26241874694824	-29.989230155944824	-2.1919069851146027	-1.9992820103963216	17	15	-43.4223747253418	-42.88598346710205	-2.4123541514078775	-2.382554637061225	18	18	-138.68030738830566	-130.84923839569092	-2.6669289882366476	-2.6169847679138183	52	50	True
7543	just	Oh, honey. You came. I'm so glad! Why are you wearing a bonnet?	Uh, just for fun. Happy Easter, Mom. We got you these Easter lilies.	Uh, for fun. Happy Easter, Mom. We got you these Easter lilies.	They're beautiful. Taylor, you're so pale and skinny!	-51.32646369934082	-54.136186599731445	-2.2315853782322095	-2.4607357545332476	23	22	-39.83945560455322	-39.723915100097656	-2.3434973885031307	-2.3367008882410385	17	17	-163.84400272369385	-166.51229858398438	-2.5600625425577164	-2.6430523584759427	64	63	True
7546	just	Balista, pull me a ristretto.__eou__What? You're suddenly some kind of coffee snob now? What's a ristretto anyway?__eou__It's basically a very strong espresso. Half the water pulled through the same amount of beans. Pure coffee essence.	Sounds like it must be just full of caffeine. I want one of those instead!	Sounds like it must be full of caffeine. I want one of those instead!	You fiend. It's about the flavor, not the fix. Why don't you just crush some caffeine pills and start doing lines?	-49.5983784198761	-44.029195070266724	-2.361827543803624	-2.201459753513336	21	20	-75.36249160766602	-75.42697143554688	-2.355077862739563	-2.35709285736084	32	32	-287.85975909233093	-282.33343386650085	-2.3790062734903383	-2.3527786155541737	121	120	True
7555	just	These things are always oooo boring. Heard any gossip? Anybody making the big bucks?	Rich struck it rich in advertising. And he and Cath got married and just had a child.	Rich struck it rich in advertising. And he and Cath got married and had a child.	That's no news. Those two were high school sweethearts anyway.	-75.17605209350586	-70.14968490600586	-3.268524004065472	-3.1886220411820845	23	22	-37.232736349105835	-37.01752591133118	-1.9596177025845176	-1.948290837438483	19	19	-227.32031989097595	-222.07819867134094	-3.4972356906303994	-3.4699718542397022	65	64	True
7557	just	And the cover is great! The colors are brilliant!	Give me a break. You don't care about the colors. You just like the hot babe on the cover.	Give me a break. You don't care about the colors. You like the hot babe on the cover.	OK, you got me. So, do you have a subscription?	-44.329233169555664	-45.269662857055664	-1.641823450724284	-1.7411408791175256	27	26	-33.186015129089355	-32.894795417785645	-1.8436675071716309	-1.8274886343214247	18	18	-138.21337985992432	-138.91086864471436	-2.3035563309987386	-2.3544215024527855	60	59	True
7570	just	Hi, Mr. Smith. Are you enjoying the cookout? You don't look too happy.__eou__I spent the morning at the cemetery. I put flowers on the graves of my old war buddies.__eou__Is that what people usually do on Memorial Day?	They should. This holiday is about remembering our war dead. But people these days think it's just a holiday for summer sales and cookouts!	They should. This holiday is about remembering our war dead. But people these days think it's a holiday for summer sales and cookouts!	I'm sorry to hear that. Thank you for telling me a little more about it.	-59.8094208240509	-58.0819046497345	-1.8124066916379062	-1.815059520304203	33	32	-30.618940353393555	-30.95773696899414	-1.3917700160633435	-1.4071698622270064	22	22	-228.16899871826172	-226.7840633392334	-1.950162382207365	-1.9550350287864948	117	116	True
7573	just	That's good to know. We'll watch for crazy drivers.__eou__Hey, guys. Ready for a pick-up game of touch football?	Football? Sounds dangerous. Maybe I'll just be a cheerleader.	Football? Sounds dangerous. Maybe I'll be a cheerleader.	C'mon, Yi-jun. It's lots of fun. You've seen football played on TV.	-34.47969436645508	-34.121829986572266	-1.915538575914171	-2.0071664697983684	18	17	-58.335097312927246	-57.753329277038574	-2.2436575889587402	-2.2212818952707143	26	26	-197.25303649902344	-196.30611038208008	-2.496873879734474	-2.5167450048984628	79	78	True
7574	just	What a letdown. I wanted to experience some Mafia culture firsthand.	It's worth it just to go and eat what the mafia eat! The five-dollar tiramisu is a culinary orgasm.	It's worth it to go and eat what the mafia eat! The five-dollar tiramisu is a culinary orgasm.	Such a thing exists?	-91.5422945022583	-89.60545825958252	-3.1566308449054588	-3.200194937842233	29	28	-19.922283172607422	-20.00044059753418	-2.2135870191786022	-2.2222711775037975	9	9	-188.3735408782959	-186.6033353805542	-3.3638132299695696	-3.3927879160100765	56	55	True
7579	just	I've never met anyone like Clyde before.	He's such a buppie-a black yuppie. Black people come in all shapes and sizes. Just check out the party.	He's such a buppie-a black yuppie. Black people come in all shapes and sizes. Check out the party.	Wow! There are so many different people here. I expected mostly athletes and rappers.	-83.87728881835938	-81.81381225585938	-2.705718994140625	-2.7271270751953125	31	30	-46.169748306274414	-46.898380279541016	-2.098624923012473	-2.131744558160955	22	22	-178.93222045898438	-177.60567665100098	-2.7110942493785513	-2.732395025400015	66	65	True
7584	just	Let' s got out tomorrow night. We can go to a bar and try to find you a girlfriend.	I don' t think that' s a good idea. I am just not good with approaching someone and starting up a conversation.	I don' t think that' s a good idea. I am not good with approaching someone and starting up a conversation.	Maybe you just need a few pick-up lines, you know, break the ice.	-43.56964874267578	-40.63090515136719	-1.4523216247558595	-1.4010656948747306	30	29	-41.49849891662598	-42.321847915649414	-1.9761189960298085	-2.0153260912214006	21	21	-174.04006004333496	-171.9311122894287	-2.2602605200433112	-2.262251477492483	77	76	True
7603	just	Hi honey! You’ll never guess what! My friends Julie and Alex are getting married!__eou__Wow that’s great news! They’re a great couple!	I know! Anyways I just talked to Alex’s best man and he is organizing the bachelor party It’s gonna be so much fun! All the groomsmen are thinking up all the wacky and crazy things we are going to do that night.	I know! Anyways I talked to Alex’s best man and he is organizing the bachelor party It’s gonna be so much fun! All the groomsmen are thinking up all the wacky and crazy things we are going to do that night.	You aren’t going to a strip club, are you? I don’t want you getting a lap dance from some stripper with the excuse that it’s your friends party.	-108.07175064086914	-106.67299556732178	-1.9649409207430752	-1.9754258438392922	55	54	-71.9034652709961	-71.82708168029785	-1.8921964544998973	-1.8901863600078381	38	38	-275.12289810180664	-273.6591911315918	-2.10017479467028	-2.1050707010122447	131	130	True
7604	just	Man, I’m freaking out! You gotta help me!__eou__Whoa, whoa, take it easy, relax. Geez, you’re sweating like a pig! What’s going on?	I can’t go through with this! I just can’t! I’m not ready for marriage! What was I thinking? I’m only thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	I can’t go through with this! I can’t! I’m not ready for marriage! What was I thinking? I’m only thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	What are you talking about? It wasn’t more than a month ago that you were rambling on about how you are tired of living the life of a bachelor and how you envy your friends that have a family!	-104.59711742401123	-104.8297872543335	-1.8033985762760556	-1.8391190746374297	58	57	-80.2057056427002	-80.31636142730713	-1.7065043753765998	-1.7088587537724922	47	47	-281.10105419158936	-281.4226818084717	-1.8493490407341404	-1.8637263695925277	152	151	True
7605	just	Are you ok? You seem a bit anxious.__eou__Yeah, I'm OK, I have been having a lot of mood swings lately. I think it has to do with the pills my doctor prescribed that are causing chaos on my hormones.__eou__So you mean you feel ecstatic one minute and then blue the next?	Yeah, it's weird. For example just this morning I was feeling detached and lonely, even though there was really no reason to feel that way.	Yeah, it's weird. For example this morning I was feeling detached and lonely, even though there was really no reason to feel that way.	Well, maybe your mood will swing positively and you will feel confident, brave and hopeful!	-65.29115962982178	-61.56957149505615	-1.920328224406523	-1.8657445907592773	34	33	-54.65374565124512	-54.19774627685547	-2.484261165965687	-2.4635339216752485	22	22	-289.35920810699463	-285.1364164352417	-2.2430946364883306	-2.2276282534003258	129	128	True
7606	just	Have you read all these crazy things that are going on around the world?__eou__What do you mean?__eou__I was reading about how some people get tricked or drugged in their hotel rooms and have their organs removed! Then they are sold on the black market.	Don't tell me you actually believe all that? Don't be so gullible, they are just urban legends. They are just stories people make up to scare you.	Don't tell me you actually believe all that? Don't be so gullible, they are urban legends. They are stories people make up to scare you.	Well, I was also reading about how some popular songs have subliminal or even satanic messages if you play them backwards! Can you believe that?	-57.43843901157379	-60.74297392368317	-1.4727804874762511	-1.6417019979373828	39	37	-62.91094923019409	-63.2816047668457	-1.7974556922912597	-1.8080458504813057	35	35	-263.70578491687775	-267.367738366127	-1.9109114849049111	-1.9659392526921105	138	136	True
7611	just	Look at this newspaper article about this famous local medium. It says that she is really gifted and so popular now, that she is booked solid with appointments for the next twelve months!__eou__You don't really believe in all that hocus pocus mumbo jumbo, do you?__eou__Well, I have had many friends that went to a psychic and got their palms read and most of the things the psychic told her came true!	Of course it does! They tell you general and obvious things like that you will be successful or have a big house. I think most of the times they are just scam artists.	Of course it does! They tell you general and obvious things like that you will be successful or have a big house. I think most of the times they are scam artists.	Well, historically it is a practice that many cultures share. Reading the tarot cards, in the east they would even read tea leaves! I even heard that there are people that make you smoke a cigar, and then read your ashes.	-89.05749559402466	-87.40564012527466	-2.2264373898506165	-2.241170259622427	40	39	-135.5444598197937	-135.84886264801025	-2.6066242273037252	-2.612478127846351	52	52	-448.8226286172867	-447.44880878925323	-2.3747229027369667	-2.3800468552619853	189	188	True
7614	just	Hey Michelle. Good to see you. Are you at lunch?	Oh hi Jim. No I just got back. I thought you were on vacation now.	Oh hi Jim. No I got back. I thought you were on vacation now.	No, I wish I was! I just got back from Spain actually.	-43.11093711853027	-50.44785118103027	-1.9595880508422852	-2.402278627668108	22	21	-36.43322229385376	-36.72913122177124	-1.9175380154659873	-1.9331121695669073	19	19	-134.4254002571106	-142.05578184127808	-2.317679314777769	-2.492206698969791	58	57	True
7617	just	Tom! How are you? We missed you at the party last night. Are you OK?__eou__I don’t know. I didn’t really feel like going out. I guess I’m feeling a little homesick.__eou__Come on. We’Ve been through this already! Look, I know the adjustment was hard when you first got here, but we agreed that you were gonna try and deal with it.	I was. It’s just that the holidays are coming up and I won’t be able to home because I can’t afford the airfare. I’m just longing for some of the comforts of home, like my mom’s cooking and being around my family.	I was. It’s that the holidays are coming up and I won’t be able to home because I can’t afford the airfare. I’m longing for some of the comforts of home, like my mom’s cooking and being around my family.	Yeah, it can get pretty lonely over the holidays. When I first got here, I’d get depressed and nostalgic for anything that reminded me of home. I almost let it get to me, but then I started going out, keeping myself busy and before I knew it, I was used to to it.	-93.99817180633545	-101.42732524871826	-1.67853878225599	-1.87828380090219	56	54	-122.17252826690674	-123.40771675109863	-1.8510989131349507	-1.8698138901681611	66	66	-407.43728518486023	-416.086261510849	-1.8950571403946987	-1.9534566268114977	215	213	True
7622	just	Ok ... I’ll talk to you later. Bye__eou__Carrie, are you ok? You seem a bit down.	I just got off the phone with my boyfriend. He is always getting upset and losing his temper over nothing. It’s so hard to talk to him at times.	I got off the phone with my boyfriend. He is always getting upset and losing his temper over nothing. It’s so hard to talk to him at times.	Maybe it’s just that he is stressed out from work or something. He does have a pretty nerve wracking job you know.	-61.20184516906738	-65.96216011047363	-1.6541039234883077	-1.8322822252909343	37	36	-50.227062702178955	-50.19992923736572	-1.674235423405965	-1.6733309745788574	30	30	-201.54800271987915	-206.29426860809326	-2.056612272651828	-2.1267450371968377	98	97	True
7624	just	Wow, that terrible movie is finally over. Next time I’m picking the film, because I don’t want to end up seeing a chick flick.__eou__Well you should have picked, in the end you always complain about everything.	Not everything, just this film. Even the title is ridiculous, and it’s so long, those are the two and a half most wasted hours of my life, so much so that I’m thinking about asking them to give me my money back.	Not everything, this film. Even the title is ridiculous, and it’s so long, those are the two and a half most wasted hours of my life, so much so that I’m thinking about asking them to give me my money back.	I’m thinking of taking you back home. I thought we could have a nice evening, but you’re always so negative.	-120.21169853210449	-125.62016868591309	-2.2261425654093423	-2.37019186199836	54	53	-53.092166900634766	-53.12434101104736	-1.8307643758839574	-1.8318738279671505	29	29	-326.88898181915283	-332.2515563964844	-2.4035954545525944	-2.4611226399739583	136	135	True
7626	just	Hey man! How’s it hanging?	Hey man! Everything is just groovy baby!	Hey man! Everything is groovy baby!	Did you go to the roller rink on Saturday? I heard it was far out, man!	-26.100845336914062	-21.879196166992188	-1.8643460954938615	-1.6830150897686298	14	13	-45.328535079956055	-45.291818618774414	-1.8886889616648357	-1.8871591091156006	24	24	-110.90493774414062	-106.63877487182617	-2.2180987548828126	-2.1763015279964524	50	49	True
7632	just	Mike! What's going on, man! Long time no see!__eou__Hey, Pat! Yeah, I haven’t seen you in ages! How is going?	Things doing great! It’s funny running into you like this. Smell well, just last week I ran into Matt as well.	Things doing great! It’s funny running into you like this. Smell well, last week I ran into Matt as well.	Yeah? How’s he doing?	-88.37403583526611	-86.95557880401611	-2.8507753495247132	-2.8985192934672037	31	30	-11.74971055984497	-11.76107120513916	-1.068155505440452	-1.0691882913762873	11	11	-196.14056253433228	-194.77295398712158	-2.391958079686979	-2.4046043702113775	82	81	True
7633	just	Hello everyone! I’m Rick Fields, and here with me is Bob Copeland.__eou__Howdy folks, and welcome to today’s game! You know, Rick, today is a key game between Russia and Canada. As you know, the winner will move on to the finals.	That’s right, and it looks like we’re just about ready to start the match. The ref is calling the players for the face-off ... and here we go! The Russians win possession and immediately set up their attack! Federal gets checked hard into the boards!	That’s right, and it looks like we’re about ready to start the match. The ref is calling the players for the face-off ... and here we go! The Russians win possession and immediately set up their attack! Federal gets checked hard into the boards!	Maurice Richard has the puck now, and passes it to the center. He shoots! Wow what a save by the goalie!	-127.60227394104004	-128.1684284210205	-2.238636384930527	-2.288721936089652	57	56	-69.74764466285706	-69.62655019760132	-2.405091195270933	-2.400915524055218	29	29	-368.87272906303406	-369.33570289611816	-2.4591515270868936	-2.478763106685357	150	149	True
7639	just	Dad, I’d like to borrow some money.__eou__Sure, Johnny, how much do you need? five bucks?__eou__Come on, Dad, I need thirty thousand. I wanna get into the market. You know, I’m tired of hearing all this news about the economic downturn, the inevitable recession, people stuffing their money in their mattresses. I look at this as an opportunity. This is a chance for me to get a jump start on building my nest egg.	I don’t know about that; with all the uncertainty in the markets right now, it would be a very unwise decision to invest. I don’t know if you’re aware son, but there has been a lot of turmoil in the markets recently. There have already been half a million layoffs in the last few months, and we have no idea how the proposed stimulus package will impact the economy. There’s just too much instability. I wouldn’t feel comfortable investing in this climate.	I don’t know about that; with all the uncertainty in the markets right now, it would be a very unwise decision to invest. I don’t know if you’re aware son, but there has been a lot of turmoil in the markets recently. There have already been half a million layoffs in the last few months, and we have no idea how the proposed stimulus package will impact the economy. There’s too much instability. I wouldn’t feel comfortable investing in this climate.	But look at it this way, every challenge is an opportunity. And anyway, I’m not talking about investing in the domestic market. There are emerging markets that promise great returns. Look at China, for example, they have 1.4 billion people, half a billion of whom have recently entered the middle class. Here alone the aggregate demand for consumer goods represents an amazing wealth generating opportunity.	-184.96245431900024	-186.7381567955017	-1.8313114289009924	-1.8673815679550172	101	100	-173.76561069488525	-173.60038900375366	-2.093561574637172	-2.0915709518524537	83	83	-587.3105635643005	-588.9075698852539	-2.0322164829214553	-2.044817950990465	289	288	True
7654	just	Hello! Let me introduce myself. My name is Nancy.__eou__Nice to meet you, I'am Seven. I don't think I' Ve seen you around before.	No, I just started working here at IBM, I am assigned sale department.	No, I started working here at IBM, I am assigned sale department.	What do you do there?	-55.46281814575195	-61.39304733276367	-2.7731409072875977	-3.2312130175138774	20	19	-9.828208923339844	-9.971151351928711	-0.9828208923339844	-0.9971151351928711	10	10	-176.74732780456543	-182.7898063659668	-2.4893989831628933	-2.6112829480852398	71	70	True
7665	just	There are so many environment problems in the world today. Do you think we can really solve them all or will destroy the world?__eou__I hope that world leaders can get together and agree on a plan for action, but I doubt it’ll happen before it’s too late.__eou__We need to solve the problem of air pollution before we destroy the atmosphere. There’s lots of clean, modern technology, but companies in developed countries say it’s expensive. Developing countries put more emphasis on economic development than on environment protection.	Everyone is looking at the issue in the short term, rather than the long term. It’s the same with the destruction of the rainforests. Countries and companies just want the wood. They’re not thinking about the long-term damage to the forests. We should also remember that the forests are an important natural habitat for thousands of species of animal and plant life.	Everyone is looking at the issue in the short term, rather than the long term. It’s the same with the destruction of the rainforests. Countries and companies want the wood. They’re not thinking about the long-term damage to the forests. We should also remember that the forests are an important natural habitat for thousands of species of animal and plant life.	In other parts of the world, especially in Africa, there is a problem with desertification. Climate change and over-farming are causing farmland to turn into desert. In means that people cannot grow enough food.	-126.55260717868805	-125.0815759897232	-1.6435403529699746	-1.6458102103910948	77	76	-78.87824821472168	-78.73326683044434	-1.6782606003132272	-1.675175890009454	47	47	-455.381468296051	-453.8002915382385	-1.9214407944981056	-1.9228825912637226	237	236	True
7670	just	What book is that?	I just bought a new atlas. I’m looking this map of the world. Look at Russia! That’s a vast country.	I bought a new atlas. I’m looking this map of the world. Look at Russia! That’s a vast country.	Canada, China, and the USA are huge too.	-75.10615730285645	-73.23457527160645	-2.5035385767618816	-2.5253301817795326	30	29	-26.166425704956055	-26.769821166992188	-1.7444283803304037	-1.7846547444661458	15	15	-134.955078125	-133.68689155578613	-2.499168113425926	-2.5223941802978516	54	53	True
7672	just	What do you do in summer?__eou__I love going out into the countryside for walks or bike ride. I love being out in the fresh summer air. How about you?	I don’t often go for walks, but I either play sports outside-you know, tennis or badminton-or just sit in the sunshine and read a good book.	I don’t often go for walks, but I either play sports outside-you know, tennis or badminton-or sit in the sunshine and read a good book.	What do you do in winter?	-76.26815414428711	-76.29467391967773	-2.0070566880075553	-2.0620182140453442	38	37	-12.257820129394531	-12.192865371704102	-1.1143472844904119	-1.1084423065185547	11	11	-186.77495574951172	-186.72425270080566	-2.0524720412034254	-2.0747139188978405	91	90	True
7680	just	How are the children doing at sport?__eou__I’m very pleased with their performances. Timmy can cover the 100 meters in 12 seconds. That’s very fast for a kid his age.__eou__He’s not very good at the long jump though, is he?	He’s not bad. He can jump a distance of over four meters. I think he just prefers running to jumping. Jimmy’s very good at the high jump. He can jump over two meters. Again, that’s fine for someone his age.	He’s not bad. He can jump a distance of over four meters. I think he prefers running to jumping. Jimmy’s very good at the high jump. He can jump over two meters. Again, that’s fine for someone his age.	Two meters? That means that the high jump bar is above his head! Are any of them good at long-distance running?	-82.13768768310547	-82.9778060913086	-1.521068290427879	-1.5656189828548792	54	53	-56.23708152770996	-56.00574779510498	-1.9392097078520676	-1.931232682589827	29	29	-275.25648736953735	-275.9324793815613	-1.8598411308752525	-1.877091696473206	148	147	True
7730	just	Come on in. I am so glad you are here. We have been expecting you.__eou__Am I late for the party? Looks everyone is already here. Hope I didn’t miss something interesting.	No, you are just on time. We haven’t really started yet.	No, you are on time. We haven’t really started yet.	Great, here are some flowers for you. I hope you like them. I was not sure if the color will suit your new apartment.	-19.309335708618164	-18.779157638549805	-1.016280826769377	-1.0432865354749892	19	18	-56.5127477645874	-56.880120277404785	-1.7660233676433563	-1.7775037586688995	32	32	-184.52624988555908	-184.3561773300171	-1.8829209171995824	-1.900579147732135	98	97	True
7750	just	Did you remember to bring back that software I lent to you?__eou__Oh, I’m sorry. It completely slipped my mind.	That’s ok. If you could just bring it in tomorrow, I would appreciate it.	That’s ok. If you could bring it in tomorrow, I would appreciate it.	Definitely, I’m really sorry.	-27.29644012451172	-25.98143768310547	-1.2407472783868962	-1.2372113182431175	22	21	-16.807424545288086	-17.188215255737305	-1.5279476859352805	-1.562565023248846	11	11	-118.56808662414551	-117.69753456115723	-1.7964861609719016	-1.8107313009408803	66	65	True
7763	just	Titanic made a hit! It was so touching.	But I see things rather differently.The heroin is not attractive and her acting is just so-so.	But I see things rather differently.The heroin is not attractive and her acting is so-so.	The heroin may not be attractive. I like the story, though.	-74.39219093322754	-72.97568702697754	-3.234443084053371	-3.3170766830444336	23	22	-33.799415588378906	-33.321250915527344	-1.8777453104654949	-1.8511806064181857	18	18	-177.69832038879395	-175.80365180969238	-3.230878552523526	-3.25562318166097	55	54	True
7769	just	What's up? You look depressed.	I just had a quarrel with him.	I had a quarrel with him.	Would you rather I taught him a lesson for you?	-22.474624633789062	-21.514493942260742	-1.7288172795222356	-1.7928744951883953	13	12	-33.29393768310547	-34.18228054046631	-2.2195958455403644	-2.278818702697754	15	15	-101.30875396728516	-101.23658275604248	-2.532718849182129	-2.5958098142574997	40	39	True
7778	just	Hi, Monica, I got big news.__eou__You got a raise?	Not really, just take a wild guess.	Not really, take a wild guess.	You got promoted?	-28.330422401428223	-24.806633949279785	-2.179263261648325	-2.0672194957733154	13	12	-9.225432634353638	-8.964517593383789	-1.1531790792942047	-1.1205646991729736	8	8	-98.03024411201477	-94.24554061889648	-2.2797731188840644	-2.243941443307059	43	42	True
7785	just	Japanese is easy to learn.__eou__You're mistaken about it. As a matter of fact, it's very hard.	I don't think so.There' re so many familiar characters and they sound just like Chinese.	I don't think so.There' re so many familiar characters and they sound like Chinese.	You're quite right.But many Japanese learners begin with smiles on their faces and end up with tears in their eyes.	-60.7366828918457	-58.64238357543945	-2.640725343123726	-2.6655628897927026	23	22	-56.9617805480957	-57.50663375854492	-2.1096955758553966	-2.129875324390553	27	27	-196.78167819976807	-195.20873355865479	-2.429403434565038	-2.440109169483185	81	80	True
7786	just	I am not sure what to do during the holidays, any suggestions?__eou__Well, going to a cinema, visiting the galleries, exhibitions and museums, finding and meeting old friends, exercising in the health club or mountain biking. There are so many good choices.	The problem is that I find all of them are full of fun. I just don’t know what to do first.	The problem is that I find all of them are full of fun. I don’t know what to do first.	Why not start with the most interesting one?	-48.33473205566406	-45.66450500488281	-1.7262404305594308	-1.691277963143808	28	27	-17.38272762298584	-17.43168354034424	-1.3371328940758338	-1.3408987338726337	13	13	-234.2367925643921	-231.6002016067505	-2.342367925643921	-2.3393959758257625	100	99	True
7791	just	Let's have seafood tonight and then go see the new movie at Mall Cinema.Betsy told me it's a beautiful love story and I shouldn't miss it.__eou__Oh, Goodness, please not again.That' s what we did last week.__eou__No, we didn't. Last week we went to see that movie about a man's struggle against mental illness.	Right, it was a chick flick, just like this one, so what's the difference? Besides, this is the last week for the third movie in Destroyer series and I want to see that on a big screen. Action movies need to be seen in a theater on a big screen.	Right, it was a chick flick, like this one, so what's the difference? Besides, this is the last week for the third movie in Destroyer series and I want to see that on a big screen. Action movies need to be seen in a theater on a big screen.	Oh, yeah, and I did promise to see it with you if we went to that movie last week.But you liked that movie, didn't you?	-139.87505912780762	-139.47932243347168	-2.220239033774724	-2.2496664908624466	63	62	-64.39393615722656	-63.996530532836914	-1.8398267473493304	-1.8284723009381976	35	35	-440.5495128631592	-439.7563705444336	-2.420601719028347	-2.4295932074278097	182	181	True
7796	just	Oh, it's getting late. I've got to run. It was nice talking to you, karren.__eou__Thanks, Tim.Nice meeting you, too.	I guess we'll see just around.	I guess we'll see around.	Ye, I hope so.well.Take it easy.	-30.361496925354004	-20.372239112854004	-2.5301247437795005	-1.8520217375321821	12	11	-41.25734806060791	-41.082897663116455	-2.750489870707194	-2.738859844207764	15	15	-176.13408279418945	-165.948890209198	-2.590207099914551	-2.47684910759997	68	67	True
7819	just	What are you doing over the weekend, Sara?__eou__I'm planing to go balling tonight. Tomorrow I was hoping to see a movie. What about you?	I want to go camping, you know, just get a way for the weekend. I'm not sure I'll be able to, though.	I want to go camping, you know, get a way for the weekend. I'm not sure I'll be able to, though.	Why not?	-51.12242317199707	-51.61149024963379	-1.5491643385453657	-1.612859070301056	33	32	-2.9154090881347656	-3.0500659942626953	-0.4164870125906808	-0.43572371346609934	7	7	-163.98248481750488	-164.55870819091797	-2.024475121203764	-2.0569838523864745	81	80	True
7838	just	Hey Kevin, what are you doing here? Don't you usually spend Tuesday nights at home studying?	I needed to get out of the house. My parents just went ballistic over something my older sister told them.	I needed to get out of the house. My parents went ballistic over something my older sister told them.	What did she tell them? Is she dropping out of college?	-51.564876556396484	-54.683528900146484	-1.9832644829383264	-2.1873411560058593	26	25	-22.19131088256836	-22.42962408065796	-1.305371228386374	-1.3193896518034094	17	17	-144.6401767730713	-148.0006890296936	-2.158808608553303	-2.242434682268085	67	66	True
